"","LidarLeft","LidarRight","USLeft","USRear","USRight","CO","P25","O3","P10","NO","SO","timestamp","sensor","DateN","TimeN","Time","sequenceTime"
"2324",1,1,325.12,320.04,640.08,781,19,949,21.2,886,623,230717011951,"proximity","230717","011951",2017-07-23 01:19:51,2324
"2325",1,1,325.12,320.04,640.08,NA,NA,NA,NA,NA,NA,230717011951,"proximity","230717","011951",2017-07-23 01:19:51,2325
"2326",1,1,325.12,320.04,640.08,NA,NA,NA,NA,NA,NA,230717011951,"proximity","230717","011951",2017-07-23 01:19:51,2326
"2327",1,1,325.12,320.04,640.08,NA,NA,NA,NA,NA,NA,230717011952,"proximity","230717","011952",2017-07-23 01:19:52,2327
"2328",1,1,325.12,320.04,640.08,780,18.9,417,21.1,562,979,230717011952,"proximity","230717","011952",2017-07-23 01:19:52,2328
"2329",1,1,322.58,320.04,640.08,NA,NA,NA,NA,NA,NA,230717011953,"proximity","230717","011953",2017-07-23 01:19:53,2329
"2330",1,1,325.12,320.04,640.08,NA,NA,NA,NA,NA,NA,230717011953,"proximity","230717","011953",2017-07-23 01:19:53,2330
"2331",1,1,325.12,320.04,642.62,NA,NA,NA,NA,NA,NA,230717011953,"proximity","230717","011953",2017-07-23 01:19:53,2331
"2332",1,1,325.12,320.04,640.08,778,18.8,886,21,816,705,230717011954,"proximity","230717","011954",2017-07-23 01:19:54,2332
"2333",1100,1,332.74,320.04,640.08,NA,NA,NA,NA,NA,NA,230717011954,"proximity","230717","011954",2017-07-23 01:19:54,2333
"2334",1,1,337.82,320.04,640.08,NA,NA,NA,NA,NA,NA,230717011954,"proximity","230717","011954",2017-07-23 01:19:54,2334
"2335",1,1,358.14,320.04,640.08,NA,NA,NA,NA,NA,NA,230717011955,"proximity","230717","011955",2017-07-23 01:19:55,2335
"2336",1,1,320.04,320.04,640.08,784,18.7,1123,20.9,963,367,230717011955,"proximity","230717","011955",2017-07-23 01:19:55,2336
"2337",1,3254,320.04,320.04,642.62,NA,NA,NA,NA,NA,NA,230717011955,"proximity","230717","011955",2017-07-23 01:19:55,2337
"2338",751,1,320.04,320.04,640.08,NA,NA,NA,NA,NA,NA,230717011955,"proximity","230717","011955",2017-07-23 01:19:55,2338
"2339",523,361,320.04,320.04,642.62,NA,NA,NA,NA,NA,NA,230717011956,"proximity","230717","011956",2017-07-23 01:19:56,2339
"2340",781,352,459.74,320.04,642.62,778,18.7,746,20.8,751,876,230717011956,"proximity","230717","011956",2017-07-23 01:19:56,2340
"2341",567,423,449.58,320.04,642.62,NA,NA,NA,NA,NA,NA,230717011956,"proximity","230717","011956",2017-07-23 01:19:56,2341
"2342",575,432,642.62,320.04,645.16,NA,NA,NA,NA,NA,NA,230717011956,"proximity","230717","011956",2017-07-23 01:19:56,2342
"2343",583,1205,502.92,320.04,642.62,NA,NA,NA,NA,NA,NA,230717011957,"proximity","230717","011957",2017-07-23 01:19:57,2343
"2344",594,1287,490.22,320.04,642.62,783,18.7,856,20.8,840,720,230717011957,"proximity","230717","011957",2017-07-23 01:19:57,2344
"2345",591,426,477.52,320.04,642.62,NA,NA,NA,NA,NA,NA,230717011958,"proximity","230717","011958",2017-07-23 01:19:58,2345
"2346",556,969,485.14,320.04,645.16,NA,NA,NA,NA,NA,NA,230717011958,"proximity","230717","011958",2017-07-23 01:19:58,2346
"2347",545,1060,378.46,320.04,299.72,NA,NA,NA,NA,NA,NA,230717011958,"proximity","230717","011958",2017-07-23 01:19:58,2347
"2348",748,1961,492.76,320.04,381,783,18.6,599,20.7,687,953,230717011959,"proximity","230717","011959",2017-07-23 01:19:59,2348
"2349",1,1,586.74,320.04,373.38,NA,NA,NA,NA,NA,NA,230717011959,"proximity","230717","011959",2017-07-23 01:19:59,2349
"2350",593,1,320.04,640.08,378.46,NA,NA,NA,NA,NA,NA,230717011959,"proximity","230717","011959",2017-07-23 01:19:59,2350
"2351",613,413,322.58,642.62,391.16,NA,NA,NA,NA,NA,NA,230717011959,"proximity","230717","011959",2017-07-23 01:19:59,2351
"2352",646,432,322.58,642.62,406.4,781,18.5,788,20.6,801,813,230717012000,"proximity","230717","012000",2017-07-23 01:20:00,2352
"2353",1,1209,325.12,640.08,337.82,NA,NA,NA,NA,NA,NA,230717012000,"proximity","230717","012000",2017-07-23 01:20:00,2353
"2354",1,2092,330.2,640.08,327.66,NA,NA,NA,NA,NA,NA,230717012000,"proximity","230717","012000",2017-07-23 01:20:00,2354
"2355",1,893,320.04,640.08,312.42,NA,NA,NA,NA,NA,NA,230717012001,"proximity","230717","012001",2017-07-23 01:20:01,2355
"2356",1,930,332.74,640.08,294.64,788,18.4,1035,20.5,905,437,230717012001,"proximity","230717","012001",2017-07-23 01:20:01,2356
"2357",1,553,365.76,640.08,297.18,NA,NA,NA,NA,NA,NA,230717012001,"proximity","230717","012001",2017-07-23 01:20:01,2357
"2358",1,666,337.82,640.08,289.56,NA,NA,NA,NA,NA,NA,230717012001,"proximity","230717","012001",2017-07-23 01:20:01,2358
"2359",1,1049,571.5,640.08,289.56,NA,NA,NA,NA,NA,NA,230717012002,"proximity","230717","012002",2017-07-23 01:20:02,2359
"2360",1341,909,645.16,640.08,287.02,784,18.5,901,20.6,830,738,230717012002,"proximity","230717","012002",2017-07-23 01:20:02,2360
"2361",1,2859,640.08,640.08,322.58,NA,NA,NA,NA,NA,NA,230717012002,"proximity","230717","012002",2017-07-23 01:20:02,2361
"2362",1,1,642.62,640.08,289.56,NA,NA,NA,NA,NA,NA,230717012003,"proximity","230717","012003",2017-07-23 01:20:03,2362
"2363",1,1,640.08,640.08,294.64,NA,NA,NA,NA,NA,NA,230717012003,"proximity","230717","012003",2017-07-23 01:20:03,2363
"2364",1,1,609.6,640.08,294.64,785,18.5,877,20.6,794,681,230717012003,"proximity","230717","012003",2017-07-23 01:20:03,2364
"2365",1,1,599.44,640.08,292.1,NA,NA,NA,NA,NA,NA,230717012003,"proximity","230717","012003",2017-07-23 01:20:03,2365
"2366",1,1,589.28,640.08,322.58,NA,NA,NA,NA,NA,NA,230717012004,"proximity","230717","012004",2017-07-23 01:20:04,2366
"2367",1,1,637.54,640.08,297.18,NA,NA,NA,NA,NA,NA,230717012004,"proximity","230717","012004",2017-07-23 01:20:04,2367
"2368",1,1,635,640.08,322.58,785,18.5,564,20.7,580,828,230717012004,"proximity","230717","012004",2017-07-23 01:20:04,2368
"2369",1,1,640.08,640.08,294.64,NA,NA,NA,NA,NA,NA,230717012004,"proximity","230717","012004",2017-07-23 01:20:04,2369
"2370",1,1,632.46,640.08,299.72,NA,NA,NA,NA,NA,NA,230717012005,"proximity","230717","012005",2017-07-23 01:20:05,2370
"2371",1,1,640.08,640.08,302.26,NA,NA,NA,NA,NA,NA,230717012005,"proximity","230717","012005",2017-07-23 01:20:05,2371
"2372",1,1,635,640.08,307.34,783,18.5,872,20.7,842,752,230717012005,"proximity","230717","012005",2017-07-23 01:20:05,2372
"2373",1,1,637.54,640.08,322.58,NA,NA,NA,NA,NA,NA,230717012006,"proximity","230717","012006",2017-07-23 01:20:06,2373
"2374",1,1,632.46,640.08,314.96,NA,NA,NA,NA,NA,NA,230717012006,"proximity","230717","012006",2017-07-23 01:20:06,2374
"2375",1957,1,632.46,640.08,320.04,NA,NA,NA,NA,NA,NA,230717012006,"proximity","230717","012006",2017-07-23 01:20:06,2375
"2376",1,1,640.08,640.08,314.96,786,18.5,1182,20.7,991,370,230717012006,"proximity","230717","012006",2017-07-23 01:20:06,2376
"2377",1,1,635,640.08,314.96,NA,NA,NA,NA,NA,NA,230717012007,"proximity","230717","012007",2017-07-23 01:20:07,2377
"2378",1173,1911,637.54,640.08,312.42,NA,NA,NA,NA,NA,NA,230717012007,"proximity","230717","012007",2017-07-23 01:20:07,2378
"2379",1113,1,635,640.08,314.96,NA,NA,NA,NA,NA,NA,230717012007,"proximity","230717","012007",2017-07-23 01:20:07,2379
"2380",1,1375,640.08,640.08,325.12,782,18.5,760,20.7,748,846,230717012008,"proximity","230717","012008",2017-07-23 01:20:08,2380
"2381",1,1,256.54,200.66,347.98,NA,NA,NA,NA,NA,NA,230717012008,"proximity","230717","012008",2017-07-23 01:20:08,2381
"2382",1,1,320.04,640.08,640.08,NA,NA,NA,NA,NA,NA,230717012008,"proximity","230717","012008",2017-07-23 01:20:08,2382
"2383",1321,1,320.04,640.08,642.62,NA,NA,NA,NA,NA,NA,230717012009,"proximity","230717","012009",2017-07-23 01:20:09,2383
"2384",636,1,322.58,640.08,492.76,779,18.5,920,20.7,850,664,230717012009,"proximity","230717","012009",2017-07-23 01:20:09,2384
"2385",1428,1,320.04,642.62,398.78,NA,NA,NA,NA,NA,NA,230717012009,"proximity","230717","012009",2017-07-23 01:20:09,2385
"2386",1,1,322.58,640.08,345.44,NA,NA,NA,NA,NA,NA,230717012010,"proximity","230717","012010",2017-07-23 01:20:10,2386
"2387",746,1,322.58,640.08,530.86,NA,NA,NA,NA,NA,NA,230717012010,"proximity","230717","012010",2017-07-23 01:20:10,2387
"2388",1,1,322.58,640.08,487.68,785,18.4,528,20.6,581,859,230717012010,"proximity","230717","012010",2017-07-23 01:20:10,2388
"2389",1317,1,322.58,591.82,490.22,NA,NA,NA,NA,NA,NA,230717012010,"proximity","230717","012010",2017-07-23 01:20:10,2389
"2390",1,1,322.58,640.08,246.38,NA,NA,NA,NA,NA,NA,230717012011,"proximity","230717","012011",2017-07-23 01:20:11,2390
"2391",1,1,320.04,640.08,322.58,NA,NA,NA,NA,NA,NA,230717012011,"proximity","230717","012011",2017-07-23 01:20:11,2391
"2392",1,1,320.04,640.08,449.58,783,18.4,869,20.6,809,723,230717012011,"proximity","230717","012011",2017-07-23 01:20:11,2392
"2393",1,170,322.58,640.08,205.74,NA,NA,NA,NA,NA,NA,230717012011,"proximity","230717","012011",2017-07-23 01:20:11,2393
"2394",1,268,322.58,640.08,165.1,NA,NA,NA,NA,NA,NA,230717012012,"proximity","230717","012012",2017-07-23 01:20:12,2394
"2395",1,270,322.58,640.08,175.26,NA,NA,NA,NA,NA,NA,230717012012,"proximity","230717","012012",2017-07-23 01:20:12,2395
"2396",1,290,330.2,640.08,177.8,784,18.4,1108,20.6,950,408,230717012013,"proximity","230717","012013",2017-07-23 01:20:13,2396
"2397",1,290,363.22,640.08,177.8,NA,NA,NA,NA,NA,NA,230717012013,"proximity","230717","012013",2017-07-23 01:20:13,2397
"2398",1877,284,335.28,640.08,271.78,NA,NA,NA,NA,NA,NA,230717012013,"proximity","230717","012013",2017-07-23 01:20:13,2398
"2399",1726,313,327.66,640.08,203.2,NA,NA,NA,NA,NA,NA,230717012014,"proximity","230717","012014",2017-07-23 01:20:14,2399
"2400",1,1513,330.2,640.08,243.84,781,18.5,759,20.7,752,867,230717012014,"proximity","230717","012014",2017-07-23 01:20:14,2400
"2401",1986,1,325.12,640.08,467.36,NA,NA,NA,NA,NA,NA,230717012014,"proximity","230717","012014",2017-07-23 01:20:14,2401
"2402",1,1,370.84,640.08,309.88,NA,NA,NA,NA,NA,NA,230717012014,"proximity","230717","012014",2017-07-23 01:20:14,2402
"2403",1,1854,266.7,640.08,474.98,NA,NA,NA,NA,NA,NA,230717012015,"proximity","230717","012015",2017-07-23 01:20:15,2403
"2404",2013,2716,327.66,640.08,640.08,782,18.5,893,20.8,858,694,230717012015,"proximity","230717","012015",2017-07-23 01:20:15,2404
"2405",640,1,551.18,640.08,492.76,NA,NA,NA,NA,NA,NA,230717012015,"proximity","230717","012015",2017-07-23 01:20:15,2405
"2406",487,1,635,640.08,508,NA,NA,NA,NA,NA,NA,230717012016,"proximity","230717","012016",2017-07-23 01:20:16,2406
"2407",1,1,335.28,640.08,525.78,NA,NA,NA,NA,NA,NA,230717012016,"proximity","230717","012016",2017-07-23 01:20:16,2407
"2408",1,501,325.12,640.08,551.18,781,18.5,481,21,558,899,230717012016,"proximity","230717","012016",2017-07-23 01:20:16,2408
"2409",1,1786,381,640.08,254,NA,NA,NA,NA,NA,NA,230717012016,"proximity","230717","012016",2017-07-23 01:20:16,2409
"2410",707,183,335.28,640.08,548.64,NA,NA,NA,NA,NA,NA,230717012017,"proximity","230717","012017",2017-07-23 01:20:17,2410
"2411",1024,197,629.92,640.08,137.16,NA,NA,NA,NA,NA,NA,230717012017,"proximity","230717","012017",2017-07-23 01:20:17,2411
"2412",1673,184,632.46,642.62,154.94,780,18.5,788,21,758,830,230717012017,"proximity","230717","012017",2017-07-23 01:20:17,2412
"2413",1,194,627.38,642.62,172.72,NA,NA,NA,NA,NA,NA,230717012018,"proximity","230717","012018",2017-07-23 01:20:18,2413
"2414",1,213,629.92,640.08,182.88,NA,NA,NA,NA,NA,NA,230717012018,"proximity","230717","012018",2017-07-23 01:20:18,2414
"2415",1,1,627.38,642.62,195.58,NA,NA,NA,NA,NA,NA,230717012018,"proximity","230717","012018",2017-07-23 01:20:18,2415
"2416",1,729,632.46,640.08,325.12,785,18.5,1323,21,1088,315,230717012018,"proximity","230717","012018",2017-07-23 01:20:18,2416
"2417",1373,1503,322.58,640.08,322.58,NA,NA,NA,NA,NA,NA,230717012019,"proximity","230717","012019",2017-07-23 01:20:19,2417
"2418",1,1593,322.58,640.08,322.58,NA,NA,NA,NA,NA,NA,230717012019,"proximity","230717","012019",2017-07-23 01:20:19,2418
"2419",751,1891,322.58,640.08,487.68,NA,NA,NA,NA,NA,NA,230717012019,"proximity","230717","012019",2017-07-23 01:20:19,2419
"2420",952,1,355.6,640.08,642.62,781,18.5,704,20.8,753,864,230717012020,"proximity","230717","012020",2017-07-23 01:20:20,2420
"2421",1571,1,320.04,640.08,640.08,NA,NA,NA,NA,NA,NA,230717012020,"proximity","230717","012020",2017-07-23 01:20:20,2421
"2422",1,1,320.04,640.08,640.08,NA,NA,NA,NA,NA,NA,230717012020,"proximity","230717","012020",2017-07-23 01:20:20,2422
"2423",2426,1,320.04,640.08,640.08,NA,NA,NA,NA,NA,NA,230717012021,"proximity","230717","012021",2017-07-23 01:20:21,2423
"2424",1,1,322.58,640.08,640.08,779,18.6,845,20.9,791,711,230717012021,"proximity","230717","012021",2017-07-23 01:20:21,2424
"2425",1,1,355.6,642.62,642.62,NA,NA,NA,NA,NA,NA,230717012021,"proximity","230717","012021",2017-07-23 01:20:21,2425
"2426",1,1,325.12,640.08,642.62,NA,NA,NA,NA,NA,NA,230717012021,"proximity","230717","012021",2017-07-23 01:20:21,2426
"2427",1,1,378.46,640.08,640.08,NA,NA,NA,NA,NA,NA,230717012022,"proximity","230717","012022",2017-07-23 01:20:22,2427
"2428",2151,1,637.54,640.08,642.62,784,18.6,1042,20.8,927,424,230717012022,"proximity","230717","012022",2017-07-23 01:20:22,2428
"2429",1,1,637.54,640.08,642.62,NA,NA,NA,NA,NA,NA,230717012022,"proximity","230717","012022",2017-07-23 01:20:22,2429
"2430",144,1,640.08,640.08,642.62,NA,NA,NA,NA,NA,NA,230717012023,"proximity","230717","012023",2017-07-23 01:20:23,2430
"2431",145,1,124.46,640.08,642.62,NA,NA,NA,NA,NA,NA,230717012023,"proximity","230717","012023",2017-07-23 01:20:23,2431
"2432",151,1,132.08,640.08,642.62,779,18.6,759,20.8,777,862,230717012023,"proximity","230717","012023",2017-07-23 01:20:23,2432
"2433",157,1,139.7,640.08,645.16,NA,NA,NA,NA,NA,NA,230717012024,"proximity","230717","012024",2017-07-23 01:20:24,2433
"2434",1,1,142.24,640.08,642.62,NA,NA,NA,NA,NA,NA,230717012024,"proximity","230717","012024",2017-07-23 01:20:24,2434
"2435",1,1,345.44,640.08,642.62,NA,NA,NA,NA,NA,NA,230717012024,"proximity","230717","012024",2017-07-23 01:20:24,2435
"2436",2426,1,238.76,640.08,642.62,785,18.6,1381,20.8,1103,239,230717012025,"proximity","230717","012025",2017-07-23 01:20:25,2436
"2437",1697,1,327.66,640.08,642.62,NA,NA,NA,NA,NA,NA,230717012025,"proximity","230717","012025",2017-07-23 01:20:25,2437
"2438",2186,1025,325.12,640.08,642.62,NA,NA,NA,NA,NA,NA,230717012025,"proximity","230717","012025",2017-07-23 01:20:25,2438
"2439",1181,1,327.66,640.08,642.62,NA,NA,NA,NA,NA,NA,230717012025,"proximity","230717","012025",2017-07-23 01:20:25,2439
"2440",1124,866,327.66,640.08,642.62,778,18.6,705,20.8,732,896,230717012026,"proximity","230717","012026",2017-07-23 01:20:26,2440
"2441",514,1,327.66,640.08,642.62,NA,NA,NA,NA,NA,NA,230717012026,"proximity","230717","012026",2017-07-23 01:20:26,2441
"2442",1,1,548.64,640.08,347.98,NA,NA,NA,NA,NA,NA,230717012026,"proximity","230717","012026",2017-07-23 01:20:26,2442
"2443",144,1,581.66,640.08,368.3,NA,NA,NA,NA,NA,NA,230717012026,"proximity","230717","012026",2017-07-23 01:20:26,2443
"2444",168,1,586.74,640.08,383.54,780,18.6,980,20.8,889,626,230717012027,"proximity","230717","012027",2017-07-23 01:20:27,2444
"2445",1,1,388.62,640.08,403.86,NA,NA,NA,NA,NA,NA,230717012027,"proximity","230717","012027",2017-07-23 01:20:27,2445
"2446",1473,2708,375.92,640.08,414.02,NA,NA,NA,NA,NA,NA,230717012028,"proximity","230717","012028",2017-07-23 01:20:28,2446
"2447",1437,2715,581.66,228.6,429.26,NA,NA,NA,NA,NA,NA,230717012028,"proximity","230717","012028",2017-07-23 01:20:28,2447
"2448",749,1,294.64,320.04,436.88,782,18.6,446,20.8,554,934,230717012028,"proximity","230717","012028",2017-07-23 01:20:28,2448
"2449",1157,1,381,320.04,604.52,NA,NA,NA,NA,NA,NA,230717012028,"proximity","230717","012028",2017-07-23 01:20:28,2449
"2450",1,1207,640.08,320.04,464.82,NA,NA,NA,NA,NA,NA,230717012029,"proximity","230717","012029",2017-07-23 01:20:29,2450
"2451",1,876,259.08,320.04,474.98,NA,NA,NA,NA,NA,NA,230717012029,"proximity","230717","012029",2017-07-23 01:20:29,2451
"2452",1,906,322.58,320.04,642.62,783,18.6,817,20.9,798,802,230717012029,"proximity","230717","012029",2017-07-23 01:20:29,2452
"2453",1,1,322.58,320.04,492.76,NA,NA,NA,NA,NA,NA,230717012030,"proximity","230717","012030",2017-07-23 01:20:30,2453
"2454",1,1,322.58,320.04,297.18,NA,NA,NA,NA,NA,NA,230717012030,"proximity","230717","012030",2017-07-23 01:20:30,2454
"2455",1,1678,322.58,320.04,322.58,NA,NA,NA,NA,NA,NA,230717012030,"proximity","230717","012030",2017-07-23 01:20:30,2455
"2456",665,1,322.58,320.04,518.16,785,18.6,1290,20.9,1049,305,230717012031,"proximity","230717","012031",2017-07-23 01:20:31,2456
"2457",493,1,325.12,320.04,330.2,NA,NA,NA,NA,NA,NA,230717012031,"proximity","230717","012031",2017-07-23 01:20:31,2457
"2458",383,1,320.04,320.04,322.58,NA,NA,NA,NA,NA,NA,230717012031,"proximity","230717","012031",2017-07-23 01:20:31,2458
"2459",551,1,510.54,320.04,322.58,NA,NA,NA,NA,NA,NA,230717012031,"proximity","230717","012031",2017-07-23 01:20:31,2459
"2460",1,1,640.08,320.04,322.58,783,18.6,730,20.9,767,863,230717012032,"proximity","230717","012032",2017-07-23 01:20:32,2460
"2461",1,1,642.62,320.04,571.5,NA,NA,NA,NA,NA,NA,230717012032,"proximity","230717","012032",2017-07-23 01:20:32,2461
"2462",1191,1,609.6,320.04,640.08,NA,NA,NA,NA,NA,NA,230717012032,"proximity","230717","012032",2017-07-23 01:20:32,2462
"2463",888,1,538.48,320.04,640.08,NA,NA,NA,NA,NA,NA,230717012033,"proximity","230717","012033",2017-07-23 01:20:33,2463
"2464",899,1,640.08,320.04,523.24,782,18.6,825,21,794,767,230717012033,"proximity","230717","012033",2017-07-23 01:20:33,2464
"2465",923,1,645.16,434.34,525.78,NA,NA,NA,NA,NA,NA,230717012033,"proximity","230717","012033",2017-07-23 01:20:33,2465
"2466",1,261,647.7,320.04,246.38,NA,NA,NA,NA,NA,NA,230717012033,"proximity","230717","012033",2017-07-23 01:20:33,2466
"2467",1,284,645.16,320.04,241.3,NA,NA,NA,NA,NA,NA,230717012034,"proximity","230717","012034",2017-07-23 01:20:34,2467
"2468",2196,329,642.62,320.04,238.76,786,18.6,964,21.2,852,510,230717012034,"proximity","230717","012034",2017-07-23 01:20:34,2468
"2469",1,257,642.62,320.04,243.84,NA,NA,NA,NA,NA,NA,230717012034,"proximity","230717","012034",2017-07-23 01:20:34,2469
"2470",1784,276,647.7,320.04,238.76,NA,NA,NA,NA,NA,NA,230717012035,"proximity","230717","012035",2017-07-23 01:20:35,2470
"2471",1992,276,647.7,320.04,251.46,NA,NA,NA,NA,NA,NA,230717012035,"proximity","230717","012035",2017-07-23 01:20:35,2471
"2472",1099,300,642.62,320.04,246.38,782,18.6,859,21.1,813,776,230717012035,"proximity","230717","012035",2017-07-23 01:20:35,2472
"2473",1004,253,642.62,320.04,233.68,NA,NA,NA,NA,NA,NA,230717012036,"proximity","230717","012036",2017-07-23 01:20:36,2473
"2474",1,404,642.62,320.04,246.38,NA,NA,NA,NA,NA,NA,230717012036,"proximity","230717","012036",2017-07-23 01:20:36,2474
"2475",1091,1375,642.62,320.04,269.24,NA,NA,NA,NA,NA,NA,230717012036,"proximity","230717","012036",2017-07-23 01:20:36,2475
"2476",582,1434,642.62,320.04,322.58,782,18.5,945,20.9,963,705,230717012036,"proximity","230717","012036",2017-07-23 01:20:36,2476
"2477",1,1,642.62,320.04,322.58,NA,NA,NA,NA,NA,NA,230717012036,"proximity","230717","012036",2017-07-23 01:20:36,2477
"2478",1752,1,642.62,320.04,322.58,NA,NA,NA,NA,NA,NA,230717012037,"proximity","230717","012037",2017-07-23 01:20:37,2478
"2479",1377,1,642.62,320.04,322.58,NA,NA,NA,NA,NA,NA,230717012037,"proximity","230717","012037",2017-07-23 01:20:37,2479
"2480",303,2080,642.62,320.04,609.6,780,18.5,593,20.9,678,948,230717012038,"proximity","230717","012038",2017-07-23 01:20:38,2480
"2481",1263,2049,637.54,640.08,406.4,NA,NA,NA,NA,NA,NA,230717012038,"proximity","230717","012038",2017-07-23 01:20:38,2481
"2482",1189,2082,434.34,393.7,642.62,NA,NA,NA,NA,NA,NA,230717012038,"proximity","230717","012038",2017-07-23 01:20:38,2482
"2483",1434,2079,627.38,320.04,640.08,NA,NA,NA,NA,NA,NA,230717012039,"proximity","230717","012039",2017-07-23 01:20:39,2483
"2484",968,2634,640.08,320.04,640.08,781,18.4,919,20.9,844,660,230717012039,"proximity","230717","012039",2017-07-23 01:20:39,2484
"2485",1421,2638,640.08,320.04,640.08,NA,NA,NA,NA,NA,NA,230717012039,"proximity","230717","012039",2017-07-23 01:20:39,2485
"2486",1,1,640.08,320.04,640.08,NA,NA,NA,NA,NA,NA,230717012039,"proximity","230717","012039",2017-07-23 01:20:39,2486
"2487",1,1,640.08,320.04,640.08,NA,NA,NA,NA,NA,NA,230717012040,"proximity","230717","012040",2017-07-23 01:20:40,2487
"2488",234,1,640.08,320.04,642.62,782,18.4,918,20.8,833,522,230717012040,"proximity","230717","012040",2017-07-23 01:20:40,2488
"2489",260,1,170.18,320.04,640.08,NA,NA,NA,NA,NA,NA,230717012040,"proximity","230717","012040",2017-07-23 01:20:40,2489
"2490",1,1,170.18,320.04,640.08,NA,NA,NA,NA,NA,NA,230717012041,"proximity","230717","012041",2017-07-23 01:20:41,2490
"2491",1,1,215.9,320.04,640.08,NA,NA,NA,NA,NA,NA,230717012041,"proximity","230717","012041",2017-07-23 01:20:41,2491
"2492",227,1,279.4,320.04,642.62,780,18.4,812,20.9,788,792,230717012041,"proximity","230717","012041",2017-07-23 01:20:41,2492
"2493",214,1,205.74,320.04,642.62,NA,NA,NA,NA,NA,NA,230717012041,"proximity","230717","012041",2017-07-23 01:20:41,2493
"2494",193,1,187.96,320.04,642.62,NA,NA,NA,NA,NA,NA,230717012042,"proximity","230717","012042",2017-07-23 01:20:42,2494
"2495",166,1,172.72,320.04,96.52,NA,NA,NA,NA,NA,NA,230717012042,"proximity","230717","012042",2017-07-23 01:20:42,2495
"2496",170,1,157.48,535.94,116.84,783,18.5,1342,21.1,1100,309,230717012042,"proximity","230717","012042",2017-07-23 01:20:42,2496
"2497",984,1552,134.62,640.08,322.58,NA,NA,NA,NA,NA,NA,230717012043,"proximity","230717","012043",2017-07-23 01:20:43,2497
"2498",373,1,360.68,640.08,322.58,NA,NA,NA,NA,NA,NA,230717012043,"proximity","230717","012043",2017-07-23 01:20:43,2498
"2499",347,1,396.24,640.08,322.58,NA,NA,NA,NA,NA,NA,230717012043,"proximity","230717","012043",2017-07-23 01:20:43,2499
"2500",336,1,322.58,640.08,322.58,780,18.5,623,21,673,916,230717012044,"proximity","230717","012044",2017-07-23 01:20:44,2500
"2501",1,1,299.72,640.08,170.18,NA,NA,NA,NA,NA,NA,230717012044,"proximity","230717","012044",2017-07-23 01:20:44,2501
"2502",1002,1,271.78,640.08,195.58,NA,NA,NA,NA,NA,NA,230717012044,"proximity","230717","012044",2017-07-23 01:20:44,2502
"2503",1116,1,320.04,640.08,215.9,NA,NA,NA,NA,NA,NA,230717012044,"proximity","230717","012044",2017-07-23 01:20:44,2503
"2504",735,1162,320.04,640.08,241.3,780,18.6,881,20.9,833,717,230717012045,"proximity","230717","012045",2017-07-23 01:20:45,2504
"2505",289,1107,200.66,640.08,264.16,NA,NA,NA,NA,NA,NA,230717012045,"proximity","230717","012045",2017-07-23 01:20:45,2505
"2506",211,1206,172.72,640.08,322.58,NA,NA,NA,NA,NA,NA,230717012045,"proximity","230717","012045",2017-07-23 01:20:45,2506
"2507",916,1,165.1,640.08,307.34,NA,NA,NA,NA,NA,NA,230717012046,"proximity","230717","012046",2017-07-23 01:20:46,2507
"2508",769,1879,322.58,640.08,322.58,785,18.6,958,20.9,880,519,230717012046,"proximity","230717","012046",2017-07-23 01:20:46,2508
"2509",767,1837,322.58,640.08,322.58,NA,NA,NA,NA,NA,NA,230717012046,"proximity","230717","012046",2017-07-23 01:20:46,2509
"2510",945,1,327.66,640.08,347.98,NA,NA,NA,NA,NA,NA,230717012046,"proximity","230717","012046",2017-07-23 01:20:46,2510
"2511",854,1,332.74,640.08,365.76,NA,NA,NA,NA,NA,NA,230717012047,"proximity","230717","012047",2017-07-23 01:20:47,2511
"2512",970,1,325.12,640.08,373.38,781,18.6,920,20.9,860,728,230717012047,"proximity","230717","012047",2017-07-23 01:20:47,2512
"2513",1,1362,358.14,640.08,381,NA,NA,NA,NA,NA,NA,230717012048,"proximity","230717","012048",2017-07-23 01:20:48,2513
"2514",1109,1,640.08,640.08,393.7,NA,NA,NA,NA,NA,NA,230717012048,"proximity","230717","012048",2017-07-23 01:20:48,2514
"2515",648,1,640.08,640.08,642.62,NA,NA,NA,NA,NA,NA,230717012048,"proximity","230717","012048",2017-07-23 01:20:48,2515
"2516",686,1,640.08,640.08,436.88,784,18.6,1322,20.9,1083,324,230717012048,"proximity","230717","012048",2017-07-23 01:20:48,2516
"2517",1134,1,294.64,640.08,447.04,NA,NA,NA,NA,NA,NA,230717012049,"proximity","230717","012049",2017-07-23 01:20:49,2517
"2518",1081,1,327.66,640.08,640.08,NA,NA,NA,NA,NA,NA,230717012049,"proximity","230717","012049",2017-07-23 01:20:49,2518
"2519",954,1548,327.66,640.08,492.76,NA,NA,NA,NA,NA,NA,230717012049,"proximity","230717","012049",2017-07-23 01:20:49,2519
"2520",1122,1,325.12,640.08,640.08,783,18.6,689,20.9,738,879,230717012050,"proximity","230717","012050",2017-07-23 01:20:50,2520
"2521",1299,1411,325.12,640.08,535.94,NA,NA,NA,NA,NA,NA,230717012050,"proximity","230717","012050",2017-07-23 01:20:50,2521
"2522",1,1430,325.12,640.08,640.08,NA,NA,NA,NA,NA,NA,230717012050,"proximity","230717","012050",2017-07-23 01:20:50,2522
