"","LidarLeft","LidarRight","USLeft","USRear","USRight","CO","P25","O3","P10","NO","SO","timestamp","sensor","DateN","TimeN","Time","sequenceTime"
"917",188,1107,149.86,642.62,322.58,NA,NA,NA,NA,NA,NA,230717011246,"proximity","230717","011246",2017-07-23 01:12:46,917
"918",189,1,149.86,640.08,320.04,NA,NA,NA,NA,NA,NA,230717011247,"proximity","230717","011247",2017-07-23 01:12:47,918
"919",188,1,165.1,640.08,312.42,NA,NA,NA,NA,NA,NA,230717011247,"proximity","230717","011247",2017-07-23 01:12:47,919
"920",190,1,165.1,640.08,317.5,787,18,790,21.2,784,785,230717011247,"proximity","230717","011247",2017-07-23 01:12:47,920
"921",1378,1,152.4,640.08,320.04,NA,NA,NA,NA,NA,NA,230717011248,"proximity","230717","011248",2017-07-23 01:12:48,921
"922",1362,1,149.86,642.62,330.2,NA,NA,NA,NA,NA,NA,230717011248,"proximity","230717","011248",2017-07-23 01:12:48,922
"923",1319,1,144.78,640.08,335.28,NA,NA,NA,NA,NA,NA,230717011248,"proximity","230717","011248",2017-07-23 01:12:48,923
"924",1336,1,144.78,640.08,345.44,792,18,1028,21,910,474,230717011249,"proximity","230717","011249",2017-07-23 01:12:49,924
"925",1318,1571,142.24,640.08,347.98,NA,NA,NA,NA,NA,NA,230717011249,"proximity","230717","011249",2017-07-23 01:12:49,925
"926",1312,1,320.04,640.08,347.98,NA,NA,NA,NA,NA,NA,230717011249,"proximity","230717","011249",2017-07-23 01:12:49,926
"927",1,1,320.04,640.08,350.52,NA,NA,NA,NA,NA,NA,230717011249,"proximity","230717","011249",2017-07-23 01:12:49,927
"928",1331,1,320.04,640.08,358.14,788,18.1,945,21,884,693,230717011250,"proximity","230717","011250",2017-07-23 01:12:50,928
"929",1300,1,320.04,640.08,322.58,NA,NA,NA,NA,NA,NA,230717011250,"proximity","230717","011250",2017-07-23 01:12:50,929
"930",1307,1,320.04,640.08,241.3,NA,NA,NA,NA,NA,NA,230717011250,"proximity","230717","011250",2017-07-23 01:12:50,930
"931",1299,194,320.04,640.08,205.74,NA,NA,NA,NA,NA,NA,230717011251,"proximity","230717","011251",2017-07-23 01:12:51,931
"932",1304,1,320.04,640.08,322.58,790,18.1,1364,21.1,1083,260,230717011251,"proximity","230717","011251",2017-07-23 01:12:51,932
"933",1332,1,320.04,640.08,271.78,NA,NA,NA,NA,NA,NA,230717011251,"proximity","230717","011251",2017-07-23 01:12:51,933
"934",1310,1,320.04,640.08,139.7,NA,NA,NA,NA,NA,NA,230717011251,"proximity","230717","011251",2017-07-23 01:12:51,934
"935",1300,6432,320.04,640.08,322.58,NA,NA,NA,NA,NA,NA,230717011252,"proximity","230717","011252",2017-07-23 01:12:52,935
"936",1298,717,320.04,642.62,254,785,18.1,573,20.9,661,999,230717011252,"proximity","230717","011252",2017-07-23 01:12:52,936
"937",1303,1,320.04,640.08,246.38,NA,NA,NA,NA,NA,NA,230717011252,"proximity","230717","011252",2017-07-23 01:12:52,937
"938",1,1,147.32,640.08,259.08,NA,NA,NA,NA,NA,NA,230717011253,"proximity","230717","011253",2017-07-23 01:12:53,938
"939",1,265,134.62,640.08,241.3,NA,NA,NA,NA,NA,NA,230717011253,"proximity","230717","011253",2017-07-23 01:12:53,939
"940",1312,6421,132.08,640.08,162.56,786,18.1,859,20.7,815,744,230717011253,"proximity","230717","011253",2017-07-23 01:12:53,940
"941",1316,1,134.62,640.08,322.58,NA,NA,NA,NA,NA,NA,230717011254,"proximity","230717","011254",2017-07-23 01:12:54,941
"942",1317,1,132.08,640.08,322.58,NA,NA,NA,NA,NA,NA,230717011254,"proximity","230717","011254",2017-07-23 01:12:54,942
"943",1321,174,142.24,640.08,152.4,NA,NA,NA,NA,NA,NA,230717011254,"proximity","230717","011254",2017-07-23 01:12:54,943
"944",1319,1422,320.04,640.08,190.5,789,18.1,985,20.5,891,493,230717011255,"proximity","230717","011255",2017-07-23 01:12:55,944
"945",1328,1455,320.04,640.08,299.72,NA,NA,NA,NA,NA,NA,230717011255,"proximity","230717","011255",2017-07-23 01:12:55,945
"946",1337,291,320.04,642.62,144.78,NA,NA,NA,NA,NA,NA,230717011255,"proximity","230717","011255",2017-07-23 01:12:55,946
"947",132,685,320.04,642.62,152.4,NA,NA,NA,NA,NA,NA,230717011255,"proximity","230717","011255",2017-07-23 01:12:55,947
"948",1393,525,111.76,640.08,322.58,784,18.1,838,20.5,807,813,230717011256,"proximity","230717","011256",2017-07-23 01:12:56,948
"949",220,423,114.3,642.62,322.58,NA,NA,NA,NA,NA,NA,230717011256,"proximity","230717","011256",2017-07-23 01:12:56,949
"950",1961,473,142.24,640.08,322.58,NA,NA,NA,NA,NA,NA,230717011256,"proximity","230717","011256",2017-07-23 01:12:56,950
"951",1,641,203.2,640.08,322.58,NA,NA,NA,NA,NA,NA,230717011256,"proximity","230717","011256",2017-07-23 01:12:56,951
"952",3957,1026,320.04,276.86,154.94,787,18.2,958,20.4,886,641,230717011257,"proximity","230717","011257",2017-07-23 01:12:57,952
"953",1,1,320.04,320.04,134.62,NA,NA,NA,NA,NA,NA,230717011257,"proximity","230717","011257",2017-07-23 01:12:57,953
"954",1,1489,320.04,320.04,162.56,NA,NA,NA,NA,NA,NA,230717011257,"proximity","230717","011257",2017-07-23 01:12:57,954
"955",1,1251,320.04,320.04,322.58,NA,NA,NA,NA,NA,NA,230717011258,"proximity","230717","011258",2017-07-23 01:12:58,955
"956",1,854,320.04,320.04,322.58,784,18.2,506,20.5,609,1027,230717011258,"proximity","230717","011258",2017-07-23 01:12:58,956
"957",1,885,104.14,289.56,325.12,NA,NA,NA,NA,NA,NA,230717011258,"proximity","230717","011258",2017-07-23 01:12:58,957
"958",2281,1127,320.04,640.08,322.58,NA,NA,NA,NA,NA,NA,230717011259,"proximity","230717","011259",2017-07-23 01:12:59,958
"959",1,1,320.04,264.16,322.58,NA,NA,NA,NA,NA,NA,230717011259,"proximity","230717","011259",2017-07-23 01:12:59,959
"960",2384,1,320.04,327.66,322.58,786,18.3,818,20.6,790,747,230717011259,"proximity","230717","011259",2017-07-23 01:12:59,960
"961",1,1,320.04,320.04,322.58,NA,NA,NA,NA,NA,NA,230717011259,"proximity","230717","011259",2017-07-23 01:12:59,961
"962",2077,1,320.04,640.08,109.22,NA,NA,NA,NA,NA,NA,230717011300,"proximity","230717","011300",2017-07-23 01:13:00,962
"963",2062,1,320.04,640.08,111.76,NA,NA,NA,NA,NA,NA,230717011300,"proximity","230717","011300",2017-07-23 01:13:00,963
"964",1938,1,320.04,640.08,228.6,789,18.4,1099,20.7,945,390,230717011300,"proximity","230717","011300",2017-07-23 01:13:00,964
"965",1,252,320.04,642.62,241.3,NA,NA,NA,NA,NA,NA,230717011301,"proximity","230717","011301",2017-07-23 01:13:01,965
"966",1,257,320.04,642.62,167.64,NA,NA,NA,NA,NA,NA,230717011301,"proximity","230717","011301",2017-07-23 01:13:01,966
"967",1939,257,292.1,525.78,162.56,NA,NA,NA,NA,NA,NA,230717011301,"proximity","230717","011301",2017-07-23 01:13:01,967
"968",1,262,320.04,642.62,116.84,788,18.4,789,20.7,807,873,230717011301,"proximity","230717","011301",2017-07-23 01:13:01,968
"969",2594,259,320.04,642.62,246.38,NA,NA,NA,NA,NA,NA,230717011302,"proximity","230717","011302",2017-07-23 01:13:02,969
"970",2582,255,320.04,642.62,241.3,NA,NA,NA,NA,NA,NA,230717011302,"proximity","230717","011302",2017-07-23 01:13:02,970
"971",1,256,320.04,640.08,238.76,NA,NA,NA,NA,NA,NA,230717011302,"proximity","230717","011302",2017-07-23 01:13:02,971
"972",2650,1,320.04,640.08,233.68,788,18.5,928,20.8,829,649,230717011303,"proximity","230717","011303",2017-07-23 01:13:03,972
"973",2574,1,320.04,640.08,236.22,NA,NA,NA,NA,NA,NA,230717011303,"proximity","230717","011303",2017-07-23 01:13:03,973
"974",1,3702,320.04,640.08,322.58,NA,NA,NA,NA,NA,NA,230717011303,"proximity","230717","011303",2017-07-23 01:13:03,974
"975",1,3691,289.56,640.08,322.58,NA,NA,NA,NA,NA,NA,230717011304,"proximity","230717","011304",2017-07-23 01:13:04,975
"976",1982,1,284.48,640.08,322.58,790,18.5,492,20.8,577,931,230717011304,"proximity","230717","011304",2017-07-23 01:13:04,976
"977",1894,1,320.04,640.08,322.58,NA,NA,NA,NA,NA,NA,230717011304,"proximity","230717","011304",2017-07-23 01:13:04,977
"978",1979,1,320.04,640.08,322.58,NA,NA,NA,NA,NA,NA,230717011304,"proximity","230717","011304",2017-07-23 01:13:04,978
"979",1956,3436,320.04,640.08,104.14,NA,NA,NA,NA,NA,NA,230717011305,"proximity","230717","011305",2017-07-23 01:13:05,979
"980",1980,3453,320.04,640.08,322.58,788,18.5,914,20.7,866,709,230717011305,"proximity","230717","011305",2017-07-23 01:13:05,980
"981",2580,3449,320.04,640.08,109.22,NA,NA,NA,NA,NA,NA,230717011305,"proximity","230717","011305",2017-07-23 01:13:05,981
"982",2562,3440,320.04,640.08,322.58,NA,NA,NA,NA,NA,NA,230717011306,"proximity","230717","011306",2017-07-23 01:13:06,982
"983",2493,1,317.5,640.08,645.16,NA,NA,NA,NA,NA,NA,230717011306,"proximity","230717","011306",2017-07-23 01:13:06,983
"984",1,3458,320.04,640.08,642.62,791,18.5,1102,20.7,947,404,230717011306,"proximity","230717","011306",2017-07-23 01:13:06,984
"985",2534,1,457.2,640.08,640.08,NA,NA,NA,NA,NA,NA,230717011307,"proximity","230717","011307",2017-07-23 01:13:07,985
"986",2137,3439,640.08,640.08,322.58,NA,NA,NA,NA,NA,NA,230717011307,"proximity","230717","011307",2017-07-23 01:13:07,986
"987",1,1,640.08,640.08,322.58,NA,NA,NA,NA,NA,NA,230717011307,"proximity","230717","011307",2017-07-23 01:13:07,987
"988",1950,3429,640.08,640.08,322.58,786,18.5,866,20.7,834,781,230717011308,"proximity","230717","011308",2017-07-23 01:13:08,988
"989",2498,3457,640.08,640.08,322.58,NA,NA,NA,NA,NA,NA,230717011308,"proximity","230717","011308",2017-07-23 01:13:08,989
"990",2474,3420,640.08,640.08,322.58,NA,NA,NA,NA,NA,NA,230717011308,"proximity","230717","011308",2017-07-23 01:13:08,990
"991",2487,3380,640.08,640.08,104.14,NA,NA,NA,NA,NA,NA,230717011308,"proximity","230717","011308",2017-07-23 01:13:08,991
"992",2519,3411,640.08,640.08,322.58,786,18.5,1055,20.6,1014,635,230717011309,"proximity","230717","011309",2017-07-23 01:13:09,992
"993",1,1977,642.62,640.08,322.58,NA,NA,NA,NA,NA,NA,230717011309,"proximity","230717","011309",2017-07-23 01:13:09,993
"994",1,1919,640.08,640.08,104.14,NA,NA,NA,NA,NA,NA,230717011309,"proximity","230717","011309",2017-07-23 01:13:09,994
"995",1,1902,640.08,640.08,175.26,NA,NA,NA,NA,NA,NA,230717011310,"proximity","230717","011310",2017-07-23 01:13:10,995
"996",1,1910,162.56,640.08,322.58,784,18.6,542,20.7,655,960,230717011310,"proximity","230717","011310",2017-07-23 01:13:10,996
"997",1,3415,147.32,640.08,322.58,NA,NA,NA,NA,NA,NA,230717011310,"proximity","230717","011310",2017-07-23 01:13:10,997
"998",1,1,320.04,640.08,322.58,NA,NA,NA,NA,NA,NA,230717011311,"proximity","230717","011311",2017-07-23 01:13:11,998
"999",1,1,320.04,640.08,322.58,NA,NA,NA,NA,NA,NA,230717011311,"proximity","230717","011311",2017-07-23 01:13:11,999
"1000",1,1,320.04,640.08,322.58,785,18.7,915,20.9,851,681,230717011311,"proximity","230717","011311",2017-07-23 01:13:11,1000
"1001",6394,3335,320.04,640.08,322.58,NA,NA,NA,NA,NA,NA,230717011312,"proximity","230717","011312",2017-07-23 01:13:12,1001
"1002",1,2018,320.04,640.08,322.58,NA,NA,NA,NA,NA,NA,230717011312,"proximity","230717","011312",2017-07-23 01:13:12,1002
"1003",1,1675,320.04,640.08,322.58,NA,NA,NA,NA,NA,NA,230717011312,"proximity","230717","011312",2017-07-23 01:13:12,1003
"1004",1,1469,320.04,640.08,322.58,786,18.9,900,21.1,822,692,230717011312,"proximity","230717","011312",2017-07-23 01:13:12,1004
"1005",6579,1,320.04,640.08,322.58,NA,NA,NA,NA,NA,NA,230717011315,"proximity","230717","011315",2017-07-23 01:13:15,1005
"1006",1,1344,320.04,640.08,391.16,NA,NA,NA,NA,NA,NA,230717011315,"proximity","230717","011315",2017-07-23 01:13:15,1006
"1007",1,419,320.04,642.62,121.92,NA,NA,NA,NA,NA,NA,230717011315,"proximity","230717","011315",2017-07-23 01:13:15,1007
"1008",1,1315,320.04,640.08,124.46,790,18.9,1051,21.1,956,459,230717011316,"proximity","230717","011316",2017-07-23 01:13:16,1008
"1009",1,2560,320.04,640.08,322.58,NA,NA,NA,NA,NA,NA,230717011316,"proximity","230717","011316",2017-07-23 01:13:16,1009
"1010",1,2568,320.04,640.08,322.58,NA,NA,NA,NA,NA,NA,230717011316,"proximity","230717","011316",2017-07-23 01:13:16,1010
"1011",1,1,320.04,640.08,322.58,NA,NA,NA,NA,NA,NA,230717011316,"proximity","230717","011316",2017-07-23 01:13:16,1011
"1012",1,1,320.04,640.08,322.58,785,81.2,559,117.4,680,929,230717011317,"proximity","230717","011317",2017-07-23 01:13:17,1012
"1013",1,1,320.04,251.46,322.58,NA,NA,NA,NA,NA,NA,230717011317,"proximity","230717","011317",2017-07-23 01:13:17,1013
"1014",6560,1,320.04,320.04,322.58,NA,NA,NA,NA,NA,NA,230717011317,"proximity","230717","011317",2017-07-23 01:13:17,1014
"1015",1,1,320.04,388.62,322.58,NA,NA,NA,NA,NA,NA,230717011318,"proximity","230717","011318",2017-07-23 01:13:18,1015
"1016",1,1,320.04,457.2,322.58,788,112.1,890,173.2,863,694,230717011318,"proximity","230717","011318",2017-07-23 01:13:18,1016
"1017",6586,1,320.04,640.08,322.58,NA,NA,NA,NA,NA,NA,230717011318,"proximity","230717","011318",2017-07-23 01:13:18,1017
"1018",6576,1,317.5,640.08,322.58,NA,NA,NA,NA,NA,NA,230717011319,"proximity","230717","011319",2017-07-23 01:13:19,1018
"1019",6576,1,317.5,640.08,322.58,NA,NA,NA,NA,NA,NA,230717011319,"proximity","230717","011319",2017-07-23 01:13:19,1019
"1020",1,1,317.5,640.08,322.58,789,138.3,1057,220.5,962,584,230717011319,"proximity","230717","011319",2017-07-23 01:13:19,1020
"1021",1,1,317.5,640.08,322.58,NA,NA,NA,NA,NA,NA,230717011319,"proximity","230717","011319",2017-07-23 01:13:19,1021
"1022",1,1,317.5,640.08,322.58,NA,NA,NA,NA,NA,NA,230717011320,"proximity","230717","011320",2017-07-23 01:13:20,1022
"1023",1,1,317.5,640.08,322.58,NA,NA,NA,NA,NA,NA,230717011320,"proximity","230717","011320",2017-07-23 01:13:20,1023
"1024",1713,1,317.5,640.08,322.58,789,153.4,920,249.2,858,646,230717011320,"proximity","230717","011320",2017-07-23 01:13:20,1024
"1025",1,1,317.5,640.08,322.58,NA,NA,NA,NA,NA,NA,230717011321,"proximity","230717","011321",2017-07-23 01:13:21,1025
"1026",1974,1,317.5,640.08,322.58,NA,NA,NA,NA,NA,NA,230717011321,"proximity","230717","011321",2017-07-23 01:13:21,1026
"1027",1087,1,317.5,640.08,322.58,NA,NA,NA,NA,NA,NA,230717011321,"proximity","230717","011321",2017-07-23 01:13:21,1027
"1028",1,1,317.5,640.08,322.58,789,161.6,1023,264.5,942,576,230717011321,"proximity","230717","011321",2017-07-23 01:13:21,1028
"1029",1177,565,314.96,640.08,279.4,NA,NA,NA,NA,NA,NA,230717011322,"proximity","230717","011322",2017-07-23 01:13:22,1029
"1030",1186,1922,320.04,642.62,322.58,NA,NA,NA,NA,NA,NA,230717011322,"proximity","230717","011322",2017-07-23 01:13:22,1030
"1031",1175,1,320.04,640.08,322.58,NA,NA,NA,NA,NA,NA,230717011323,"proximity","230717","011323",2017-07-23 01:13:23,1031
"1032",1182,1,320.04,640.08,322.58,784,156.3,602,256.3,596,863,230717011323,"proximity","230717","011323",2017-07-23 01:13:23,1032
"1033",1185,868,320.04,640.08,322.58,NA,NA,NA,NA,NA,NA,230717011323,"proximity","230717","011323",2017-07-23 01:13:23,1033
"1034",1184,917,320.04,642.62,170.18,NA,NA,NA,NA,NA,NA,230717011323,"proximity","230717","011323",2017-07-23 01:13:23,1034
"1035",1188,740,320.04,241.3,177.8,NA,NA,NA,NA,NA,NA,230717011324,"proximity","230717","011324",2017-07-23 01:13:24,1035
"1036",1178,856,320.04,320.04,322.58,785,169.7,933,278.9,852,693,230717011324,"proximity","230717","011324",2017-07-23 01:13:24,1036
"1037",1174,937,320.04,226.06,264.16,NA,NA,NA,NA,NA,NA,230717011324,"proximity","230717","011324",2017-07-23 01:13:24,1037
"1038",1190,817,320.04,223.52,175.26,NA,NA,NA,NA,NA,NA,230717011325,"proximity","230717","011325",2017-07-23 01:13:25,1038
"1039",1200,931,320.04,203.2,322.58,NA,NA,NA,NA,NA,NA,230717011325,"proximity","230717","011325",2017-07-23 01:13:25,1039
"1040",1188,817,320.04,223.52,322.58,784,170.1,928,279.9,863,692,230717011325,"proximity","230717","011325",2017-07-23 01:13:25,1040
"1041",1194,872,320.04,233.68,322.58,NA,NA,NA,NA,NA,NA,230717011326,"proximity","230717","011326",2017-07-23 01:13:26,1041
"1042",1189,709,320.04,320.04,177.8,NA,NA,NA,NA,NA,NA,230717011326,"proximity","230717","011326",2017-07-23 01:13:26,1042
"1043",1194,702,320.04,320.04,149.86,NA,NA,NA,NA,NA,NA,230717011326,"proximity","230717","011326",2017-07-23 01:13:26,1043
"1044",2083,170,320.04,236.22,322.58,786,170.5,917,280.7,848,646,230717011326,"proximity","230717","011326",2017-07-23 01:13:26,1044
"1045",2081,721,320.04,246.38,160.02,NA,NA,NA,NA,NA,NA,230717011327,"proximity","230717","011327",2017-07-23 01:13:27,1045
"1046",2081,723,320.04,251.46,322.58,NA,NA,NA,NA,NA,NA,230717011327,"proximity","230717","011327",2017-07-23 01:13:27,1046
"1047",2075,729,320.04,254,322.58,NA,NA,NA,NA,NA,NA,230717011327,"proximity","230717","011327",2017-07-23 01:13:27,1047
"1048",2000,691,320.04,261.62,162.56,784,136.7,894,229.8,826,662,230717011328,"proximity","230717","011328",2017-07-23 01:13:28,1048
"1049",1400,683,320.04,320.04,175.26,NA,NA,NA,NA,NA,NA,230717011328,"proximity","230717","011328",2017-07-23 01:13:28,1049
"1050",1723,687,320.04,274.32,322.58,NA,NA,NA,NA,NA,NA,230717011328,"proximity","230717","011328",2017-07-23 01:13:28,1050
"1051",1740,159,320.04,279.4,322.58,NA,NA,NA,NA,NA,NA,230717011328,"proximity","230717","011328",2017-07-23 01:13:28,1051
"1052",1747,679,320.04,485.14,147.32,784,105.5,936,179.5,873,641,230717011329,"proximity","230717","011329",2017-07-23 01:13:29,1052
"1053",2081,666,320.04,640.08,322.58,NA,NA,NA,NA,NA,NA,230717011329,"proximity","230717","011329",2017-07-23 01:13:29,1053
"1054",1,682,320.04,642.62,322.58,NA,NA,NA,NA,NA,NA,230717011329,"proximity","230717","011329",2017-07-23 01:13:29,1054
"1055",2079,702,320.04,640.08,322.58,NA,NA,NA,NA,NA,NA,230717011330,"proximity","230717","011330",2017-07-23 01:13:30,1055
"1056",2081,681,320.04,640.08,322.58,784,54.3,946,86.6,891,668,230717011330,"proximity","230717","011330",2017-07-23 01:13:30,1056
