,USRight,USLeft,USRear,LidarRight,LidarLeft,SO,NO,P10,P25,O3,CO,timestamp,sensor,DateN,TimeN,sequenceTime
1,375.92,43.18,335.28,1295,431,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214508,1
2,373.38,322.58,307.34,1297,421,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214508,2
3,373.38,213.36,299.72,1300,422,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214508,3
4,373.38,63.5,287.02,1292,421,4095,4095,12.6,11.1,4095,4095,1.90717E+11,proximity,190717,214509,4
5,375.92,434.34,287.02,1298,418,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214509,5
6,375.92,317.5,274.32,1297,416,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214509,6
7,607.06,170.18,266.7,1292,420,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214509,7
8,386.08,27.94,261.62,1292,419,4095,4095,12.6,11.1,4095,4095,1.90717E+11,proximity,190717,214510,8
9,375.92,195.58,248.92,1302,422,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214510,9
10,373.38,281.94,238.76,1301,423,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214510,10
11,375.92,139.7,228.6,1297,418,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214510,11
12,373.38,276.86,215.9,1300,419,4095,4095,12.6,11.1,4095,4095,1.90717E+11,proximity,190717,214511,12
13,373.38,434.34,203.2,1287,417,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214511,13
14,370.84,180.34,198.12,1298,419,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214511,14
15,381,274.32,218.44,1308,412,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214511,15
16,375.92,434.34,180.34,1308,413,4095,4095,12.5,11,4095,4095,1.90717E+11,proximity,190717,214512,16
17,431.8,434.34,172.72,1292,412,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214512,17
18,375.92,86.36,165.1,1301,413,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214512,18
19,373.38,383.54,157.48,1300,415,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214512,19
20,375.92,434.34,312.42,1301,416,4095,4095,12.4,10.9,4095,4095,1.90717E+11,proximity,190717,214513,20
21,375.92,408.94,447.04,1307,415,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214513,21
22,378.46,109.22,561.34,1305,415,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214513,22
23,375.92,434.34,441.96,1290,417,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214513,23
24,373.38,434.34,553.72,1306,416,4095,4095,12.3,10.8,4095,4095,1.90717E+11,proximity,190717,214514,24
25,373.38,347.98,556.26,1304,416,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214514,25
26,375.92,375.92,551.18,1310,420,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214514,26
27,375.92,383.54,363.22,1303,416,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214515,27
28,373.38,424.18,538.48,1306,413,4095,4095,12.5,10.8,4095,4095,1.90717E+11,proximity,190717,214515,28
29,373.38,162.56,518.16,1292,412,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214515,29
30,373.38,58.42,439.42,1301,414,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214515,30
31,373.38,434.34,370.84,1303,413,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214516,31
32,375.92,381,337.82,1293,413,4095,4095,12.6,10.7,4095,4095,1.90717E+11,proximity,190717,214516,32
33,375.92,238.76,434.34,1290,414,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214516,33
34,373.38,137.16,553.72,1296,413,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214516,34
35,375.92,378.46,304.8,1302,411,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214517,35
36,375.92,434.34,543.56,1292,411,4095,4095,12.6,10.7,4095,4095,1.90717E+11,proximity,190717,214517,36
37,373.38,226.06,472.44,1297,411,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214517,37
38,373.38,121.92,556.26,1291,410,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214518,38
39,132.08,269.24,360.68,1308,407,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214518,39
40,139.7,381,546.1,1307,413,4095,4095,12.6,10.8,4095,4095,1.90717E+11,proximity,190717,214518,40
41,152.4,266.7,553.72,1304,405,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214518,41
42,172.72,434.34,360.68,1305,408,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214519,42
43,167.64,373.38,541.02,1308,411,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214519,43
44,177.8,226.06,556.26,1297,413,4095,4095,12.6,10.8,4095,4095,1.90717E+11,proximity,190717,214519,44
45,177.8,73.66,551.18,1306,413,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214519,45
46,193.04,378.46,342.9,1308,414,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214520,46
47,200.66,381,558.8,1297,417,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214520,47
48,208.28,246.38,548.64,1291,411,4095,4095,12.6,10.8,4095,4095,1.90717E+11,proximity,190717,214520,48
49,220.98,162.56,436.88,1297,400,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214520,49
50,228.6,431.8,332.74,1301,400,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214521,50
51,238.76,274.32,553.72,1299,409,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214521,51
52,246.38,205.74,558.8,1307,404,4095,4095,12.6,10.8,4095,4095,1.90717E+11,proximity,190717,214521,52
53,246.38,58.42,561.34,1305,405,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214522,53
54,264.16,381,340.36,1294,418,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214522,54
55,276.86,325.12,551.18,1304,420,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214522,55
56,284.48,287.02,546.1,1310,418,4095,4095,12.5,10.8,4095,4095,1.90717E+11,proximity,190717,214523,56
57,287.02,142.24,228.6,1310,415,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214523,57
58,302.26,38.1,447.04,1300,410,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214523,58
59,314.96,337.82,281.94,1298,416,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214524,59
60,322.58,337.82,538.48,1299,406,4095,4095,12.5,10.8,4095,4095,1.90717E+11,proximity,190717,214524,60
61,325.12,203.2,492.76,1309,402,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214524,61
62,342.9,99.06,548.64,1297,408,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214524,62
63,353.06,238.76,322.58,1304,407,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214525,63
64,368.3,388.62,538.48,1300,411,4095,4095,12.3,10.8,4095,4095,1.90717E+11,proximity,190717,214525,64
65,370.84,228.6,477.52,1300,416,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214525,65
66,378.46,104.14,508,451,404,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214525,66
67,375.92,353.06,312.42,448,403,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214526,67
68,375.92,185.42,497.84,463,404,4095,4095,12.3,10.7,4095,4095,1.90717E+11,proximity,190717,214526,68
69,375.92,345.44,332.74,461,406,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214526,69
70,375.92,274.32,472.44,457,403,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214527,70
71,375.92,210.82,467.36,460,403,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214527,71
72,375.92,320.04,281.94,456,402,4095,4095,12.2,10.6,4095,4095,1.90717E+11,proximity,190717,214527,72
73,375.92,182.88,210.82,449,405,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214528,73
74,378.46,375.92,436.88,447,405,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214528,74
75,375.92,50.8,426.72,449,405,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214528,75
76,375.92,375.92,416.56,446,405,4095,4095,12.2,10.6,4095,4095,1.90717E+11,proximity,190717,214528,76
77,378.46,274.32,416.56,447,410,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214529,77
78,370.84,187.96,408.94,453,417,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214529,78
79,373.38,53.34,393.7,454,416,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214529,79
80,373.38,375.92,383.54,456,419,4095,4095,12.3,10.6,4095,4095,1.90717E+11,proximity,190717,214529,80
81,373.38,279.4,378.46,456,415,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214530,81
82,375.92,378.46,365.76,450,408,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214530,82
83,375.92,203.2,355.6,456,408,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214530,83
84,375.92,83.82,355.6,458,411,4095,4095,12.3,10.5,4095,4095,1.90717E+11,proximity,190717,214531,84
85,378.46,355.6,345.44,461,409,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214531,85
86,375.92,185.42,307.34,458,409,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214531,86
87,373.38,355.6,317.5,450,412,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214532,87
88,375.92,228.6,307.34,456,409,4095,4095,12.3,10.5,4095,4095,1.90717E+11,proximity,190717,214532,88
89,375.92,101.6,304.8,452,413,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214532,89
90,373.38,35.56,198.12,450,409,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214532,90
91,370.84,375.92,276.86,451,414,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214533,91
92,375.92,378.46,266.7,453,411,4095,4095,12.2,10.4,4095,4095,1.90717E+11,proximity,190717,214533,92
93,370.84,266.7,266.7,451,414,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214533,93
94,370.84,203.2,246.38,450,414,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214534,94
95,375.92,218.44,203.2,455,411,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214534,95
96,375.92,378.46,228.6,454,411,4095,4095,12.1,10.3,4095,4095,1.90717E+11,proximity,190717,214534,96
97,373.38,378.46,220.98,455,410,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214534,97
98,375.92,368.3,208.28,454,412,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214535,98
99,375.92,147.32,193.04,451,411,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214535,99
100,375.92,378.46,187.96,454,408,4095,4095,12.2,10.3,4095,4095,1.90717E+11,proximity,190717,214535,100
101,375.92,378.46,175.26,453,409,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214535,101
102,375.92,185.42,167.64,452,410,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214536,102
103,375.92,177.8,160.02,453,414,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214536,103
104,373.38,38.1,154.94,451,416,4095,4095,12.2,10.3,4095,4095,1.90717E+11,proximity,190717,214536,104
105,373.38,375.92,152.4,453,414,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214537,105
106,373.38,381,513.08,450,416,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214537,106
107,375.92,337.82,543.56,462,419,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214537,107
108,375.92,200.66,558.8,1305,419,4095,4095,12.3,10.3,4095,4095,1.90717E+11,proximity,190717,214537,108
109,378.46,58.42,558.8,1316,418,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214538,109
110,375.92,386.08,355.6,1310,419,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214538,110
111,373.38,426.72,538.48,1296,420,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214538,111
112,375.92,274.32,556.26,1301,426,4095,4095,12.3,10.4,4095,4095,1.90717E+11,proximity,190717,214539,112
113,373.38,139.7,548.64,1310,423,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214539,113
114,375.92,43.18,457.2,1298,428,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214539,114
115,373.38,378.46,548.64,1305,425,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214539,115
116,370.84,330.2,541.02,1299,431,4095,4095,12.4,10.4,4095,4095,1.90717E+11,proximity,190717,214540,116
117,373.38,119.38,548.64,1294,430,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214540,117
118,378.46,147.32,353.06,1300,436,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214540,118
119,375.92,383.54,546.1,1306,434,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214540,119
120,373.38,325.12,551.18,1297,433,4095,4095,12.5,10.5,4095,4095,1.90717E+11,proximity,190717,214541,120
121,375.92,157.48,314.96,1302,435,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214541,121
122,373.38,381,561.34,1302,437,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214541,122
123,375.92,304.8,579.12,1295,439,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214542,123
124,375.92,154.94,566.42,1301,446,4095,4095,12.4,10.4,4095,4095,1.90717E+11,proximity,190717,214542,124
125,132.08,142.24,370.84,1300,447,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214542,125
126,139.7,383.54,553.72,1298,448,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214542,126
127,365.76,259.08,551.18,1296,447,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214542,127
128,157.48,111.76,556.26,1291,445,4095,4095,12.4,10.4,4095,4095,1.90717E+11,proximity,190717,214543,128
129,165.1,383.54,546.1,1294,445,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214543,129
130,170.18,314.96,548.64,1294,448,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214543,130
131,177.8,172.72,561.34,1301,451,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214544,131
132,185.42,383.54,561.34,1296,445,4095,4095,12.4,10.4,4095,4095,1.90717E+11,proximity,190717,214544,132
133,187.96,383.54,563.88,1296,448,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214544,133
134,200.66,383.54,551.18,1303,449,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214544,134
135,208.28,200.66,566.42,1296,447,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214544,135
136,215.9,48.26,566.42,1296,452,4095,4095,12.5,10.5,4095,4095,1.90717E+11,proximity,190717,214545,136
137,215.9,381,238.76,1296,447,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214545,137
138,233.68,383.54,553.72,1296,449,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214545,138
139,241.3,241.3,558.8,1297,449,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214546,139
140,248.92,81.28,558.8,1296,449,4095,4095,12.6,10.6,4095,4095,1.90717E+11,proximity,190717,214546,140
141,251.46,381,558.8,1304,446,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214546,141
142,266.7,383.54,238.76,1294,449,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214547,142
143,274.32,276.86,452.12,1301,443,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214547,143
144,284.48,142.24,553.72,1298,444,4095,4095,12.6,10.6,4095,4095,1.90717E+11,proximity,190717,214547,144
145,287.02,383.54,553.72,1294,445,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214548,145
146,302.26,259.08,208.28,1290,446,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214548,146
147,309.88,345.44,551.18,1294,449,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214548,147
148,320.04,213.36,561.34,1306,448,4095,4095,12.6,10.5,4095,4095,1.90717E+11,proximity,190717,214548,148
149,322.58,53.34,558.8,1301,449,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214549,149
150,335.28,383.54,355.6,1292,448,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214549,150
151,342.9,218.44,546.1,1301,451,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214549,151
152,355.6,266.7,543.56,1293,448,4095,4095,12.6,10.4,4095,4095,1.90717E+11,proximity,190717,214550,152
153,358.14,106.68,541.02,1294,450,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214550,153
154,370.84,137.16,327.66,1299,451,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214550,154
155,370.84,228.6,513.08,1295,452,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214550,155
156,370.84,302.26,508,1296,453,4095,4095,12.6,10.4,4095,4095,1.90717E+11,proximity,190717,214551,156
157,368.3,154.94,502.92,1296,453,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214551,157
158,370.84,53.34,406.4,1302,452,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214551,158
159,370.84,238.76,342.9,1300,450,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214552,159
160,370.84,365.76,477.52,1305,449,4095,4095,12.6,10.4,4095,4095,1.90717E+11,proximity,190717,214552,160
161,370.84,213.36,464.82,1294,448,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214552,161
162,375.92,106.68,467.36,1300,449,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214552,162
163,375.92,264.16,317.5,1295,447,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214553,163
164,378.46,383.54,441.96,1301,452,4095,4095,12.7,10.5,4095,4095,1.90717E+11,proximity,190717,214553,164
165,375.92,276.86,419.1,1300,447,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214553,165
166,373.38,170.18,431.8,1300,448,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214554,166
167,375.92,223.52,269.24,1310,240,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214554,167
168,373.38,208.28,411.48,1290,442,4095,4095,12.6,10.3,4095,4095,1.90717E+11,proximity,190717,214554,168
169,375.92,182.88,370.84,1299,445,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214554,169
170,373.38,203.2,398.78,1299,445,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214555,170
171,370.84,264.16,254,1302,442,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214555,171
172,373.38,381,373.38,1302,443,4095,4095,12.6,10.3,4095,4095,1.90717E+11,proximity,190717,214555,172
173,373.38,347.98,337.82,1300,448,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214555,173
174,373.38,243.84,297.18,1305,446,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214556,174
175,370.84,287.02,266.7,1303,446,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214556,175
176,373.38,383.54,274.32,1300,447,4095,4095,12.4,10.2,4095,4095,1.90717E+11,proximity,190717,214556,176
177,370.84,383.54,279.4,1298,447,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214557,177
178,370.84,309.88,259.08,1293,455,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214557,178
179,368.3,330.2,312.42,1283,472,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214557,179
180,365.76,182.88,198.12,1281,474,4095,4095,12.2,10.2,4095,4095,1.90717E+11,proximity,190717,214557,180
181,365.76,276.86,203.2,1271,473,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214558,181
182,363.22,391.16,243.84,1275,475,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214558,182
183,363.22,27.94,228.6,1274,475,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214558,183
184,363.22,215.9,236.22,1276,475,4095,4095,12,10.1,4095,4095,1.90717E+11,proximity,190717,214559,184
185,360.68,368.3,200.66,1284,476,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214559,185
186,365.76,447.04,246.38,1277,473,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214559,186
187,363.22,88.9,236.22,1282,475,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214559,187
188,363.22,248.92,228.6,1281,477,4095,4095,12.1,10.1,4095,4095,1.90717E+11,proximity,190717,214600,188
189,365.76,251.46,215.9,1286,472,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214600,189
190,365.76,254,205.74,1288,473,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214600,190
191,375.92,388.62,208.28,1295,452,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214600,191
192,373.38,386.08,193.04,1292,450,4095,4095,12.1,10.1,4095,4095,1.90717E+11,proximity,190717,214601,192
193,370.84,383.54,190.5,1291,452,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214601,193
194,365.76,284.48,175.26,1278,473,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214601,194
195,365.76,388.62,167.64,1279,477,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214602,195
196,363.22,393.7,160.02,1283,474,4095,4095,12.1,10.1,4095,4095,1.90717E+11,proximity,190717,214602,196
197,365.76,391.16,154.94,1283,475,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214602,197
198,370.84,353.06,147.32,1279,477,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214602,198
199,368.3,391.16,134.62,1278,477,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214603,199
200,368.3,218.44,124.46,1277,479,4095,4095,12.2,10.2,4095,4095,1.90717E+11,proximity,190717,214603,200
201,365.76,393.7,129.54,1278,476,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214603,201
202,363.22,332.74,566.42,1270,477,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214604,202
203,363.22,396.24,561.34,1278,479,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214604,203
204,358.14,396.24,340.36,1282,477,4095,4095,12.2,10.2,4095,4095,1.90717E+11,proximity,190717,214604,204
205,360.68,396.24,213.36,1274,479,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214604,205
206,365.76,375.92,571.5,1277,478,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214605,206
207,365.76,452.12,571.5,1275,479,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214605,207
208,363.22,396.24,337.82,1275,478,4095,4095,12.3,10.3,4095,4095,1.90717E+11,proximity,190717,214605,208
209,363.22,396.24,264.16,1281,479,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214606,209
210,368.3,330.2,266.7,1276,479,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214606,210
211,365.76,396.24,650.24,1273,477,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214606,211
212,368.3,396.24,358.14,1268,477,4095,4095,12.4,10.3,4095,4095,1.90717E+11,proximity,190717,214606,212
213,368.3,396.24,241.3,1284,477,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214607,213
214,363.22,350.52,518.16,1277,476,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214607,214
215,368.3,398.78,566.42,1276,478,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214607,215
216,368.3,391.16,307.34,1281,479,4095,4095,12.5,10.4,4095,4095,1.90717E+11,proximity,190717,214608,216
217,365.76,393.7,276.86,1279,479,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214608,217
218,132.08,302.26,556.26,1276,476,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214608,218
219,190.5,393.7,299.72,1277,477,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214608,219
220,160.02,393.7,353.06,1271,477,4095,4095,12.5,10.4,4095,4095,1.90717E+11,proximity,190717,214609,220
221,309.88,396.24,276.86,1265,474,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214609,221
222,167.64,307.34,568.96,1277,477,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214609,222
223,177.8,396.24,264.16,1280,479,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214609,223
224,182.88,396.24,556.26,1276,477,4095,4095,12.6,10.5,4095,4095,1.90717E+11,proximity,190717,214610,224
225,187.96,302.26,447.04,1274,478,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214610,225
226,200.66,203.2,568.96,1270,478,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214610,226
227,208.28,393.7,457.2,1285,478,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214611,227
228,218.44,393.7,360.68,1272,478,4095,4095,12.6,10.5,4095,4095,1.90717E+11,proximity,190717,214611,228
229,223.52,322.58,360.68,1278,475,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214611,229
230,233.68,238.76,505.46,1282,479,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214612,230
231,238.76,396.24,576.58,1287,478,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214612,231
232,248.92,393.7,347.98,1264,476,4095,4095,12.7,10.6,4095,4095,1.90717E+11,proximity,190717,214612,232
233,251.46,332.74,261.62,1276,478,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214612,233
234,269.24,231.14,568.96,1277,479,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214613,234
235,276.86,279.4,528.32,1275,480,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214613,235
236,287.02,393.7,294.64,1273,480,4095,4095,12.7,10.6,4095,4095,1.90717E+11,proximity,190717,214613,236
237,289.56,393.7,210.82,1271,479,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214614,237
238,307.34,304.8,551.18,1269,479,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214614,238
239,312.42,393.7,548.64,1277,481,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214614,239
240,322.58,360.68,330.2,1276,481,4095,4095,12.6,10.6,4095,4095,1.90717E+11,proximity,190717,214614,240
241,327.66,340.36,335.28,1268,480,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214615,241
242,347.98,243.84,515.62,1271,478,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214615,242
243,355.6,449.58,434.34,1274,479,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,214615,243
