,long,course,lat,speed,day,utc_time
513,8423.3329,179.8,3346.2446,6.83,190717,215354
514,8423.3331,181.29,3346.2429,5.48,190717,215355
515,8423.3333,178.69,3346.2417,4.13,190717,215356
516,8423.3331,180.37,3346.2401,5.41,190717,215357
517,8423.3334,190.62,3346.2384,6.78,190717,215358
518,8423.3339,188.42,3346.2368,5.95,190717,215359
519,8423.3345,187.5,3346.2356,3.85,190717,215400
520,8423.3347,186.73,3346.2342,4.87,190717,215401
521,8423.3346,187.86,3346.2323,7.28,190717,215402
522,8423.3351,188.67,3346.2304,7.21,190717,215403
523,8423.3352,186.94,3346.2281,7.22,190717,215404
524,8423.3361,190.33,3346.2266,6.73,190717,215405
525,8423.3363,190.15,3346.2245,7.75,190717,215406
526,8423.3366,190.29,3346.222,9.44,190717,215407
527,8423.3363,203.09,3346.2191,8.55,190717,215408
528,8423.337,202.21,3346.2169,7.53,190717,215409
529,8423.3376,199.38,3346.2154,5.59,190717,215410
530,8423.3368,196.86,3346.2134,4.03,190717,215411
531,8423.3366,194.21,3346.2119,4.05,190717,215412
532,8423.3357,191.86,3346.2102,4.11,190717,215413
533,8423.3349,189.52,3346.2083,4.38,190717,215414
534,8423.3346,164.63,3346.2073,3.13,190717,215415
535,8423.3343,164.63,3346.2064,2.06,190717,215416
536,8423.3343,164.63,3346.2057,1.76,190717,215417
537,8423.3344,164.63,3346.205,1.83,190717,215418
538,8423.3345,164.63,3346.2041,2.75,190717,215419
539,8423.3347,168.21,3346.2032,4.63,190717,215420
540,8423.3343,168.99,3346.2016,5.86,190717,215421
541,8423.3343,170.82,3346.1997,6.41,190717,215422
542,8423.3343,172.57,3346.1977,6.57,190717,215423
543,8423.3345,174.07,3346.1957,6.08,190717,215424
544,8423.3352,174.75,3346.1941,4.28,190717,215425
545,8423.3352,175.56,3346.1923,3.27,190717,215426
546,8423.3349,177.5,3346.1907,4.91,190717,215427
547,8423.3349,185.23,3346.1888,7.48,190717,215428
548,8423.335,190.71,3346.1865,7.48,190717,215429
549,8423.3354,191.22,3346.1845,6.46,190717,215430
550,8423.3353,189.97,3346.1832,5.18,190717,215431
551,8423.335,189.99,3346.1824,3.22,190717,215432
552,8423.3348,189.99,3346.1823,0.09,190717,215433
553,8423.3345,189.99,3346.1824,0.06,190717,215434
554,8423.3344,189.99,3346.1825,0.03,190717,215435
555,8423.3343,190,3346.1823,0.03,190717,215436
556,8423.3344,190,3346.1825,0.03,190717,215437
557,8423.3346,190,3346.1826,0.02,190717,215438
558,8423.3348,190,3346.1829,0.01,190717,215439
