"course","speed","day","left_class","right_class","time","lon","lat","seq","way","video_time","USRight","USLeft","USRear","LidarRight","LidarLeft","CO","SO","O3","NO","P10","P25"
177.56,12.08,220717,"nothing","Wall","7/22/17 11:06",-84.399185,33.78076,683,"come","7/22/17 0:02",640.08,640.08,640.08,409,488.3333333,NA,NA,NA,NA,NA,NA
182.35,12.02,220717,"nothing","Wall","7/22/17 11:06",-84.39919167,33.78070667,684,"come","7/22/17 0:02",641.35,637.54,640.08,394,1,791,713,879,829,42.1,37.6
182.97,13.33,220717,"nothing","Wall","7/22/17 11:06",-84.39920167,33.78064833,685,"come","7/22/17 0:03",641.7733333,637.54,640.08,393.6666667,1,796,776,548,548,42.2,37.7
182.35,14.49,220717,"nothing","Wall","7/22/17 11:06",-84.399205,33.78058,686,"come","7/22/17 0:03",640.715,637.54,640.08,421,1,795,778,823,778,42.3,37.8
181.22,14.91,220717,"nothing","Wall","7/22/17 11:07",-84.39921,33.780515,687,"come","7/22/17 0:03",487.68,268.3933333,640.08,543.6666667,1133.333333,801,394,1107,929,42.4,37.9
179.99,14.47,220717,"nothing","Tree","7/22/17 11:07",-84.39921167,33.78044833,688,"come","7/22/17 0:03",322.58,179.4933333,639.2333333,460.3333333,1131.666667,799,992,668,718,42.3,37.8
178.06,15.15,220717,"nothing","Tree","7/22/17 11:07",-84.39921,33.78038,689,"come","7/22/17 0:03",322.58,320.04,640.08,480.3333333,2437,NA,NA,NA,NA,NA,NA
178.99,15.14,220717,"Tree","Tree","7/22/17 11:07",-84.39920333,33.78031667,690,"come","7/22/17 0:03",356.235,286.385,640.08,477.5,2330,799,688,942,834,42.3,37.7
187.07,15.12,220717,"Tree","Tree","7/22/17 11:07",-84.39920833,33.780245,691,"come","7/22/17 0:03",640.08,351.79,640.08,605.25,1183.5,802,469,1004,880,42.2,37.6
185.96,15.15,220717,"Tree","Tree","7/22/17 11:07",-84.39921667,33.780175,692,"come","7/22/17 0:03",640.08,397.0866667,640.08,742.6666667,1355,803,741,883,818,42.1,37.5
184.95,16.78,220717,"nothing","Tree","7/22/17 11:07",-84.39921333,33.7801,693,"come","7/22/17 0:03",640.08,320.04,640.08,969,1961,803,344,1238,1006,42.1,37.5
183.71,15.9,220717,"Tree","Tree","7/22/17 11:07",-84.39921167,33.78002833,694,"come","7/22/17 0:03",640.08,319.1933333,640.08,672.6666667,1146.666667,801,987,626,666,42,37.5
182.68,17.41,220717,"Tree","Tree","7/22/17 11:07",-84.39920333,33.779945,695,"come","7/22/17 0:03",640.08,300.355,638.175,718.5,1471.25,795,808,824,810,42,37.5
182.14,17.68,220717,"Tree","Tree","7/22/17 11:07",-84.39920167,33.77986167,696,"come","7/22/17 0:03",640.08,406.4,639.445,610.75,1,807,576,908,846,42,37.5
181.11,18.93,220717,"Tree","Tree","7/22/17 11:07",-84.39919333,33.77978,697,"come","7/22/17 0:03",640.08,275.59,640.08,815,1,NA,NA,NA,NA,NA,NA
179.94,18.62,220717,"Tree","Tree","7/22/17 11:07",-84.39919833,33.77969333,698,"come","7/22/17 0:03",640.08,246.38,640.08,919.25,1,792,718,926,845,41.9,37.4
179.13,17.59,220717,"Tree","Tree","7/22/17 11:07",-84.399195,33.77961167,699,"come","7/22/17 0:03",640.08,395.3933333,640.08,803,1,797,358,1210,991,41.9,37.4
178.8,17.07,220717,"Tree","Tree","7/22/17 11:07",-84.39919167,33.779535,700,"come","7/22/17 0:03",640.08,271.78,640.08,544.3333333,1,795,1029,587,668,41.8,37.3
179.78,15.2,220717,"Tree","Tree","7/22/17 11:07",-84.39918833,33.77946333,701,"come","7/22/17 0:03",640.08,257.81,640.08,460.25,1,790,698,888,841,41.5,37.1
181.28,15.23,220717,"Tree","Tree","7/22/17 11:07",-84.39918833,33.77939,702,"come","7/22/17 0:03",640.08,154.94,640.08,535.6666667,1,NA,NA,NA,NA,NA,NA
182.92,13.62,220717,"Tree","Tree","7/22/17 11:07",-84.39918333,33.779325,703,"come","7/22/17 0:03",639.2333333,474.98,639.2333333,518.3333333,1,794,457,1031,924,41.4,37
183.46,13.66,220717,"Tree","Tree","7/22/17 11:07",-84.3992,33.779255,704,"come","7/22/17 0:03",640.08,293.37,640.08,510.25,927.5,790,825,759,760,41.1,36.7
183.7,14,220717,"Tree","Tree","7/22/17 11:07",-84.39921333,33.7792,705,"come","7/22/17 0:03",640.08,386.08,637.54,507.3333333,1246,791,295,1308,1057,41,36.6
184.27,13.69,220717,"Tree","Tree","7/22/17 11:07",-84.39923333,33.77913667,706,"come","7/22/17 0:03",640.08,243.84,640.08,522.5,1,784,1042,540,662,41.1,36.7
184.55,12.53,220717,"Tree","Tree","7/22/17 11:07",-84.39924,33.77907833,707,"come","7/22/17 0:03",486.8333333,276.0133333,639.2333333,425.3333333,1735.666667,787,819,767,781,41.1,36.7
184.5,8.32,220717,"Tree","Tree","7/22/17 11:07",-84.39924667,33.77903833,708,"come","7/22/17 0:03",322.58,328.5066667,640.08,463.6666667,1205,NA,NA,NA,NA,NA,NA
183.26,8.37,220717,"Tree","Tree","7/22/17 11:07",-84.39924833,33.77899833,709,"come","7/22/17 0:03",322.58,640.08,640.08,581,829.5,788,424,1033,916,41.1,36.7
182.65,8.83,220717,"Tree","nothing","7/22/17 11:07",-84.399255,33.77894833,710,"come","7/22/17 0:03",322.58,637.54,638.3866667,241.3333333,999.3333333,788,715,952,881,41,36.6
180.71,10.02,220717,"nothing","nothing","7/22/17 11:07",-84.399255,33.778895,711,"come","7/22/17 0:03",322.58,638.81,639.445,637.5,800.5,799,395,1317,1104,40.7,36.3
180.57,11.04,220717,"nothing","nothing","7/22/17 11:07",-84.399255,33.778845,712,"come","7/22/17 0:03",322.58,637.54,640.08,532.6666667,1062,799,1035,571,631,40.6,36.2
187.35,11.2,220717,"nothing","Tree","7/22/17 11:07",-84.39926333,33.77878167,713,"come","7/22/17 0:03",322.58,428.4133333,639.2333333,512,1,801,838,774,764,40.6,36.2
184.53,10.71,220717,"Tree","Tree","7/22/17 11:07",-84.39926667,33.77872833,714,"come","7/22/17 0:03",322.58,320.04,639.2333333,516.3333333,293,NA,NA,NA,NA,NA,NA
183.9,11.02,220717,"Tree","Tree","7/22/17 11:07",-84.39926667,33.77867667,715,"come","7/22/17 0:03",322.58,320.04,640.08,529.6666667,904,802,473,1057,943,40.5,36.1
183.15,10.3,220717,"nothing","nothing","7/22/17 11:07",-84.39926667,33.77863167,716,"come","7/22/17 0:03",322.58,320.04,640.08,527.5,631,803,759,880,805,40.2,35.8
180.76,11.18,220717,"nothing","nothing","7/22/17 11:07",-84.39927167,33.77858,717,"come","7/22/17 0:03",322.58,320.04,639.2333333,435,849.6666667,805,330,1287,1044,39.9,35.6
180.23,9.8,220717,"nothing","nothing","7/22/17 11:07",-84.39927,33.77853667,718,"come","7/22/17 0:03",322.58,320.04,640.08,531.6666667,1,804,1014,611,688,39.8,35.5
180.03,8.96,220717,"nothing","nothing","7/22/17 11:07",-84.39927667,33.77849333,719,"come","7/22/17 0:03",322.58,320.04,640.08,556.3333333,280,NA,NA,NA,NA,NA,NA
178.56,8.63,220717,"nothing","nothing","7/22/17 11:07",-84.399275,33.778455,720,"come","7/22/17 0:03",286.385,320.04,640.08,516,652.25,800,789,826,802,39.7,35.4
169.91,8.58,220717,"nothing","nothing","7/22/17 11:07",-84.39926833,33.77842167,721,"come","7/22/17 0:03",322.58,320.04,640.08,535.5,702.25,804,395,1136,986,39.6,35.3
170.49,7.38,220717,"nothing","nothing","7/22/17 11:07",-84.399265,33.77839,722,"come","7/22/17 0:03",322.58,320.04,640.08,365,491.5,803,749,871,810,39.8,35.5
172.26,7.13,220717,"nothing","nothing","7/22/17 11:07",-84.39926333,33.77836167,723,"come","7/22/17 0:03",322.58,320.04,639.445,527,1480.5,800,373,1312,1105,39.9,35.6
173.11,6.94,220717,"nothing","nothing","7/22/17 11:07",-84.39926333,33.77832833,724,"come","7/22/17 0:03",322.58,320.04,639.2333333,535,1969.666667,799,971,654,683,39.7,35.4
174.95,4.93,220717,"Tree","Tree","7/22/17 11:07",-84.39926667,33.77830667,725,"come","7/22/17 0:03",322.58,320.04,640.08,562,1,NA,NA,NA,NA,NA,NA
176.43,7.47,220717,"nothing","nothing","7/22/17 11:07",-84.39929167,33.77827833,726,"come","7/22/17 0:03",322.58,318.77,640.08,353.5,1,799,742,868,838,39.6,35.3
176.65,7.42,220717,"nothing","nothing","7/22/17 11:07",-84.39929167,33.778255,727,"come","7/22/17 0:03",322.58,320.04,638.3866667,414.6666667,1,803,446,1022,882,39.5,35.2
175.84,6.55,220717,"nothing","nothing","7/22/17 11:07",-84.39928833,33.778225,728,"come","7/22/17 0:03",322.58,320.04,638.3866667,1,1,802,756,854,807,39.2,35
175.52,6.86,220717,"nothing","nothing","7/22/17 11:07",-84.39927833,33.77819667,729,"come","7/22/17 0:03",322.58,320.04,638.3866667,1,1,802,333,1218,1004,39.1,34.9
161.04,7.72,220717,"nothing","nothing","7/22/17 11:07",-84.39926833,33.77816833,730,"come","7/22/17 0:03",321.945,319.405,638.175,387.5,1,797,889,755,764,39,34.8
157.6,6.06,220717,"Car","nothing","7/22/17 11:07",-84.39925,33.77814333,731,"come","7/22/17 0:03",322.58,320.04,639.2333333,1566.333333,183.6666667,NA,NA,NA,NA,NA,NA
131.31,4.09,220717,"Car","nothing","7/22/17 11:07",-84.39923,33.77813167,732,"come","7/22/17 0:03",322.58,320.04,639.2333333,118.3333333,2232.666667,798,657,945,845,38.8,34.6
99.19,5.29,220717,"nothing","Tree","7/22/17 11:07",-84.399215,33.77812167,733,"come","7/22/17 0:03",321.945,320.04,638.81,902,777.5,801,471,1035,923,38.7,34.5
75.54,5.7,220717,"nothing","nothing","7/22/17 11:07",-84.39917667,33.77812333,734,"come","7/22/17 0:03",322.58,320.04,640.08,775.6666667,1,798,762,851,805,38.3,34.2
49.19,6.57,220717,"nothing","nothing","7/22/17 11:07",-84.39913833,33.77816,735,"come","7/22/17 0:03",322.58,320.04,640.08,760.6666667,1290,796,385,1237,1037,38.1,34
51.86,7.01,220717,"nothing","nothing","7/22/17 11:07",-84.39910833,33.77817333,736,"come","7/22/17 0:03",322.58,320.04,639.445,688.25,715.75,795,929,733,746,38,33.9
53.15,7.08,220717,"nothing","Tree","7/22/17 11:07",-84.39906833,33.77818833,737,"come","7/22/17 0:03",322.58,320.04,638.3866667,775.6666667,1234.666667,NA,NA,NA,NA,NA,NA
55.33,7.01,220717,"Tree","Tree","7/22/17 11:07",-84.39903833,33.77819,738,"come","7/22/17 0:03",322.58,320.04,640.08,771,484.6666667,792,702,904,850,37.9,33.8
58.06,7.02,220717,"Tree","Tree","7/22/17 11:07",-84.398995,33.77818333,739,"come","7/22/17 0:03",322.58,320.04,640.08,768,518.3333333,793,979,420,530,37.6,33.6
61.01,7.64,220717,"Tree","Tree","7/22/17 11:07",-84.39895,33.77817833,740,"come","7/22/17 0:03",322.58,320.04,640.08,773.25,1331.25,793,756,873,842,37.4,33.4
63.32,8.09,220717,"Car","nothing","7/22/17 11:07",-84.39890333,33.77817667,741,"come","7/22/17 0:03",322.58,320.04,638.81,710.25,767.75,793,448,1053,905,37.2,33.3
96.08,7.75,220717,"nothing","Tree","7/22/17 11:07",-84.39886167,33.77816333,742,"come","7/22/17 0:03",322.58,320.04,638.81,728,1,NA,NA,NA,NA,NA,NA
95.16,8.03,220717,"Tree","Tree","7/22/17 11:07",-84.39881333,33.778155,743,"come","7/22/17 0:03",322.58,320.04,640.08,713.5,650.25,791,885,760,766,37.2,33.3
93.2,7.95,220717,"nothing","nothing","7/22/17 11:07",-84.39876833,33.778155,744,"come","7/22/17 0:03",322.58,320.04,640.08,760.75,1008,790,728,860,803,37.2,33.3
92.22,7.91,220717,"nothing","nothing","7/22/17 11:07",-84.39871833,33.77814333,745,"come","7/22/17 0:04",322.58,320.04,640.08,813,588,793,819,583,611,37,33.1
93.95,7.44,220717,"nothing","nothing","7/22/17 11:07",-84.398675,33.77813,746,"come","7/22/17 0:04",322.58,320.04,639.445,802.25,1454.5,788,818,776,771,36.7,32.9
93.27,7.69,220717,"nothing","nothing","7/22/17 11:08",-84.39862667,33.778135,747,"come","7/22/17 0:04",322.58,320.04,640.08,810,1927,794,491,992,882,36.6,32.8
93.1,8.28,220717,"Tree","Tree","7/22/17 11:08",-84.39857667,33.77812833,748,"come","7/22/17 0:04",322.58,421.005,640.08,769.75,809.5,792,846,803,788,36.6,32.8
93.77,7.19,220717,"Car","nothing","7/22/17 11:08",-84.39853833,33.77812167,749,"come","7/22/17 0:04",322.58,640.08,639.2333333,528.6666667,1445.666667,NA,NA,NA,NA,NA,NA
94.24,8.32,220717,"Car","nothing","7/22/17 11:08",-84.39849333,33.77812167,750,"come","7/22/17 0:04",322.58,640.08,639.2333333,297.3333333,1108.333333,790,669,992,940,36.4,32.7
94.35,10.26,220717,"nothing","nothing","7/22/17 11:08",-84.39844167,33.778135,751,"come","7/22/17 0:04",322.58,640.08,638.81,759.25,921.25,790,1034,439,600,36.3,32.6
93.66,10.32,220717,"nothing","nothing","7/22/17 11:08",-84.39838833,33.77814333,752,"come","7/22/17 0:04",322.58,639.2333333,638.3866667,261,1,791,736,846,810,36.2,32.5
92.29,8.81,220717,"nothing","Tree","7/22/17 11:08",-84.39833333,33.778145,753,"come","7/22/17 0:04",322.58,640.08,639.2333333,294.3333333,626.6666667,796,346,1159,981,36.1,32.4
101.43,8.13,220717,"nothing","nothing","7/22/17 11:08",-84.39828333,33.77813167,754,"come","7/22/17 0:04",322.58,640.08,639.445,983.25,596.5,793,801,840,809,36.1,32.4
104.39,8.41,220717,"nothing","nothing","7/22/17 11:08",-84.39823333,33.77812,755,"come","7/22/17 0:04",322.58,640.08,639.2333333,1945.666667,538,NA,NA,NA,NA,NA,NA
105.74,7.73,220717,"nothing","Tree","7/22/17 11:08",-84.39819167,33.77810833,756,"come","7/22/17 0:04",269.24,640.08,638.81,662.25,1116.75,792,729,920,906,35.9,32.2
100.52,6.86,220717,"nothing","nothing","7/22/17 11:08",-84.39815167,33.77811167,757,"come","7/22/17 0:04",322.58,638.81,637.54,1037,1,793,931,546,665,35.9,32.2
99.48,6.92,220717,"nothing","nothing","7/22/17 11:08",-84.39811333,33.77810667,758,"come","7/22/17 0:04",322.58,640.08,639.445,952.75,1328.5,790,784,813,799,35.9,32.2
100.81,6.43,220717,"nothing","nothing","7/22/17 11:08",-84.39807667,33.77810167,759,"come","7/22/17 0:04",322.58,640.08,640.08,546.6666667,1,793,486,994,909,36,32.2
99.98,7.67,220717,"nothing","Tree","7/22/17 11:08",-84.39803833,33.77809667,760,"come","7/22/17 0:04",322.58,640.08,639.2333333,924,569.3333333,NA,NA,NA,NA,NA,NA
102.96,9.49,220717,"nothing","nothing","7/22/17 11:08",-84.398,33.778095,761,"come","7/22/17 0:04",322.58,640.08,640.08,1059,520,789,766,850,789,36.2,32.4
101.29,9.13,220717,"nothing","nothing","7/22/17 11:08",-84.397955,33.77809833,762,"come","7/22/17 0:04",322.58,640.08,639.2333333,950.6666667,1,789,651,946,935,36.4,32.6
105.79,8.63,220717,"nothing","nothing","7/22/17 11:08",-84.397915,33.77809667,763,"come","7/22/17 0:04",322.58,640.08,638.3866667,1078.333333,1,790,1019,576,678,36.3,32.5
103.11,7.57,220717,"nothing","nothing","7/22/17 11:08",-84.39787667,33.77809333,764,"come","7/22/17 0:04",322.58,640.08,638.3866667,729,1,789,696,896,819,36.3,32.5
102.47,7.76,220717,"nothing","nothing","7/22/17 11:08",-84.39783667,33.77809667,765,"come","7/22/17 0:04",322.58,640.08,639.445,2,591,793,482,1029,914,36.3,32.5
101.84,7.55,220717,"nothing","nothing","7/22/17 11:08",-84.39779167,33.77809667,766,"come","7/22/17 0:04",322.58,637.54,638.3866667,640.6666667,751.6666667,NA,NA,NA,NA,NA,NA
101.19,7.51,220717,"Car","nothing","7/22/17 11:08",-84.39774833,33.77809833,767,"come","7/22/17 0:04",322.58,290.83,639.445,820.5,914.25,789,828,795,770,36,32.3
100.31,7.77,220717,"nothing","nothing","7/22/17 11:08",-84.3977,33.77810333,768,"come","7/22/17 0:04",322.58,320.04,640.08,814.6666667,1641.666667,790,665,1024,991,36,32.3
98.1,7.93,220717,"nothing","Tree","7/22/17 11:08",-84.39765667,33.778105,769,"come","7/22/17 0:04",323.4266667,320.04,640.08,807.6666667,1410.666667,789,1017,559,649,36,32.3
104.83,7.07,220717,"nothing","nothing","7/22/17 11:08",-84.397625,33.77809833,770,"come","7/22/17 0:04",322.58,320.04,639.2333333,703.3333333,1,791,720,889,835,36,32.3
104.24,7.14,220717,"nothing","nothing","7/22/17 11:08",-84.39759333,33.77809,771,"come","7/22/17 0:04",322.58,320.04,638.175,1230.5,644,795,435,1058,949,36,32.3
103.56,7.16,220717,"nothing","nothing","7/22/17 11:08",-84.397555,33.77809667,772,"come","7/22/17 0:04",322.58,320.04,638.81,1067.5,257.8333333,793,784,834,784,35.9,32.2
103.77,8.65,220717,"nothing","nothing","7/22/17 11:08",-84.39747667,33.77812333,773,"come","7/22/17 0:04",553.72,320.04,640.08,1051.666667,528,792,584,1103,1032,35.8,32.1
105.99,9.86,220717,"nothing","nothing","7/22/17 11:08",-84.397425,33.77815167,774,"come","7/22/17 0:04",640.08,320.04,638.3866667,1155.333333,1657,794,992,502,627,35.8,32.1
126.49,9.9,220717,"nothing","nothing","7/22/17 11:08",-84.39737833,33.77814167,775,"come","7/22/17 0:04",640.08,320.04,639.445,905.25,1079.5,793,729,897,846,35.7,32
124.06,8.56,220717,"nothing","nothing","7/22/17 11:08",-84.397335,33.77813,776,"come","7/22/17 0:04",640.08,320.04,639.2333333,999.6666667,2008.666667,NA,NA,NA,NA,NA,NA
122.24,8.88,220717,"Tree","Tree","7/22/17 11:08",-84.39728833,33.77811333,777,"come","7/22/17 0:04",640.08,320.04,639.2333333,993.6666667,1389.666667,797,387,1131,990,35.7,32
119.8,7.92,220717,"Tree","Tree","7/22/17 11:08",-84.39724333,33.77811167,778,"come","7/22/17 0:04",640.08,320.04,640.08,843.25,1272.75,793,882,667,683,36,32.3
117.27,7.7,220717,"nothing","nothing","7/22/17 11:08",-84.3972,33.77810833,779,"come","7/22/17 0:04",640.08,320.04,640.08,832.3333333,317.3333333,791,729,900,914,36.2,32.5
114.75,8.33,220717,"Tree","Tree","7/22/17 11:08",-84.39715,33.77810167,780,"come","7/22/17 0:04",640.08,320.675,639.445,660.75,1334.75,789,1073,507,640,36,32.3
112.59,8.27,220717,"nothing","nothing","7/22/17 11:08",-84.397105,33.77809833,781,"come","7/22/17 0:04",640.08,320.04,638.81,543,1655,NA,NA,NA,NA,NA,NA
110.21,8.99,220717,"Tree","Tree","7/22/17 11:08",-84.39705333,33.7781,782,"come","7/22/17 0:04",640.08,320.04,640.08,840,1503.25,792,773,836,825,35.9,32.2
107.9,8.93,220717,"nothing","nothing","7/22/17 11:08",-84.39699833,33.7781,783,"come","7/22/17 0:04",640.08,320.04,639.2333333,1642.666667,1826,795,518,971,877,35.6,32
95.76,7.7,220717,"Tree","Tree","7/22/17 11:08",-84.396955,33.77809167,784,"come","7/22/17 0:04",640.08,320.04,640.08,864.6666667,1706.333333,792,770,848,787,35.4,31.8
98.58,8.23,220717,"Tree","Tree","7/22/17 11:08",-84.39690667,33.77809167,785,"come","7/22/17 0:04",640.08,320.04,639.572,706.6,627,792,602,1085,1033,35.3,31.7
102.59,9.12,220717,"Tree","Tree","7/22/17 11:08",-84.39685833,33.77809167,786,"come","7/22/17 0:04",640.08,320.04,638.81,726,662,790,1009,556,642,35.3,31.7
103.56,8.69,220717,"Car","Tree","7/22/17 11:08",-84.39681167,33.77809167,787,"come","7/22/17 0:04",640.08,320.04,640.08,1260.666667,549.3333333,NA,NA,NA,NA,NA,NA
105.12,9.45,220717,"Car","Tree","7/22/17 11:08",-84.39675833,33.77808333,788,"come","7/22/17 0:04",640.08,416.56,638.81,963.25,364,790,732,870,842,35.3,31.7
111.49,12,220717,"nothing","nothing","7/22/17 11:08",-84.396695,33.77807167,789,"come","7/22/17 0:04",639.2333333,638.3866667,637.54,1,1,793,496,977,889,35.3,31.7
113.2,12.23,220717,"nothing","Tree","7/22/17 11:08",-84.39663833,33.77805833,790,"come","7/22/17 0:04",639.445,639.445,638.81,510.75,754.75,788,813,791,800,35.3,31.6
110.53,12.27,220717,"nothing","nothing","7/22/17 11:08",-84.39656833,33.778075,791,"come","7/22/17 0:04",638.81,638.81,638.81,1,1047.5,793,279,1316,1060,35.2,31.5
112.15,11.88,220717,"Tree","nothing","7/22/17 11:08",-84.39651,33.778055,792,"come","7/22/17 0:04",640.08,243.84,637.54,563,680.6666667,NA,NA,NA,NA,NA,NA
112.04,12.31,220717,"nothing","nothing","7/22/17 11:08",-84.396445,33.77803667,793,"come","7/22/17 0:04",640.08,320.04,638.175,1,1,789,971,660,732,35.3,31.6
111.45,12.53,220717,"Car","nothing","7/22/17 11:08",-84.39637333,33.77803667,794,"come","7/22/17 0:04",640.08,320.04,639.445,1100.5,1016,789,723,874,811,35.4,31.7
108.93,8.76,220717,"Tree","nothing","7/22/17 11:08",-84.396315,33.77801333,795,"come","7/22/17 0:04",640.08,319.405,638.175,1046.75,709,793,477,1031,925,35.5,31.7
110.23,4.26,220717,"nothing","Tree","7/22/17 11:08",-84.39625667,33.77798833,796,"come","7/22/17 0:04",640.08,320.04,640.08,1399.5,1,788,695,920,839,35.5,31.8
109.71,2.43,220717,"Tree","Tree","7/22/17 11:08",-84.39624167,33.77799167,797,"come","7/22/17 0:04",640.08,320.04,639.445,886.75,1029.25,789,291,1343,1110,35.5,31.8
111.14,3.82,220717,"Tree","Tree","7/22/17 11:08",-84.39622,33.77798667,798,"come","7/22/17 0:04",640.08,320.04,639.2333333,662.3333333,427,784,939,696,727,35.7,31.9
112.71,6.13,220717,"Tree","Tree","7/22/17 11:08",-84.39618667,33.77796667,799,"come","7/22/17 0:04",640.08,320.04,640.08,592,299,782,744,850,820,35.7,31.9
115.05,11.8,220717,"Tree","Tree","7/22/17 11:08",-84.39612833,33.77791833,800,"come","7/22/17 0:04",640.08,320.04,640.08,743,467,NA,NA,NA,NA,NA,NA
116.82,14.71,220717,"Tree","Tree","7/22/17 11:08",-84.39605667,33.77787167,801,"come","7/22/17 0:04",640.08,301.4133333,640.08,614.6666667,1505.666667,785,860,579,613,35.8,31.9
118.98,16.79,220717,"Car","Tree","7/22/17 11:08",-84.39598833,33.77780667,802,"come","7/22/17 0:04",640.08,265.43,638.81,1056,774.5,784,835,778,762,35.8,31.9
121.05,20.2,220717,"Car","Tree","7/22/17 11:08",-84.39593333,33.77773,803,"come","7/22/17 0:04",640.08,629.92,640.08,1696,1,791,368,1243,1022,35.7,31.8
123.53,21.48,220717,"nothing","nothing","7/22/17 11:08",-84.39584667,33.77763333,804,"come","7/22/17 0:04",640.08,502.285,639.445,786.5,895.5,787,965,619,679,35.8,31.9
125.68,22.18,220717,"Tree","nothing","7/22/17 11:08",-84.39575833,33.77754167,805,"come","7/22/17 0:05",640.08,638.175,640.08,727.25,2046.25,789,760,865,845,35.8,31.9
127.91,20.81,220717,"nothing","Tree","7/22/17 11:09",-84.39567333,33.777455,806,"come","7/22/17 0:05",640.08,271.78,640.08,750.6666667,1963,791,495,984,879,35.9,32
153.23,19.1,220717,"Tree","Tree","7/22/17 11:09",-84.39561167,33.77738333,807,"come","7/22/17 0:05",640.08,295.4866667,639.2333333,906.3333333,2046.666667,NA,NA,NA,NA,NA,NA
152.42,19.35,220717,"Tree","Tree","7/22/17 11:09",-84.39554167,33.77729167,808,"come","7/22/17 0:05",640.08,563.0333333,638.3866667,1735.666667,2106.666667,788,760,895,856,35.8,31.9
149.3,20.18,220717,"Tree","Tree","7/22/17 11:09",-84.395475,33.77721833,809,"come","7/22/17 0:05",640.08,601.98,637.54,1,888,791,313,1326,1075,35.6,31.7
142.56,19.64,220717,"Tree","Tree","7/22/17 11:09",-84.39540667,33.77715167,810,"come","7/22/17 0:05",640.08,620.395,638.175,1171.25,1129.5,788,943,634,690,35.6,31.7
136.59,20.39,220717,"Tree","Tree","7/22/17 11:09",-84.39537333,33.77707,811,"come","7/22/17 0:05",640.08,639.2333333,637.54,953.3333333,676.6666667,788,774,812,789,35.6,31.7
125.59,20.8,220717,"Tree","Tree","7/22/17 11:09",-84.39530667,33.77700833,812,"come","7/22/17 0:05",640.08,639.445,639.445,1500.75,510,793,352,1131,943,35.6,31.7
116.21,20.14,220717,"Tree","Tree","7/22/17 11:09",-84.39522333,33.77696167,813,"come","7/22/17 0:05",640.08,638.3866667,640.08,806.3333333,1241,NA,NA,NA,NA,NA,NA
104.26,20.71,220717,"Tree","Tree","7/22/17 11:09",-84.39512333,33.77693167,814,"come","7/22/17 0:05",640.08,640.08,638.81,849.25,917.75,787,862,792,810,35.7,31.8
88.88,16.84,220717,"Tree","Tree","7/22/17 11:09",-84.39502,33.77693333,815,"come","7/22/17 0:05",640.08,639.2333333,638.3866667,975.3333333,1408.666667,789,677,912,849,35.7,31.8
90.53,19.27,220717,"Tree","Tree","7/22/17 11:09",-84.39491,33.776935,816,"come","7/22/17 0:05",640.9266667,640.08,639.2333333,867.3333333,1,788,953,572,667,35.8,31.9
90.27,17.77,220717,"Tree","Tree","7/22/17 11:09",-84.39480833,33.77693833,817,"come","7/22/17 0:05",640.08,254.8466667,640.08,945.6666667,726.3333333,785,752,824,778,35.7,31.9
91.1,18.15,220717,"Tree","Tree","7/22/17 11:09",-84.39471,33.77693667,818,"come","7/22/17 0:05",640.08,364.49,638.81,56,1893.75,791,405,1082,923,35.8,32
89.51,18.14,220717,"Tree","Tree","7/22/17 11:09",-84.39460667,33.776935,819,"come","7/22/17 0:05",640.08,639.2333333,638.3866667,1093,1822.666667,NA,NA,NA,NA,NA,NA
87.05,18.15,220717,"Tree","Tree","7/22/17 11:09",-84.3945,33.77694167,820,"come","7/22/17 0:05",235.585,639.445,640.08,303,268.75,786,880,756,789,35.7,31.9
88.37,17.73,220717,"Tree","Tree","7/22/17 11:09",-84.39440167,33.776945,821,"come","7/22/17 0:05",314.96,431.8,638.3866667,1095.333333,1,788,635,966,876,35.6,31.8
89.28,16.61,220717,"nothing","Car Stop","7/22/17 11:09",-84.39431333,33.77694667,822,"come","7/22/17 0:05",322.58,367.4533333,638.3866667,1436.333333,1,788,946,485,590,35.6,31.8
100.89,17.23,220717,"Tree","Tree","7/22/17 11:09",-84.39422,33.77693333,823,"come","7/22/17 0:05",322.58,636.27,638.175,831,1,787,769,808,768,35.6,31.7
101.95,16.32,220717,"Tree","Tree","7/22/17 11:09",-84.39413167,33.77691667,824,"come","7/22/17 0:05",259.08,592.6666667,640.08,811.6666667,1,789,421,1087,960,35.9,31.7
100.83,15.27,220717,"Tree","Tree","7/22/17 11:09",-84.394045,33.77690333,825,"come","7/22/17 0:05",273.05,598.805,638.81,677.75,610.75,784,847,771,770,36,31.7
93.29,11.87,220717,"Tree","Tree","7/22/17 11:09",-84.393975,33.77690167,826,"come","7/22/17 0:05",322.58,627.38,639.2333333,652.6666667,1545,NA,NA,NA,NA,NA,NA
91.04,12.12,220717,"Tree","Tree","7/22/17 11:09",-84.39392167,33.776905,827,"come","7/22/17 0:05",322.58,627.38,638.3866667,785,1,786,727,896,870,36.1,31.7
91.74,11.47,220717,"Tree","Tree","7/22/17 11:09",-84.39386,33.77689833,828,"come","7/22/17 0:05",322.58,627.38,638.3866667,720.6666667,1,787,969,533,657,35.9,31.7
92.71,10.53,220717,"Tree","Tree","7/22/17 11:09",-84.393805,33.77688833,829,"come","7/22/17 0:05",250.6133333,422.4866667,637.54,1294.333333,637,787,798,808,794,35.7,31.7
