"results.sensor","date","time","USLeft","USRight","USRear","LidarLeft","LidarRight","O3","SO","NO","CO","P10","P25","id","lon","lat","video_time","way","speed","seq","dist"
"proximity",220717,2017-07-22 03:52:00,640.08,508,640.08,1,1151,NA,NA,NA,NA,NA,NA,1295,-84.39657,33.7782816666667,2017-07-22 00:04:51,"go",6.39,"2017-07-22 00:04:51_1295",751.499958288256
"proximity",220717,2017-07-22 03:52:00,640.08,210.82,640.08,1,1161,NA,NA,NA,NA,NA,NA,1296,-84.39657,33.7782816666667,2017-07-22 00:04:51,"go",6.39,"2017-07-22 00:04:51_1296",752.484496419155
"proximity",220717,2017-07-22 03:52:01,640.08,170.18,640.08,1,1224,NA,NA,NA,NA,NA,NA,1297,-84.3966033333333,33.7782883333333,2017-07-22 00:04:52,"go",6.54,"2017-07-22 00:04:52_1297",753.469034550055
"proximity",220717,2017-07-22 03:52:01,640.08,195.58,640.08,1,703,645,711,577,785,24.3,21.9,1298,-84.3966033333333,33.7782883333333,2017-07-22 00:04:52,"go",6.54,"2017-07-22 00:04:52_1298",754.476683904684
"proximity",220717,2017-07-22 03:52:01,640.08,320.04,640.08,1,1005,NA,NA,NA,NA,NA,NA,1299,-84.3966033333333,33.7782883333333,2017-07-22 00:04:52,"go",6.54,"2017-07-22 00:04:52_1299",755.484333259314
"proximity",220717,2017-07-22 03:52:01,640.08,139.7,640.08,1,994,NA,NA,NA,NA,NA,NA,1300,-84.3966033333333,33.7782883333333,2017-07-22 00:04:52,"go",6.54,"2017-07-22 00:04:52_1300",756.491982613943
"proximity",220717,2017-07-22 03:52:02,640.08,223.52,640.08,1962,1210,NA,NA,NA,NA,NA,NA,1301,-84.3966366666667,33.7782933333333,2017-07-22 00:04:53,"go",6.47,"2017-07-22 00:04:53_1301",757.499631968573
"proximity",220717,2017-07-22 03:52:02,640.08,210.82,640.08,1,1199,898,722,847,782,24.4,22,1302,-84.3966366666667,33.7782933333333,2017-07-22 00:04:53,"go",6.47,"2017-07-22 00:04:53_1302",758.496496085461
"proximity",220717,2017-07-22 03:52:02,640.08,137.16,642.62,1,1192,NA,NA,NA,NA,NA,NA,1303,-84.3966366666667,33.7782933333333,2017-07-22 00:04:53,"go",6.47,"2017-07-22 00:04:53_1303",759.49336020235
"proximity",220717,2017-07-22 03:52:03,640.08,132.08,640.08,1,1150,NA,NA,NA,NA,NA,NA,1304,-84.3966683333333,33.7783,2017-07-22 00:04:54,"go",6.49,"2017-07-22 00:04:54_1304",760.490224319239
"proximity",220717,2017-07-22 03:52:03,640.08,322.58,640.08,1,1079,NA,NA,NA,NA,NA,NA,1305,-84.3966683333333,33.7783,2017-07-22 00:04:54,"go",6.49,"2017-07-22 00:04:54_1305",761.490169932625
"proximity",220717,2017-07-22 03:52:03,640.08,322.58,642.62,1,1056,1393,277,1171,785,24.4,22,1306,-84.3966683333333,33.7783,2017-07-22 00:04:54,"go",6.49,"2017-07-22 00:04:54_1306",762.490115546011
"proximity",220717,2017-07-22 03:52:03,640.08,322.58,640.08,1,1042,NA,NA,NA,NA,NA,NA,1307,-84.3966683333333,33.7783,2017-07-22 00:04:54,"go",6.49,"2017-07-22 00:04:54_1307",763.490061159397
"proximity",220717,2017-07-22 03:52:04,640.08,208.28,640.08,1,1038,NA,NA,NA,NA,NA,NA,1308,-84.3967016666667,33.7783083333333,2017-07-22 00:04:55,"go",6.3,"2017-07-22 00:04:55_1308",764.490006772783
"proximity",220717,2017-07-22 03:52:04,640.08,322.58,640.08,1,1015,NA,NA,NA,NA,NA,NA,1309,-84.3967016666667,33.7783083333333,2017-07-22 00:04:55,"go",6.3,"2017-07-22 00:04:55_1309",765.460678169445
"proximity",220717,2017-07-22 03:52:04,640.08,322.58,640.08,1,794,667,928,693,781,24.4,22,1310,-84.3967016666667,33.7783083333333,2017-07-22 00:04:55,"go",6.3,"2017-07-22 00:04:55_1310",766.431349566106
"proximity",220717,2017-07-22 03:52:05,640.08,203.2,640.08,1681,971,NA,NA,NA,NA,NA,NA,1311,-84.3967366666667,33.7783133333333,2017-07-22 00:04:56,"go",6.52,"2017-07-22 00:04:56_1311",767.402020962767
"proximity",220717,2017-07-22 03:52:05,640.08,322.58,640.08,1,976,NA,NA,NA,NA,NA,NA,1312,-84.3967366666667,33.7783133333333,2017-07-22 00:04:56,"go",6.52,"2017-07-22 00:04:56_1312",768.4065888209
"proximity",220717,2017-07-22 03:52:05,640.08,322.58,640.08,1,962,NA,NA,NA,NA,NA,NA,1313,-84.3967366666667,33.7783133333333,2017-07-22 00:04:56,"go",6.52,"2017-07-22 00:04:56_1313",769.411156679032
"proximity",220717,2017-07-22 03:52:06,640.08,129.54,640.08,2314,147,818,791,823,779,24.3,21.9,1314,-84.396775,33.7783183333333,2017-07-22 00:04:57,"go",6.97,"2017-07-22 00:04:57_1314",770.415724537164
"proximity",220717,2017-07-22 03:52:06,640.08,134.62,640.08,1700,929,NA,NA,NA,NA,NA,NA,1315,-84.396775,33.7783183333333,2017-07-22 00:04:57,"go",6.97,"2017-07-22 00:04:57_1315",771.489626066486
"proximity",220717,2017-07-22 03:52:06,640.08,322.58,640.08,1,917,NA,NA,NA,NA,NA,NA,1316,-84.396775,33.7783183333333,2017-07-22 00:04:57,"go",6.97,"2017-07-22 00:04:57_1316",772.563527595808
"proximity",220717,2017-07-22 03:52:06,640.08,322.58,640.08,1,891,NA,NA,NA,NA,NA,NA,1317,-84.396775,33.7783183333333,2017-07-22 00:04:57,"go",6.97,"2017-07-22 00:04:57_1317",773.63742912513
"proximity",220717,2017-07-22 03:52:07,640.08,322.58,640.08,1,880,928,525,852,785,24.3,21.9,1318,-84.39681,33.77832,2017-07-22 00:04:58,"go",6.61,"2017-07-22 00:04:58_1318",774.711330654453
"proximity",220717,2017-07-22 03:52:07,640.08,322.58,640.08,1,141,NA,NA,NA,NA,NA,NA,1319,-84.39681,33.77832,2017-07-22 00:04:58,"go",6.61,"2017-07-22 00:04:58_1319",775.729765246823
"proximity",220717,2017-07-22 03:52:07,640.08,129.54,640.08,2622,863,NA,NA,NA,NA,NA,NA,1320,-84.39681,33.77832,2017-07-22 00:04:58,"go",6.61,"2017-07-22 00:04:58_1320",776.748199839193
"proximity",220717,2017-07-22 03:52:08,640.08,322.58,642.62,1,855,NA,NA,NA,NA,NA,NA,1321,-84.39685,33.7783216666667,2017-07-22 00:04:59,"go",7.17,"2017-07-22 00:04:59_1321",777.766634431563
"proximity",220717,2017-07-22 03:52:08,642.62,322.58,642.62,1,840,823,812,821,780,24.3,21.9,1322,-84.39685,33.7783216666667,2017-07-22 00:04:59,"go",7.17,"2017-07-22 00:04:59_1322",778.871350925859
"proximity",220717,2017-07-22 03:52:08,640.08,322.58,642.62,1,832,NA,NA,NA,NA,NA,NA,1323,-84.39685,33.7783216666667,2017-07-22 00:04:59,"go",7.17,"2017-07-22 00:04:59_1323",779.976067420154
"proximity",220717,2017-07-22 03:52:08,640.08,322.58,642.62,2600,800,NA,NA,NA,NA,NA,NA,1324,-84.39685,33.7783216666667,2017-07-22 00:04:59,"go",7.17,"2017-07-22 00:04:59_1324",781.08078391445
"proximity",220717,2017-07-22 03:52:09,640.08,322.58,640.08,1,958,NA,NA,NA,NA,NA,NA,1325,-84.3968866666667,33.7783266666667,2017-07-22 00:05:00,"go",7.18,"2017-07-22 00:05:00_1325",782.185500408746
"proximity",220717,2017-07-22 03:52:09,640.08,322.58,640.08,1,971,1250,342,1034,786,24.4,22,1326,-84.3968866666667,33.7783266666667,2017-07-22 00:05:00,"go",7.18,"2017-07-22 00:05:00_1326",783.29175765129
"proximity",220717,2017-07-22 03:52:09,640.08,322.58,640.08,1,1,NA,NA,NA,NA,NA,NA,1327,-84.3968866666667,33.7783266666667,2017-07-22 00:05:00,"go",7.18,"2017-07-22 00:05:00_1327",784.398014893834
"proximity",220717,2017-07-22 03:52:10,640.08,132.08,642.62,1,940,NA,NA,NA,NA,NA,NA,1328,-84.3969233333333,33.7783283333333,2017-07-22 00:05:01,"go",7.22,"2017-07-22 00:05:01_1328",785.504272136379
"proximity",220717,2017-07-22 03:52:10,642.62,139.7,642.62,1617,714,NA,NA,NA,NA,NA,NA,1329,-84.3969233333333,33.7783283333333,2017-07-22 00:05:01,"go",7.22,"2017-07-22 00:05:01_1329",786.616692371917
"proximity",220717,2017-07-22 03:52:10,642.62,144.78,642.62,1869,646,654,966,743,779,24.3,22,1330,-84.3969233333333,33.7783283333333,2017-07-22 00:05:01,"go",7.22,"2017-07-22 00:05:01_1330",787.729112607456
"proximity",220717,2017-07-22 03:52:11,640.08,167.64,640.08,1544,656,NA,NA,NA,NA,NA,NA,1331,-84.3969633333333,33.7783266666667,2017-07-22 00:05:02,"go",7.21,"2017-07-22 00:05:02_1331",788.841532842995
"proximity",220717,2017-07-22 03:52:11,640.08,215.9,640.08,1740,662,NA,NA,NA,NA,NA,NA,1332,-84.3969633333333,33.7783266666667,2017-07-22 00:05:02,"go",7.21,"2017-07-22 00:05:02_1332",789.952412330286
"proximity",220717,2017-07-22 03:52:11,640.08,228.6,640.08,2565,804,NA,NA,NA,NA,NA,NA,1333,-84.3969633333333,33.7783266666667,2017-07-22 00:05:02,"go",7.21,"2017-07-22 00:05:02_1333",791.063291817576
"proximity",220717,2017-07-22 03:52:12,640.08,213.36,642.62,2585,650,851,743,795,781,24.3,22,1334,-84.3969983333333,33.7783266666667,2017-07-22 00:05:03,"go",6.77,"2017-07-22 00:05:03_1334",792.174171304866
"proximity",220717,2017-07-22 03:52:12,642.62,147.32,640.08,1,668,NA,NA,NA,NA,NA,NA,1335,-84.3969983333333,33.7783266666667,2017-07-22 00:05:03,"go",6.77,"2017-07-22 00:05:03_1335",793.217257869215
"proximity",220717,2017-07-22 03:52:12,642.62,322.58,640.08,1755,866,NA,NA,NA,NA,NA,NA,1336,-84.3969983333333,33.7783266666667,2017-07-22 00:05:03,"go",6.77,"2017-07-22 00:05:03_1336",794.260344433564
"proximity",220717,2017-07-22 03:52:12,640.08,124.46,640.08,1788,808,NA,NA,NA,NA,NA,NA,1337,-84.3969983333333,33.7783266666667,2017-07-22 00:05:03,"go",6.77,"2017-07-22 00:05:03_1337",795.303430997913
"proximity",220717,2017-07-22 03:52:13,640.08,322.58,640.08,1,806,966,471,862,786,24.3,22,1338,-84.39704,33.77833,2017-07-22 00:05:04,"go",7.75,"2017-07-22 00:05:04_1338",796.346517562262
"proximity",220717,2017-07-22 03:52:13,640.08,322.58,640.08,1,718,NA,NA,NA,NA,NA,NA,1339,-84.39704,33.77833,2017-07-22 00:05:04,"go",7.75,"2017-07-22 00:05:04_1339",797.54059745498
"proximity",220717,2017-07-22 03:52:13,640.08,322.58,640.08,1,704,NA,NA,NA,NA,NA,NA,1340,-84.39704,33.77833,2017-07-22 00:05:04,"go",7.75,"2017-07-22 00:05:04_1340",798.734677347698
"proximity",220717,2017-07-22 03:52:13,642.62,119.38,642.62,1,155,NA,NA,NA,NA,NA,NA,1341,-84.39704,33.77833,2017-07-22 00:05:04,"go",7.75,"2017-07-22 00:05:04_1341",799.928757240417
"proximity",220717,2017-07-22 03:52:14,642.62,142.24,642.62,1704,964,801,805,765,781,24.4,22.1,1342,-84.3970816666667,33.7783283333333,2017-07-22 00:05:05,"go",7.44,"2017-07-22 00:05:05_1342",801.122837133135
"proximity",220717,2017-07-22 03:52:14,640.08,322.58,640.08,1638,1020,NA,NA,NA,NA,NA,NA,1343,-84.3970816666667,33.7783283333333,2017-07-22 00:05:05,"go",7.44,"2017-07-22 00:05:05_1343",802.269153830145
"proximity",220717,2017-07-22 03:52:15,640.08,322.58,640.08,2611,1,NA,NA,NA,NA,NA,NA,1344,-84.397125,33.7783266666667,2017-07-22 00:05:06,"go",7.46,"2017-07-22 00:05:06_1344",803.415470527154
"proximity",220717,2017-07-22 03:52:15,640.08,322.58,640.08,1,1187,NA,NA,NA,NA,NA,NA,1345,-84.397125,33.7783266666667,2017-07-22 00:05:06,"go",7.46,"2017-07-22 00:05:06_1345",804.564868720661
"proximity",220717,2017-07-22 03:52:15,640.08,165.1,640.08,2603,1255,1320,278,1081,786,24.5,22.2,1346,-84.397125,33.7783266666667,2017-07-22 00:05:06,"go",7.46,"2017-07-22 00:05:06_1346",805.714266914168
"proximity",220717,2017-07-22 03:52:16,640.08,139.7,640.08,2147,1246,NA,NA,NA,NA,NA,NA,1347,-84.3971616666667,33.778325,2017-07-22 00:05:07,"go",6.81,"2017-07-22 00:05:07_1347",806.863665107675
"proximity",220717,2017-07-22 03:52:16,640.08,149.86,640.08,1765,1272,NA,NA,NA,NA,NA,NA,1348,-84.3971616666667,33.778325,2017-07-22 00:05:07,"go",6.81,"2017-07-22 00:05:07_1348",807.912914665019
"proximity",220717,2017-07-22 03:52:16,640.08,322.58,640.08,1723,1345,NA,NA,NA,NA,NA,NA,1349,-84.3971616666667,33.778325,2017-07-22 00:05:07,"go",6.81,"2017-07-22 00:05:07_1349",808.962164222362
"proximity",220717,2017-07-22 03:52:17,640.08,322.58,640.08,2580,1465,787,846,756,782,24.6,22.3,1350,-84.3971966666667,33.7783233333333,2017-07-22 00:05:08,"go",6.54,"2017-07-22 00:05:08_1350",810.011413779706
"proximity",220717,2017-07-22 03:52:17,640.08,170.18,642.62,1,504,NA,NA,NA,NA,NA,NA,1351,-84.3971966666667,33.7783233333333,2017-07-22 00:05:08,"go",6.54,"2017-07-22 00:05:08_1351",811.019063134335
"proximity",220717,2017-07-22 03:52:17,640.08,139.7,640.08,1,583,NA,NA,NA,NA,NA,NA,1352,-84.3971966666667,33.7783233333333,2017-07-22 00:05:08,"go",6.54,"2017-07-22 00:05:08_1352",812.026712488965
"proximity",220717,2017-07-22 03:52:17,640.08,477.52,640.08,1,588,NA,NA,NA,NA,NA,NA,1353,-84.3971966666667,33.7783233333333,2017-07-22 00:05:08,"go",6.54,"2017-07-22 00:05:08_1353",813.034361843594
"proximity",220717,2017-07-22 03:52:18,640.08,469.9,640.08,2578,556,952,653,852,783,24.6,22.3,1354,-84.3972316666667,33.7783233333333,2017-07-22 00:05:09,"go",6.37,"2017-07-22 00:05:09_1354",814.042011198224
"proximity",220717,2017-07-22 03:52:18,640.08,223.52,642.62,1419,507,NA,NA,NA,NA,NA,NA,1355,-84.3972316666667,33.7783233333333,2017-07-22 00:05:09,"go",6.37,"2017-07-22 00:05:09_1355",815.023467832626
"proximity",220717,2017-07-22 03:52:18,640.08,464.82,640.08,1,160,NA,NA,NA,NA,NA,NA,1356,-84.3972316666667,33.7783233333333,2017-07-22 00:05:09,"go",6.37,"2017-07-22 00:05:09_1356",816.004924467028
"proximity",220717,2017-07-22 03:52:18,640.08,142.24,642.62,2584,504,NA,NA,NA,NA,NA,NA,1357,-84.3972316666667,33.7783233333333,2017-07-22 00:05:09,"go",6.37,"2017-07-22 00:05:09_1357",816.98638110143
"proximity",220717,2017-07-22 03:52:19,642.62,464.82,642.62,2387,575,419,964,518,781,24.7,22.4,1358,-84.397275,33.7783266666667,2017-07-22 00:05:10,"go",7.21,"2017-07-22 00:05:10_1358",817.967837735832
"proximity",220717,2017-07-22 03:52:19,640.08,457.2,640.08,1,545,NA,NA,NA,NA,NA,NA,1359,-84.397275,33.7783266666667,2017-07-22 00:05:10,"go",7.21,"2017-07-22 00:05:10_1359",819.078717223122
"proximity",220717,2017-07-22 03:52:19,640.08,111.76,642.62,1,496,NA,NA,NA,NA,NA,NA,1360,-84.397275,33.7783266666667,2017-07-22 00:05:10,"go",7.21,"2017-07-22 00:05:10_1360",820.189596710413
"proximity",220717,2017-07-22 03:52:20,640.08,144.78,640.08,1,499,NA,NA,NA,NA,NA,NA,1361,-84.3973133333333,33.7783266666667,2017-07-22 00:05:11,"go",7.03,"2017-07-22 00:05:11_1361",821.300476197703
"proximity",220717,2017-07-22 03:52:20,640.08,154.94,640.08,1,539,818,764,784,781,24.8,22.4,1362,-84.3973133333333,33.7783266666667,2017-07-22 00:05:11,"go",7.03,"2017-07-22 00:05:11_1362",822.383622216517
"proximity",220717,2017-07-22 03:52:20,640.08,203.2,642.62,1,566,NA,NA,NA,NA,NA,NA,1363,-84.3973133333333,33.7783266666667,2017-07-22 00:05:11,"go",7.03,"2017-07-22 00:05:11_1363",823.466768235331
"proximity",220717,2017-07-22 03:52:21,640.08,187.96,640.08,1,582,NA,NA,NA,NA,NA,NA,1364,-84.3973516666667,33.7783333333333,2017-07-22 00:05:12,"go",6.61,"2017-07-22 00:05:12_1364",824.549914254146
"proximity",220717,2017-07-22 03:52:21,642.62,203.2,642.62,2582,546,NA,NA,NA,NA,NA,NA,1365,-84.3973516666667,33.7783333333333,2017-07-22 00:05:12,"go",6.61,"2017-07-22 00:05:12_1365",825.568348846516
"proximity",220717,2017-07-22 03:52:21,640.08,457.2,642.62,1,153,1340,276,1071,786,24.8,22.4,1366,-84.3973516666667,33.7783333333333,2017-07-22 00:05:12,"go",6.61,"2017-07-22 00:05:12_1366",826.586783438886
"proximity",220717,2017-07-22 03:52:22,640.08,137.16,640.08,2623,483,NA,NA,NA,NA,NA,NA,1367,-84.3973916666667,33.7783366666667,2017-07-22 00:05:13,"go",7.3,"2017-07-22 00:05:13_1367",827.605218031256
"proximity",220717,2017-07-22 03:52:22,642.62,121.92,642.62,1,485,NA,NA,NA,NA,NA,NA,1368,-84.3973916666667,33.7783366666667,2017-07-22 00:05:13,"go",7.3,"2017-07-22 00:05:13_1368",828.729964252784
"proximity",220717,2017-07-22 03:52:22,640.08,464.82,642.62,1,556,NA,NA,NA,NA,NA,NA,1369,-84.3973916666667,33.7783366666667,2017-07-22 00:05:13,"go",7.3,"2017-07-22 00:05:13_1369",829.854710474313
"proximity",220717,2017-07-22 03:52:23,640.08,457.2,640.08,1,546,739,889,764,780,24.8,22.4,1370,-84.3974316666667,33.778345,2017-07-22 00:05:14,"go",7.64,"2017-07-22 00:05:14_1370",830.979456695841
"proximity",220717,2017-07-22 03:52:23,640.08,459.74,642.62,1,524,NA,NA,NA,NA,NA,NA,1371,-84.3974316666667,33.778345,2017-07-22 00:05:14,"go",7.64,"2017-07-22 00:05:14_1371",832.156588357824
"proximity",220717,2017-07-22 03:52:23,640.08,127,640.08,1,446,NA,NA,NA,NA,NA,NA,1372,-84.3974316666667,33.778345,2017-07-22 00:05:14,"go",7.64,"2017-07-22 00:05:14_1372",833.333720019807
"proximity",220717,2017-07-22 03:52:23,640.08,431.8,642.62,1,444,NA,NA,NA,NA,NA,NA,1373,-84.3974316666667,33.778345,2017-07-22 00:05:14,"go",7.64,"2017-07-22 00:05:14_1373",834.51085168179
"proximity",220717,2017-07-22 03:52:24,640.08,312.42,642.62,2595,443,940,663,881,781,24.8,22.4,1374,-84.39748,33.77835,2017-07-22 00:05:15,"go",8.19,"2017-07-22 00:05:15_1374",835.687983343773
"proximity",220717,2017-07-22 03:52:24,640.08,426.72,640.08,1,449,NA,NA,NA,NA,NA,NA,1375,-84.39748,33.77835,2017-07-22 00:05:15,"go",8.19,"2017-07-22 00:05:15_1375",836.949856159433
"proximity",220717,2017-07-22 03:52:24,640.08,327.66,640.08,1,439,NA,NA,NA,NA,NA,NA,1376,-84.39748,33.77835,2017-07-22 00:05:15,"go",8.19,"2017-07-22 00:05:15_1376",838.211728975093
"proximity",220717,2017-07-22 03:52:25,640.08,342.9,640.08,1,1,NA,NA,NA,NA,NA,NA,1377,-84.3975383333333,33.7783483333333,2017-07-22 00:05:16,"go",8.12,"2017-07-22 00:05:16_1377",839.473601790752
"proximity",220717,2017-07-22 03:52:25,640.08,449.58,640.08,2565,1,523,876,589,782,24.8,22.4,1378,-84.3975383333333,33.7783483333333,2017-07-22 00:05:16,"go",8.12,"2017-07-22 00:05:16_1378",840.724689368672
"proximity",220717,2017-07-22 03:52:25,640.08,154.94,640.08,1,1354,NA,NA,NA,NA,NA,NA,1379,-84.3975383333333,33.7783483333333,2017-07-22 00:05:16,"go",8.12,"2017-07-22 00:05:16_1379",841.975776946591
"proximity",220717,2017-07-22 03:52:26,640.08,127,640.08,1,1033,NA,NA,NA,NA,NA,NA,1380,-84.3975933333333,33.778345,2017-07-22 00:05:17,"go",8.36,"2017-07-22 00:05:17_1380",843.22686452451
"proximity",220717,2017-07-22 03:52:26,640.08,322.58,640.08,2095,1029,NA,NA,NA,NA,NA,NA,1381,-84.3975933333333,33.778345,2017-07-22 00:05:17,"go",8.36,"2017-07-22 00:05:17_1381",844.514930060397
"proximity",220717,2017-07-22 03:52:26,640.08,375.92,640.08,2156,1003,912,705,828,784,24.6,22.3,1382,-84.3975933333333,33.778345,2017-07-22 00:05:17,"go",8.36,"2017-07-22 00:05:17_1382",845.802995596284
"proximity",220717,2017-07-22 03:52:26,640.08,142.24,640.08,2204,988,NA,NA,NA,NA,NA,NA,1383,-84.3975933333333,33.778345,2017-07-22 00:05:17,"go",8.36,"2017-07-22 00:05:17_1383",847.091061132171
"proximity",220717,2017-07-22 03:52:27,640.08,322.58,640.08,1,770,NA,NA,NA,NA,NA,NA,1384,-84.397645,33.7783433333333,2017-07-22 00:05:18,"go",8.41,"2017-07-22 00:05:18_1384",848.379126668059
"proximity",220717,2017-07-22 03:52:27,640.08,322.58,642.62,1,732,NA,NA,NA,NA,NA,NA,1385,-84.397645,33.7783433333333,2017-07-22 00:05:18,"go",8.41,"2017-07-22 00:05:18_1385",849.674895945189
"proximity",220717,2017-07-22 03:52:27,640.08,322.58,640.08,1,635,1188,341,983,786,24.6,22.3,1386,-84.397645,33.7783433333333,2017-07-22 00:05:18,"go",8.41,"2017-07-22 00:05:18_1386",850.97066522232
"proximity",220717,2017-07-22 03:52:28,640.08,134.62,640.08,1,585,NA,NA,NA,NA,NA,NA,1387,-84.397695,33.7783416666667,2017-07-22 00:05:19,"go",8.7,"2017-07-22 00:05:19_1387",852.26643449945
"proximity",220717,2017-07-22 03:52:28,640.08,543.56,640.08,1,563,NA,NA,NA,NA,NA,NA,1388,-84.397695,33.7783416666667,2017-07-22 00:05:19,"go",8.7,"2017-07-22 00:05:19_1388",853.606885475792
"proximity",220717,2017-07-22 03:52:28,640.08,640.08,640.08,1,617,NA,NA,NA,NA,NA,NA,1389,-84.397695,33.7783416666667,2017-07-22 00:05:19,"go",8.7,"2017-07-22 00:05:19_1389",854.947336452134
"proximity",220717,2017-07-22 03:52:28,640.08,640.08,640.08,1,625,775,845,777,780,24.5,22.2,1390,-84.397695,33.7783416666667,2017-07-22 00:05:19,"go",8.7,"2017-07-22 00:05:19_1390",856.287787428476
"proximity",220717,2017-07-22 03:52:29,640.08,640.08,640.08,1,536,NA,NA,NA,NA,NA,NA,1391,-84.3977383333333,33.778345,2017-07-22 00:05:20,"go",8.16,"2017-07-22 00:05:20_1391",857.628238404818
"proximity",220717,2017-07-22 03:52:29,640.08,640.08,640.08,1,478,NA,NA,NA,NA,NA,NA,1392,-84.3977383333333,33.778345,2017-07-22 00:05:20,"go",8.16,"2017-07-22 00:05:20_1392",858.885488975732
"proximity",220717,2017-07-22 03:52:29,640.08,640.08,640.08,1,1099,NA,NA,NA,NA,NA,NA,1393,-84.3977383333333,33.778345,2017-07-22 00:05:20,"go",8.16,"2017-07-22 00:05:20_1393",860.142739546645
"proximity",220717,2017-07-22 03:52:30,640.08,642.62,640.08,2144,983,899,698,860,781,24.4,22.1,1394,-84.3977666666667,33.7783583333333,2017-07-22 00:05:21,"go",7.48,"2017-07-22 00:05:21_1394",861.399990117559
"proximity",220717,2017-07-22 03:52:30,642.62,645.16,642.62,1,994,NA,NA,NA,NA,NA,NA,1395,-84.3977666666667,33.7783583333333,2017-07-22 00:05:21,"go",7.48,"2017-07-22 00:05:21_1395",862.552469807564
"proximity",220717,2017-07-22 03:52:30,640.08,276.86,640.08,1,312,NA,NA,NA,NA,NA,NA,1396,-84.3977666666667,33.7783583333333,2017-07-22 00:05:21,"go",7.48,"2017-07-22 00:05:21_1396",863.704949497568
"proximity",220717,2017-07-22 03:52:31,640.08,281.94,640.08,1,177,NA,NA,NA,NA,NA,NA,1397,-84.397795,33.7783733333333,2017-07-22 00:05:22,"go",6.02,"2017-07-22 00:05:22_1397",864.857429187572
"proximity",220717,2017-07-22 03:52:31,642.62,99.06,642.62,1,587,503,877,528,781,24.4,22.1,1398,-84.397795,33.7783733333333,2017-07-22 00:05:22,"go",6.02,"2017-07-22 00:05:22_1398",865.784959633271
"proximity",220717,2017-07-22 03:52:31,640.08,38.1,640.08,1,78,NA,NA,NA,NA,NA,NA,1399,-84.397795,33.7783733333333,2017-07-22 00:05:22,"go",6.02,"2017-07-22 00:05:22_1399",866.71249007897
"proximity",220717,2017-07-22 03:52:31,640.08,63.5,640.08,1408,113,NA,NA,NA,NA,NA,NA,1400,-84.397795,33.7783733333333,2017-07-22 00:05:22,"go",6.02,"2017-07-22 00:05:22_1400",867.640020524669
"proximity",220717,2017-07-22 03:52:32,162.56,96.52,640.08,1189,127,NA,NA,NA,NA,NA,NA,1401,-84.3978116666667,33.77839,2017-07-22 00:05:23,"go",4.76,"2017-07-22 00:05:23_1401",868.567550970367
"proximity",220717,2017-07-22 03:52:32,167.64,111.76,642.62,428,135,805,829,803,780,24.4,22.1,1402,-84.3978116666667,33.77839,2017-07-22 00:05:23,"go",4.76,"2017-07-22 00:05:23_1402",869.300947136734
"proximity",220717,2017-07-22 03:52:32,320.04,116.84,642.62,468,141,NA,NA,NA,NA,NA,NA,1403,-84.3978116666667,33.77839,2017-07-22 00:05:23,"go",4.76,"2017-07-22 00:05:23_1403",870.0343433031
"proximity",220717,2017-07-22 03:52:33,254,119.38,642.62,616,143,NA,NA,NA,NA,NA,NA,1404,-84.3978183333333,33.7784066666667,2017-07-22 00:05:24,"go",4.2,"2017-07-22 00:05:24_1404",870.767739469467
"proximity",220717,2017-07-22 03:52:33,264.16,121.92,642.62,1785,146,NA,NA,NA,NA,NA,NA,1405,-84.3978183333333,33.7784066666667,2017-07-22 00:05:24,"go",4.2,"2017-07-22 00:05:24_1405",871.414853733908
"proximity",220717,2017-07-22 03:52:33,287.02,124.46,642.62,1320,148,1125,406,958,786,24.4,22.1,1406,-84.3978183333333,33.7784066666667,2017-07-22 00:05:24,"go",4.2,"2017-07-22 00:05:24_1406",872.061967998348
"proximity",220717,2017-07-22 03:52:33,322.58,124.46,642.62,1364,139,NA,NA,NA,NA,NA,NA,1407,-84.3978183333333,33.7784066666667,2017-07-22 00:05:24,"go",4.2,"2017-07-22 00:05:24_1407",872.709082262789
"proximity",220717,2017-07-22 03:52:34,320.04,119.38,640.08,1462,134,NA,NA,NA,NA,NA,NA,1408,-84.3978216666667,33.7784316666667,2017-07-22 00:05:25,"go",4.91,"2017-07-22 00:05:25_1408",873.35619652723
"proximity",220717,2017-07-22 03:52:34,322.58,109.22,640.08,1,126,NA,NA,NA,NA,NA,NA,1409,-84.3978216666667,33.7784316666667,2017-07-22 00:05:25,"go",4.91,"2017-07-22 00:05:25_1409",874.112703917327
"proximity",220717,2017-07-22 03:52:35,165.1,109.22,640.08,320,282,686,933,744,781,24.3,22,1410,-84.39782,33.7784616666667,2017-07-22 00:05:26,"go",6.34,"2017-07-22 00:05:26_1410",874.869211307423
"proximity",220717,2017-07-22 03:52:35,243.84,269.24,640.08,483,1097,NA,NA,NA,NA,NA,NA,1411,-84.39782,33.7784616666667,2017-07-22 00:05:26,"go",6.34,"2017-07-22 00:05:26_1411",875.846045697079
"proximity",220717,2017-07-22 03:52:35,177.8,548.64,640.08,549,916,NA,NA,NA,NA,NA,NA,1412,-84.39782,33.7784616666667,2017-07-22 00:05:26,"go",6.34,"2017-07-22 00:05:26_1412",876.822880086735
