"dist","LidarLeft","LidarRight","time","video_time","USLeft","USRight","USRear","CO","SO","NO","O3","P10","P25","lon","lat","LLgaussian","LRgaussian","SLgaussian","SRgaussian","left_class","right_class"
1124,1615.82599325944,1331.79129966297,2017-07-22 03:53:06,2017-07-22 00:05:57,320.04,344.546803954242,640.08,NA,NA,NA,NA,NA,NA,-84.3977533333333,33.780805,1620.97597398606,1320.36440125073,320.04,344.239016870816,"nothing","car"
1125,1828.06775219737,1342.40338760987,2017-07-22 03:53:06,2017-07-22 00:05:57,320.04,343.468615818837,640.08,NA,NA,NA,NA,NA,NA,-84.3977533333333,33.780805,1811.37840513868,1341.23513331576,320.04,341.603414391559,"car","wall"
1126,1940,1345.99380977729,2017-07-22 03:53:06,2017-07-22 00:05:57,320.04,331.179836718953,640.08,NA,NA,NA,NA,NA,NA,-84.3977539999997,33.780814,1921.37687932585,1344.6901913301,320.04,329.09851675241,"wall","tree"
1127,1940,1341.74897459854,2017-07-22 03:53:07,2017-07-22 00:05:58,320.04,306.381509604645,640.08,785,549,840,921,22.9,20.7,-84.3977553333329,33.780832,1936.68794515164,1341.93448163382,321.368308312868,307.16536604022,"people","parallel"
1128,1920.09325340746,1338.61910934379,2017-07-22 03:53:07,2017-07-22 00:05:58,328.023653107112,286.294466615253,640.08,785,549,840,921,22.9,20.7,-84.3977566666667,33.78085,1895.05232458454,1340.02164302135,338.066383508728,292.220845890147,"posts","trashcan"
1129,1749.68071891509,1343.9190207036,2017-07-22 03:53:07,2017-07-22 00:05:58,396.368048519317,301.82728375439,640.08,785,549,840,921,22.9,20.7,-84.3977566666667,33.78085,1749.68071891509,1343.9190207036,396.368048519317,301.82728375439,"nothing","trashcan"
1130,1579.26818442271,1349.21893206341,2017-07-22 03:53:07,2017-07-22 00:05:58,464.712443931523,317.360100893528,640.08,NA,NA,NA,NA,NA,NA,-84.3977566666667,33.78085,1598.0929728667,1310.75871835248,441.834471372795,310.83987871429,"wall","people"
1131,1522,1123.35789854405,2017-07-22 03:53:07,2017-07-22 00:05:58,395.551265574855,293.703829508537,640.08,NA,NA,NA,NA,NA,NA,-84.3977566666667,33.78085,1531.52819522729,1103.89120303183,383.971545059387,290.403609161628,"bike","stop-car"
1132,1522,780.494402113218,2017-07-22 03:53:07,2017-07-22 00:05:58,256.791432465226,250.211941518951,640.08,NA,NA,NA,NA,NA,NA,-84.3977566666667,33.78085,1522,804.403921431701,266.028238143976,251.702921963159,"tree","nothing"
1133,1522,581.33647941653,2017-07-22 03:53:07,2017-07-22 00:05:58,173.548418487525,215.681429845937,640.298570154063,NA,NA,NA,NA,NA,NA,-84.3977566666667,33.78085,1522,670.703234574242,208.072883013004,221.25427648194,"nothing","parallel"
1134,1522,919.307749976768,2017-07-22 03:53:07,2017-07-22 00:05:58,297.810955600626,214.645908703328,641.334091296672,NA,NA,NA,NA,NA,NA,-84.3977566666667,33.780872,1522,919.307749976768,297.810955600626,214.645908703328,"parallel","wall"
1135,1522,1257.27902053701,2017-07-22 03:53:08,2017-07-22 00:05:59,422.073492713727,213.610387560719,642.369612439281,NA,NA,NA,NA,NA,NA,-84.3977566666667,33.7808995,1522,1214.64447877114,416.967463932122,213.883847915764,"wall","posts"
1136,1522,1339,2017-07-22 03:53:08,2017-07-22 00:05:59,515.646797400631,214.218470235144,642.62,NA,NA,NA,NA,NA,NA,-84.3977566666667,33.780905,1522,1325.40338515463,514.018429794053,214.305679689474,"posts","stop-car"
1137,1522,1339,2017-07-22 03:53:08,2017-07-22 00:05:59,599.432975126246,215.350715880084,642.62,782,802,765,790,22.8,20.6,-84.3977566666667,33.780905,1522,1339.42004526488,592.255547127505,215.350715880084,"parallel","wall"
1138,1522,1341.5246365257,2017-07-22 03:53:08,2017-07-22 00:05:59,640.08,216.482961525025,642.037038474975,782,802,765,790,22.8,20.6,-84.3977566666667,33.780905,1522,1341.92041597895,633.317208542406,216.482961525025,"stop-car","car"
1139,1522,1346.4280625471,2017-07-22 03:53:08,2017-07-22 00:05:59,640.08,217.615207169966,640.904792830034,NA,NA,NA,NA,NA,NA,-84.3977566666667,33.780905,1522,1354.54415592903,640.08,217.666360711381,"bike","parallel"
1140,1522,1400.11238794148,2017-07-22 03:53:08,2017-07-22 00:05:59,640.08,219.054905629813,640.08,NA,NA,NA,NA,NA,NA,-84.3977566666667,33.780905,1522,1421.88514559648,640.08,219.192133432403,"people","parallel"
1141,1522,1584.65951274678,2017-07-22 03:53:08,2017-07-22 00:05:59,640.08,221.319396919695,640.08,NA,NA,NA,NA,NA,NA,-84.3977566666667,33.780905,1522,1583.79324014578,640.08,221.314082107119,"wall","tree"
1142,1522,1764,2017-07-22 03:53:08,2017-07-22 00:05:59,640.08,223.551944104788,640.08,NA,NA,NA,NA,NA,NA,-84.3977566666667,33.780905,1522,1734.16159684592,640.08,223.36887757336,"parallel","car"
1143,1522,1764,2017-07-22 03:53:08,2017-07-22 00:05:59,640.08,224.684189749729,640.08,NA,NA,NA,NA,NA,NA,-84.3977579999995,33.7809256666667,1522,1764,640.08,224.684189749729,"bike","stop-car"
1144,1522,1764,2017-07-22 03:53:09,2017-07-22 00:06:00,640.08,225.81643539467,640.08,NA,NA,NA,NA,NA,NA,-84.3977596666665,33.7809515,1522,1759.32989643159,640.24029814951,226.149472415459,"tree","stop-car"
1145,1522,1735.93084880724,2017-07-22 03:53:09,2017-07-22 00:06:00,641.043454649049,228.950363947147,640.08,NA,NA,NA,NA,NA,NA,-84.39776,33.7809566666667,1522,1734.65089359069,641.087388247022,229.041640824804,"parallel","people"
1146,1522,1700.16866555066,2017-07-22 03:53:09,2017-07-22 00:06:00,642.270967425694,232.632902277081,640.08,783,671,865,922,22.6,20.4,-84.39776,33.7809566666667,1522,1704.42687690682,641.978646970433,237.310029561246,"people","wall"
1147,1522,1690,2017-07-22 03:53:09,2017-07-22 00:06:00,641.741519797662,264.426807081835,640.08,783,671,865,922,22.6,20.4,-84.39776,33.7809566666667,1522,1691.6918474288,641.625376757955,266.285095717147,"parallel","nothing"
1148,1522,1690,2017-07-22 03:53:09,2017-07-22 00:06:00,640.514007021017,307.389754264397,640.08,NA,NA,NA,NA,NA,NA,-84.39776,33.7809566666667,1522,1710.68695971987,640.646029326767,298.9403266964,"people","tree"
1149,1522,1814.33672863768,2017-07-22 03:53:09,2017-07-22 00:06:00,640.08,299.568333086805,640.08,NA,NA,NA,NA,NA,NA,-84.39776,33.7809746666667,1522,1825.6514364369,640.152209441734,294.946928815846,"people","tree"
1150,1522,2006.67928182845,2017-07-22 03:53:10,2017-07-22 00:06:01,640.08,263.970462564111,640.08,NA,NA,NA,NA,NA,NA,-84.39776,33.7809986666667,1522,2059.08014584278,640.183815559041,269.465420877146,"people","car"
1151,1522,2513.97154718355,2017-07-22 03:53:10,2017-07-22 00:06:01,640.703972162541,261.399443250821,640.703972162541,NA,NA,NA,NA,NA,NA,-84.39776,33.7810166666667,1522,2552.35386984753,640.780014463743,265.424362819673,"bike","nothing"
1152,1522,3251.95660172458,2017-07-22 03:53:10,2017-07-22 00:06:01,641.784988332399,283.019766647987,641.784988332399,NA,NA,NA,NA,NA,NA,-84.39776,33.7810166666667,1522,3176.12355693407,641.703128607041,281.341642278143,"nothing","wall"
1153,1522,3534.15536192537,2017-07-22 03:53:10,2017-07-22 00:06:01,642.373995497742,294.553905452591,642.62,NA,NA,NA,NA,NA,NA,-84.39776,33.7810166666667,1522,3276.75569399791,642.096139502615,288.85785755247,"stop-car","bike"
1154,1522,2269.28132380775,2017-07-22 03:53:10,2017-07-22 00:06:01,641.292979327884,271.852565885567,642.62,781,1043,632,512,22.6,20.4,-84.39776,33.7810166666667,1522,2269.28132380775,641.292979327884,271.852565885567,"bike","wall"
1155,1522,1004.40728569012,2017-07-22 03:53:10,2017-07-22 00:06:01,640.211963158026,249.151226318543,642.62,781,1043,632,512,22.6,20.4,-84.39776,33.7810166666667,1522,1188.35693001797,640.369865184586,257.204229673133,"wall","stop-car"
1156,1522,845.142642065425,2017-07-22 03:53:10,2017-07-22 00:06:01,640.08,274.851590354971,641.670946988168,781,1043,632,512,22.6,20.4,-84.39776,33.7810331666667,1522,870.720323902577,640.101955833682,275.971337872776,"trashcan","car"
1157,1522,839.609882140953,2017-07-22 03:53:11,2017-07-22 00:06:02,640.08,307.282075450719,640.589930818309,NA,NA,NA,NA,NA,NA,-84.39776,33.7810551666667,1522,840.210052872042,640.176407121459,301.635779022426,"people","people"
1158,1522,837.684383328706,2017-07-22 03:53:11,2017-07-22 00:06:02,640.659444551638,305.776108002495,640.659444551638,NA,NA,NA,NA,NA,NA,-84.39776,33.7810716666667,1522,838.220284925901,640.745527940405,300.734443826925,"nothing","parallel"
1159,1522,838.979862967094,2017-07-22 03:53:11,2017-07-22 00:06:02,641.756283978806,273.967764614616,641.756283978806,NA,NA,NA,NA,NA,NA,-84.39776,33.7810716666667,1511.09695996203,839.117296244884,641.678710528676,276.217394668388,"trashcan","bike"
1160,1456.46845989534,841.101370421927,2017-07-22 03:53:11,2017-07-22 00:06:02,642.386876594025,255.680578773262,642.386876594025,NA,NA,NA,NA,NA,NA,-84.39776,33.7810716666667,1416.07298642866,841.610557062263,642.099469023702,264.015398312634,"bike","bike"
1161,1148.14430595907,846.283288975478,2017-07-22 03:53:11,2017-07-22 00:06:02,641.290037166857,287.488922161141,641.290037166857,NA,NA,NA,NA,NA,NA,-84.39776,33.7810716666667,1148.14430595907,846.283288975478,641.290037166857,287.488922161141,"people","stop-car"
1162,839.82015202281,851.465207529028,2017-07-22 03:53:11,2017-07-22 00:06:02,640.193197739689,319.297265549019,640.193197739689,NA,NA,NA,NA,NA,NA,-84.39776,33.7810716666667,885.824476027793,850.305434654953,640.356854578586,314.551217220998,"people","people"
1163,808,849.67643695871,2017-07-22 03:53:11,2017-07-22 00:06:02,640.08,322.58,640.08,NA,NA,NA,NA,NA,NA,-84.39776,33.7810716666667,813.294189499664,849.542969996534,640.098833671329,322.033823531449,"wall","tree"
1164,808,847.085477681935,2017-07-22 03:53:11,2017-07-22 00:06:02,640.08,322.58,640.08,782,737,837,871,22.5,20.3,-84.39776,33.7810716666667,808,846.751504634682,639.973963557497,322.049817787485,"posts","trashcan"
1165,808,842.487209612039,2017-07-22 03:53:11,2017-07-22 00:06:02,639.442679458184,319.393397290922,640.08,782,737,837,871,22.5,20.3,-84.3977596666668,33.7810823333334,808,842.246409398736,639.36622539046,319.011126952303,"bike","people"
1166,808,836.44163796623,2017-07-22 03:53:12,2017-07-22 00:06:03,638.345840031016,313.90920015508,640.08,NA,NA,NA,NA,NA,NA,-84.3977590000002,33.7811036666667,808.654592631838,836.599399290918,638.449678253287,312.599459453078,"nothing","posts"
1167,811.934358046578,831.344273658904,2017-07-22 03:53:12,2017-07-22 00:06:03,637.873108981277,300.552948524245,640.08,NA,NA,NA,NA,NA,NA,-84.3977583333333,33.781125,813.747066092432,831.781148760573,638.160659393277,296.925994304131,"car","car"
1168,826.763801279607,828.872699786732,2017-07-22 03:53:12,2017-07-22 00:06:03,639.12866850834,265.397281766478,640.08,NA,NA,NA,NA,NA,NA,-84.3977583333333,33.781125,826.484809900215,831.36369424559,639.027434493532,266.713323958982,"parallel","tree"
1169,839.916397073406,841.372978050543,2017-07-22 03:53:12,2017-07-22 00:06:03,639.775771964597,238.151543929194,640.08,NA,NA,NA,NA,NA,NA,-84.3977583333333,33.781125,839.043981469875,849.16240308207,639.459209731316,242.26685296185,"people","tree"
1170,847.825433464354,900.690750982657,2017-07-22 03:53:12,2017-07-22 00:06:03,638.520212437534,235.640424875068,640.08,NA,NA,NA,NA,NA,NA,-84.3977583333333,33.781125,847.536854953201,898.814990660158,634.809453507236,235.686236713713,"car","nothing"
1171,854,948.734469855303,2017-07-22 03:53:12,2017-07-22 00:06:03,614.961538658595,233.404652910471,640.355347089529,NA,NA,NA,NA,NA,NA,-84.3977581666667,33.7811298333333,852.972684816384,942.056921161801,601.751549541278,233.56773919587,"wall","wall"
1172,854,956.643506246251,2017-07-22 03:53:13,2017-07-22 00:06:04,512.005657439422,232.149093383408,641.610906616592,785,496,867,970,22.5,20.3,-84.3977573333336,33.781154,864.865153084316,957.499157232089,518.648737961167,233.666340169238,"wall","people"
1173,919.303824677227,969.695340122925,2017-07-22 03:53:13,2017-07-22 00:06:04,448.977291492441,240.012781171598,642.373533856344,785,496,867,970,22.5,20.3,-84.3977566666667,33.7811733333333,963.788450129146,973.198587001011,476.175707065926,246.224764975419,"tree","people"
1174,1251.9776678715,1003.80305955889,2017-07-22 03:53:13,2017-07-22 00:06:04,549.422053657488,285.212924145869,641.117974329281,NA,NA,NA,NA,NA,NA,-84.3977566666667,33.7811733333333,1232.87923814204,1003.04767390541,546.525933567169,283.909670105226,"parallel","posts"
1175,1469.86246971638,1033.3706154191,2017-07-22 03:53:13,2017-07-22 00:06:04,632.46,322.58,640.08,NA,NA,NA,NA,NA,NA,-84.3977566666667,33.7811733333333,1378.75480250891,1029.76710320865,618.644270166748,316.362921575036,"people","people"
1176,1140.15451516872,1041.27965181005,2017-07-22 03:53:13,2017-07-22 00:06:04,632.46,322.58,640.08,NA,NA,NA,NA,NA,NA,-84.3977566666667,33.7811733333333,1156.77973841222,1039.98177192858,632.522792664741,321.512524699398,"wall","people"
1177,910.370662517138,1041.38792188197,2017-07-22 03:53:13,2017-07-22 00:06:04,632.837408503816,316.164055435133,640.08,NA,NA,NA,NA,NA,NA,-84.3977566666667,33.7811733333333,1004.36275299018,1034.05024939151,633.192412087164,310.128994518217,"car","stop-car"
1178,1245.51607958358,997.393906957317,2017-07-22 03:53:13,2017-07-22 00:06:04,635.348527557942,273.475031514988,640.08,NA,NA,NA,NA,NA,NA,-84.3977566666667,33.7811733333333,1238.41812331227,998.692058251776,635.268754067105,275.283230640624,"stop-car","bike"
1179,1538,961.202289650075,2017-07-22 03:53:13,2017-07-22 00:06:04,637.380176693966,241.653992405157,640.08,NA,NA,NA,NA,NA,NA,-84.3977566666667,33.7811733333333,1489.33696095547,970.102314490079,636.833255812669,254.050865714556,"trashcan","trashcan"
1180,1538,978.503306755275,2017-07-22 03:53:14,2017-07-22 00:06:05,636.124617166903,284.343016325302,640.08,781,791,809,841,22.4,20.2,-84.3977566666667,33.7811983333333,1538,978.140366119842,636.166323086021,282.944934999552,"posts","posts"
1181,1538,993.622908519092,2017-07-22 03:53:14,2017-07-22 00:06:05,635.119726545188,318.629024008787,640.199726545188,781,791,809,841,22.4,20.2,-84.3977566666667,33.7812233333333,1538,990.505741021301,635.477923789718,306.621402810105,"tree","nothing"
1182,1538,990.007112982423,2017-07-22 03:53:14,2017-07-22 00:06:05,636.267741628081,280.744526273332,641.347741628081,781,791,809,841,22.4,20.2,-84.3977566666667,33.7812233333333,1538,990.007112982423,636.267741628081,280.744526273332,"posts","nothing"
1183,1538,986.391317445753,2017-07-22 03:53:14,2017-07-22 00:06:05,637.415756710973,242.860028537878,642.495756710973,NA,NA,NA,NA,NA,NA,-84.3977566666667,33.7812233333333,1466.91588826751,975.862821651412,637.245423084746,248.651371829593,"posts","car"
1184,1110.75665295357,919.495139374848,2017-07-22 03:53:14,2017-07-22 00:06:05,637.54,239.783771793866,641.596228206134,NA,NA,NA,NA,NA,NA,-84.3977566666667,33.7812233333333,1102.13000012714,918.217418154329,637.519328586623,240.486599848669,"car","wall"
1185,631.663744344862,844.91935643104,2017-07-22 03:53:14,2017-07-22 00:06:05,637.54,240.931786876759,640.448213123242,NA,NA,NA,NA,NA,NA,-84.3977566666667,33.7812233333333,705.729224049615,852.734541530921,637.54,240.672302299586,"parallel","posts"
1186,597.733371757453,817.315896253617,2017-07-22 03:53:14,2017-07-22 00:06:05,637.54,240.520198040349,640.859801959651,NA,NA,NA,NA,NA,NA,-84.3977556666671,33.7812403333333,632.706202062556,821.006132830638,637.54,240.397672538314,"bike","trashcan"
1187,774.003404170092,811.892202948613,2017-07-22 03:53:15,2017-07-22 00:06:06,637.54,239.372182957456,642.007817042544,NA,NA,NA,NA,NA,NA,-84.3977543333338,33.781263,760.314872331988,813.268693248026,637.54,239.849569740268,"wall","trashcan"
1188,868,814.741755357244,2017-07-22 03:53:15,2017-07-22 00:06:06,637.54,241.093449377184,642.036637655704,NA,NA,NA,NA,NA,NA,-84.3977533333333,33.78128,852.360986387177,816.314382048335,637.54,241.638859102878,"trashcan","posts"
1189,868,827.043409997733,2017-07-22 03:53:15,2017-07-22 00:06:06,637.54,246.092841823078,640.78678954423,783,410,1122,1276,22.1,19.9,-84.3977533333333,33.78128,910.117432391763,827.470275866568,637.54,245.731428720798,"nothing","nothing"
1190,1121.14226126614,841.910695664567,2017-07-22 03:53:15,2017-07-22 00:06:06,637.54,248.92,640.08,783,410,1122,1276,22.1,19.9,-84.3977533333333,33.78128,1175.95800792758,842.466260664514,637.54,248.449621633378,"parallel","posts"
1191,1703.74862503967,860.11714453249,2017-07-22 03:53:15,2017-07-22 00:06:06,637.54,248.92,640.08,NA,NA,NA,NA,NA,NA,-84.3977533333333,33.78128,1663.60436674091,857.449642545452,637.623647593174,248.836352406826,"parallel","nothing"
1192,2045.07227651312,862.290861902212,2017-07-22 03:53:15,2017-07-22 00:06:06,638.04275479019,248.417245209809,640.08,NA,NA,NA,NA,NA,NA,-84.3977531666667,33.781285,1985.4179323914,858.326955524969,638.167055064242,248.292944935758,"nothing","trashcan"
1193,2027.84996001644,840.639949734953,2017-07-22 03:53:16,2017-07-22 00:06:07,639.292602901664,247.167397098336,640.08,NA,NA,NA,NA,NA,NA,-84.3977523333336,33.78131,2028.91018319644,841.041877505255,639.310242892392,246.960593304597,"parallel","people"
1194,2017,821.404780856449,2017-07-22 03:53:16,2017-07-22 00:06:07,640.648474264985,244.674577205046,640.648474264985,NA,NA,NA,NA,NA,NA,-84.3977516666667,33.78133,2018.80520018728,822.089127416595,640.678509181375,244.32246054298,"posts","trashcan"
1195,2017,806.28280278487,2017-07-22 03:53:16,2017-07-22 00:06:07,642.184867237057,240.065398288828,642.184867237057,NA,NA,NA,NA,NA,NA,-84.3977516666667,33.78133,2017,811.548747837696,641.818415170367,240.431850355518,"nothing","nothing"
1196,2017,822.811216550482,2017-07-22 03:53:16,2017-07-22 00:06:07,641.51873979087,237.65873979087,641.51873979087,NA,NA,NA,NA,NA,NA,-84.3977516666667,33.78133,2017,825.064618773159,641.406441090555,237.819780663708,"trashcan","people"
1197,2017,852.883460074866,2017-07-22 03:53:16,2017-07-22 00:06:07,640.177653181202,236.22,640.08,781,988,674,565,22.1,19.9,-84.3977516666667,33.78133,2017,855.428001553044,640.656403948208,236.459375383503,"tree","wall"
1198,2017,898.249394289604,2017-07-22 03:53:17,2017-07-22 00:06:08,641.714046153275,236.22,640.08,NA,NA,NA,NA,NA,NA,-84.3977486666674,33.781361,2017,893.827900318254,641.518242995832,236.129088365238,"stop-car","tree"
1199,2017,917.04041834194,2017-07-22 03:53:17,2017-07-22 00:06:08,642.073585475366,235.673585475366,640.08,NA,NA,NA,NA,NA,NA,-84.3977466666667,33.7813816666667,2017,910.686641568627,641.792212355338,235.542943607002,"people","people"
1200,2017,897.642755937423,2017-07-22 03:53:17,2017-07-22 00:06:08,640.741962164353,234.341962164353,640.08,NA,NA,NA,NA,NA,NA,-84.3977466666667,33.7813816666667,2017,899.265762746167,640.630544940185,238.352982234395,"wall","trashcan"
1201,2017,888,2017-07-22 03:53:17,2017-07-22 00:06:08,638.74067770668,257.118140133099,640.08,NA,NA,NA,NA,NA,NA,-84.3977466666667,33.7813816666667,2017,889.604347370658,638.630541427721,261.083046175611,"bike","parallel"
1202,2017,888,2017-07-22 03:53:17,2017-07-22 00:06:08,636.077431084654,303.724956018546,640.08,NA,NA,NA,NA,NA,NA,-84.3977466666667,33.7813816666667,2017,888,636.605122338947,299.107657543484,"bike","nothing"
1203,2017,888,2017-07-22 03:53:17,2017-07-22 00:06:08,636.585815537371,322.58,640.08,NA,NA,NA,NA,NA,NA,-84.3977461666669,33.7813951666667,2017,888,636.944338295584,319.442925865635,"posts","posts"
1204,2017,888,2017-07-22 03:53:18,2017-07-22 00:06:09,639.249062159397,322.58,640.08,781,623,878,971,22,19.8,-84.3977453333335,33.7814176666667,2017,888,637.643903111321,322.58,"nothing","nothing"
1205,2017,888,2017-07-22 03:53:18,2017-07-22 00:06:09,632.264674344873,322.58,640.08,781,623,878,971,22,19.8,-84.397745,33.7814266666667,2017,888,631.536747149,322.58,"posts","parallel"
1206,2017,888,2017-07-22 03:53:18,2017-07-22 00:06:09,620.905159037147,322.58,640.08,NA,NA,NA,NA,NA,NA,-84.397745,33.7814266666667,2017,888,623.029470765559,322.58,"posts","wall"
1207,2017,888,2017-07-22 03:53:18,2017-07-22 00:06:09,622.313589067645,322.58,640.08,NA,NA,NA,NA,NA,NA,-84.397745,33.7814266666667,2017,888,619.057411851807,322.58,"tree","bike"
1208,2017,888,2017-07-22 03:53:18,2017-07-22 00:06:09,604.15111895795,322.58,640.08,NA,NA,NA,NA,NA,NA,-84.397745,33.7814266666667,2017,888,575.988306261092,322.58,"tree","stop-car"
1209,2017,888,2017-07-22 03:53:18,2017-07-22 00:06:09,416.719116380465,322.58,640.08,NA,NA,NA,NA,NA,NA,-84.397745,33.7814266666667,2017,888,423.7084072824,322.58,"tree","nothing"
1210,2017,888,2017-07-22 03:53:18,2017-07-22 00:06:09,271.295489031206,322.58,640.08,NA,NA,NA,NA,NA,NA,-84.397745,33.7814266666667,2017,888,286.040959362773,322.58,"parallel","car"
1211,2017,888,2017-07-22 03:53:18,2017-07-22 00:06:09,214.497912492574,322.58,640.08,787,430,895,1015,21.9,19.7,-84.397745,33.7814266666667,2017,888,226.077395511532,322.58,"bike","posts"
1212,2017,888,2017-07-22 03:53:18,2017-07-22 00:06:09,227.297563259875,322.58,640.08,787,430,895,1015,21.9,19.7,-84.3977446666668,33.781436,2017,888,237.452841474418,322.58,"posts","people"
1213,2017,888,2017-07-22 03:53:19,2017-07-22 00:06:10,301.134412760096,322.58,640.08,NA,NA,NA,NA,NA,NA,-84.3977436666668,33.781464,2017,888,291.812839849068,322.58,"bike","stop-car"
1214,2017,888,2017-07-22 03:53:19,2017-07-22 00:06:10,318.944958868746,322.58,640.08,NA,NA,NA,NA,NA,NA,-84.3977433333333,33.7814733333333,2017,888,315.745742273124,322.58,"people","car"
1215,2017,888,2017-07-22 03:53:19,2017-07-22 00:06:10,317.526960469677,322.58,640.08,NA,NA,NA,NA,NA,NA,-84.3977433333333,33.7814733333333,2017,888,318.00778067851,322.58,"trashcan","parallel"
1216,2017,888,2017-07-22 03:53:20,2017-07-22 00:06:11,318.9988798081,322.58,640.08,NA,NA,NA,NA,NA,NA,-84.3977425000002,33.7814983333333,2017,888,318.927204087747,322.58,"tree","people"
1217,2017,888,2017-07-22 03:53:20,2017-07-22 00:06:11,320.04,322.58,640.08,NA,NA,NA,NA,NA,NA,-84.3977416666667,33.7815233333333,2017,888,319.866779973147,322.58,"nothing","trashcan"
1218,2017,888,2017-07-22 03:53:20,2017-07-22 00:06:11,320.04,322.58,640.08,782,814,788,793,21.8,19.6,-84.3977416666667,33.7815233333333,2017,888,318.285816252692,322.58,"nothing","trashcan"
1219,2017,888,2017-07-22 03:53:20,2017-07-22 00:06:11,309.496668765099,322.58,640.08,782,814,788,793,21.8,19.6,-84.3977416666667,33.7815233333333,2017,888,307.352177740835,322.58,"tree","parallel"
1220,2017,888,2017-07-22 03:53:20,2017-07-22 00:06:11,286.064106721976,322.58,640.08,NA,NA,NA,NA,NA,NA,-84.3977416666667,33.7815233333333,2017,884.929844478314,290.659471647471,322.58,"bike","tree"
1221,2017,869.547163085126,2017-07-22 03:53:20,2017-07-22 00:06:11,290.25148736108,322.58,640.08,NA,NA,NA,NA,NA,NA,-84.3977411666669,33.7815388333333,2017,867.561140116585,293.224138168636,322.58,"posts","stop-car"
1222,2017,839.157550430775,2017-07-22 03:53:21,2017-07-22 00:06:12,312.305663401666,322.58,640.08,NA,NA,NA,NA,NA,NA,-84.3977403333335,33.7815646666667,2017,840.747808354471,309.665652634981,322.58,"nothing","stop-car"
1223,2017,818.326010620376,2017-07-22 03:53:21,2017-07-22 00:06:12,318.49234094355,322.58,640.08,NA,NA,NA,NA,NA,NA,-84.39774,33.781575,2017,818.815952114905,317.678981801409,322.58,"posts","trashcan"
1224,2017,800.439211046261,2017-07-22 03:53:21,2017-07-22 00:06:12,319.790411541214,322.58,640.08,NA,NA,NA,NA,NA,NA,-84.39774,33.781575,1936.57678190993,798.653554624108,319.615966644588,322.58,"parallel","stop-car"
1225,1533.62496668238,771.819917137169,2017-07-22 03:53:21,2017-07-22 00:06:12,320.04,322.58,641.128482138879,NA,NA,NA,NA,NA,NA,-84.39774,33.781575,1514.48042782054,771.394846248691,319.998473843972,322.58,"bike","wall"
1226,935.183758074126,740.645780736568,2017-07-22 03:53:21,2017-07-22 00:06:12,320.04,322.58,642.426552736543,785,351,1142,1335,21.7,19.5,-84.39774,33.781575,1025.91884614423,791.874203666103,320.04,322.58,"stop-car","parallel"
1227,882.095959346142,1017.37452646933,2017-07-22 03:53:21,2017-07-22 00:06:12,320.04,322.58,641.515376665793,785,351,1142,1335,21.7,19.5,-84.39774,33.781575,897.985950027264,1026.34590876776,320.04,322.58,"parallel","nothing"
1228,924.513226907615,1348.02479288225,2017-07-22 03:53:21,2017-07-22 00:06:12,320.04,322.58,640.217306068128,NA,NA,NA,NA,NA,NA,-84.39774,33.781575,918.810679460373,1298.83081690405,320.04,322.58,"people","people"
1229,932.655951274129,1383,2017-07-22 03:53:21,2017-07-22 00:06:12,320.04,322.58,640.08,NA,NA,NA,NA,NA,NA,-84.3977386666671,33.781591,931.981400709934,1377.18087713287,320.04,322.58,"nothing","trashcan"
1230,936.744362605355,1383,2017-07-22 03:53:22,2017-07-22 00:06:13,320.04,322.58,640.08,NA,NA,NA,NA,NA,NA,-84.3977370000002,33.781611,937.843520325221,1383,320.04,322.58,"bike","nothing"
1231,947.439142247613,1383,2017-07-22 03:53:22,2017-07-22 00:06:13,320.04,322.58,640.08,NA,NA,NA,NA,NA,NA,-84.3977366666667,33.781615,948.340926870887,1377.71051676752,320.39842849374,322.105949411505,"wall","tree"
1232,963.55400060187,1351.20813448585,2017-07-22 03:53:22,2017-07-22 00:06:13,322.194295602913,319.730770331632,640.08,NA,NA,NA,NA,NA,NA,-84.3977366666667,33.781615,978.782198722789,1253.98194648306,328.782583075666,311.017228835409,"wall","people"
1233,1071.19629281015,735.048806672962,2017-07-22 03:53:22,2017-07-22 00:06:13,363.946778797393,264.50974417119,640.08,782,944,725,671,21.6,19.4,-84.3977366666667,33.781615,1066.15222760776,751.847736868724,362.832698309215,265.623824659368,"wall","parallel"
1234,1148.52177796741,219.857627560397,2017-07-22 03:53:22,2017-07-22 00:06:13,399.003201999738,215.984778002883,640.08,782,944,725,671,21.6,19.4,-84.3977366666667,33.781615,1123.12874628841,304.427463500029,393.394654133245,221.593325869376,"parallel","parallel"
1235,1073.22519918133,212.96427879829,2017-07-22 03:53:23,2017-07-22 00:06:14,400.350056296334,201.169380740326,640.08,NA,NA,NA,NA,NA,NA,-84.3977356666668,33.781633,1074.6387202334,230.42093705827,406.543599391473,201.590102647073,"posts","stop-car"
1236,1006.42443543308,310.992281959472,2017-07-22 03:53:23,2017-07-22 00:06:14,438.922529898712,188.882686886077,640.08,NA,NA,NA,NA,NA,NA,-84.397735,33.781645,1010.06199794836,355.915338206534,454.861026298644,189.965374855316,"tree","people"
1237,961.486846819806,679.025444399819,2017-07-22 03:53:23,2017-07-22 00:06:14,573.291608154753,183.103371692269,640.08,NA,NA,NA,NA,NA,NA,-84.397735,33.781645,971.75967586034,613.190439058316,561.750479836522,192.511900212566,"parallel","tree"
