"results.sensor","date","time","USLeft","USRight","USRear","LidarLeft","LidarRight","O3","SO","NO","CO","P10","P25"
"proximity","220717",2017-07-22 03:50:06,640.08,241.3,640.08,1,1068,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:06,640.08,248.92,642.62,1696,530,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:07,640.08,254,640.08,1,523,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:07,642.62,256.54,642.62,1656,503,521,843,561,786,23.9,21.5
"proximity","220717",2017-07-22 03:50:07,640.08,254,640.08,1556,1956,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:08,640.08,261.62,642.62,1599,534,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:08,640.08,274.32,640.08,1578,694,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:08,640.08,284.48,642.62,1,575,813,782,801,782,23.9,21.5
"proximity","220717",2017-07-22 03:50:08,640.08,492.76,640.08,1,560,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:09,640.08,302.26,640.08,1,583,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:09,640.08,309.88,640.08,1,790,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:09,642.62,312.42,642.62,1952,762,1127,413,960,787,24,21.6
"proximity","220717",2017-07-22 03:50:10,640.08,317.5,640.08,1,742,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:10,640.08,317.5,640.08,2859,633,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:10,642.62,320.04,642.62,2864,714,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:11,642.62,314.96,642.62,2897,696,696,918,720,781,24,21.6
"proximity","220717",2017-07-22 03:50:11,640.08,314.96,642.62,1820,547,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:11,640.08,538.48,640.08,1814,658,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:11,640.08,309.88,640.08,1757,634,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:12,640.08,462.28,640.08,1752,516,892,734,869,783,24,21.6
"proximity","220717",2017-07-22 03:50:12,640.08,424.18,640.08,1,531,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:12,640.08,370.84,642.62,1679,507,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:13,640.08,299.72,642.62,1708,536,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:13,642.62,281.94,642.62,1,533,928,513,803,788,24.1,21.7
"proximity","220717",2017-07-22 03:50:13,640.08,281.94,640.08,1649,484,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:13,640.08,276.86,642.62,1749,406,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:14,640.08,276.86,642.62,1636,519,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:14,640.08,274.32,642.62,1750,566,841,786,830,782,24.2,21.8
"proximity","220717",2017-07-22 03:50:14,640.08,274.32,642.62,1766,436,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:15,640.08,274.32,642.62,1,562,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:15,640.08,279.4,640.08,1,473,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:15,640.08,271.78,640.08,1645,563,1188,376,999,789,24.3,21.9
"proximity","220717",2017-07-22 03:50:16,640.08,274.32,640.08,1,363,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:16,642.62,279.4,642.62,1,294,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:16,640.08,281.94,642.62,1,298,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:16,640.08,281.94,640.08,2065,304,660,948,696,783,24.2,21.8
"proximity","220717",2017-07-22 03:50:17,640.08,281.94,640.08,1,297,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:17,147.32,287.02,642.62,147,306,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:17,132.08,287.02,642.62,142,305,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:18,129.54,287.02,642.62,141,306,822,805,823,780,24.1,21.7
"proximity","220717",2017-07-22 03:50:18,127,289.56,642.62,141,308,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:18,127,119.38,642.62,138,316,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:18,121.92,124.46,642.62,133,315,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:19,119.38,137.16,642.62,137,316,903,541,835,785,24.1,21.7
"proximity","220717",2017-07-22 03:50:19,116.84,129.54,642.62,136,314,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:19,121.92,299.72,642.62,135,314,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:20,121.92,299.72,642.62,140,315,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:20,121.92,124.46,642.62,139,310,758,848,748,781,24.1,21.7
"proximity","220717",2017-07-22 03:50:20,124.46,297.18,642.62,156,315,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:21,121.92,299.72,642.62,172,316,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:21,119.38,299.72,640.08,148,314,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:21,121.92,299.72,642.62,141,313,1215,439,1057,786,24.1,21.7
"proximity","220717",2017-07-22 03:50:21,127,294.64,642.62,144,310,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:22,129.54,294.64,642.62,149,307,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:22,134.62,294.64,642.62,157,309,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:22,139.7,294.64,642.62,163,307,427,1072,591,781,24.1,21.7
"proximity","220717",2017-07-22 03:50:23,147.32,294.64,642.62,173,309,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:23,149.86,294.64,642.62,175,310,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:23,154.94,294.64,642.62,177,310,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:23,157.48,294.64,642.62,183,307,748,854,773,780,24.1,21.7
"proximity","220717",2017-07-22 03:50:23,162.56,294.64,642.62,186,310,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:24,162.56,294.64,642.62,188,305,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:24,162.56,294.64,642.62,189,307,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:25,162.56,294.64,642.62,188,309,970,524,904,784,24.1,21.7
"proximity","220717",2017-07-22 03:50:25,162.56,294.64,642.62,187,312,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:25,162.56,294.64,642.62,187,308,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:25,162.56,294.64,642.62,187,309,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:26,162.56,294.64,642.62,185,315,795,826,751,779,24.2,21.8
"proximity","220717",2017-07-22 03:50:26,160.02,297.18,642.62,219,315,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:26,157.48,299.72,642.62,220,320,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:26,157.48,302.26,642.62,222,318,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:27,157.48,299.72,642.62,221,317,885,684,873,781,24.2,21.8
"proximity","220717",2017-07-22 03:50:27,160.02,299.72,642.62,220,318,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:27,157.48,299.72,642.62,221,314,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:28,160.02,297.18,642.62,221,313,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:28,162.56,297.18,642.62,187,314,330,1089,542,779,24.2,21.8
"proximity","220717",2017-07-22 03:50:28,162.56,297.18,642.62,187,314,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:28,172.72,297.18,642.62,268,315,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:29,213.36,297.18,642.62,1,316,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:29,320.04,297.18,640.08,1,316,787,782,780,781,24.2,21.8
"proximity","220717",2017-07-22 03:50:29,320.04,297.18,640.08,1,312,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:30,320.04,294.64,640.08,1,313,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:30,320.04,297.18,642.62,1,316,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:30,320.04,297.18,642.62,1,314,1110,395,958,786,24.2,21.8
"proximity","220717",2017-07-22 03:50:30,320.04,297.18,642.62,1,316,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:31,320.04,297.18,640.08,1858,317,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:31,320.04,297.18,640.08,1,315,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:31,320.04,297.18,640.08,1,315,763,880,778,780,24.2,21.8
"proximity","220717",2017-07-22 03:50:32,320.04,297.18,640.08,1,317,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:32,320.04,297.18,640.08,1844,317,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:32,320.04,297.18,640.08,1866,313,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:33,320.04,297.18,642.62,1,319,858,733,816,781,24.2,21.8
"proximity","220717",2017-07-22 03:50:33,320.04,297.18,642.62,1,317,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:33,320.04,297.18,640.08,1,321,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:33,320.04,297.18,640.08,1,318,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:34,320.04,297.18,642.62,1,319,545,831,565,783,24,21.7
"proximity","220717",2017-07-22 03:50:34,320.04,297.18,640.08,1,317,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:34,320.04,297.18,642.62,1,319,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:35,320.04,297.18,642.62,1822,316,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:35,320.04,299.72,642.62,1840,318,860,755,803,783,23.9,21.6
"proximity","220717",2017-07-22 03:50:35,320.04,299.72,640.08,1820,318,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:35,320.04,299.72,642.62,1,316,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:36,320.04,299.72,642.62,1849,316,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:36,320.04,299.72,642.62,1,316,1372,299,1145,788,23.9,21.6
"proximity","220717",2017-07-22 03:50:36,320.04,299.72,640.08,1841,316,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:37,320.04,297.18,642.62,1,318,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:37,320.04,297.18,640.08,1,320,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:37,320.04,297.18,642.62,1,319,641,972,711,784,23.9,21.6
"proximity","220717",2017-07-22 03:50:38,322.58,297.18,642.62,1,320,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:38,320.04,297.18,640.08,1,318,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:38,320.04,299.72,640.08,1,320,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:38,320.04,299.72,642.62,1849,320,822,776,820,784,23.8,21.5
"proximity","220717",2017-07-22 03:50:39,320.04,299.72,640.08,1,320,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:39,320.04,297.18,640.08,1,319,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:39,320.04,299.72,642.62,1,319,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:40,320.04,299.72,640.08,1,318,837,529,680,788,23.7,21.4
"proximity","220717",2017-07-22 03:50:40,320.04,297.18,642.62,1,316,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:40,320.04,294.64,640.08,1,311,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:41,320.04,292.1,640.08,1,340,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:41,320.04,297.18,640.08,1,379,838,782,819,783,23.6,21.3
"proximity","220717",2017-07-22 03:50:41,320.04,309.88,642.62,1,595,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:41,320.04,312.42,640.08,1,543,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:42,320.04,157.48,640.08,1,611,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:42,320.04,152.4,642.62,1,644,1192,350,979,784,23.6,21.3
"proximity","220717",2017-07-22 03:50:42,320.04,322.58,640.08,1,2175,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:43,320.04,322.58,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:43,320.04,322.58,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:43,320.04,322.58,640.08,1,1,718,891,759,782,23.3,21.1
"proximity","220717",2017-07-22 03:50:43,320.04,322.58,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:44,320.04,322.58,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:44,320.04,322.58,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:45,320.04,322.58,640.08,1,1,884,718,820,783,23.2,21
"proximity","220717",2017-07-22 03:50:45,320.04,322.58,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:45,320.04,322.58,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:45,320.04,322.58,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:46,320.04,322.58,640.08,1,1,1045,427,938,788,23,20.8
"proximity","220717",2017-07-22 03:50:46,320.04,322.58,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:46,320.04,322.58,640.08,1,1340,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:47,320.04,322.58,640.08,1,1319,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:47,320.04,322.58,640.08,1,1308,801,814,800,783,22.9,20.7
"proximity","220717",2017-07-22 03:50:47,320.04,322.58,640.08,1,1307,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:48,320.04,297.18,642.62,1547,151,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:48,320.04,124.46,640.08,1671,1289,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:48,320.04,525.78,642.62,1625,832,1297,282,1067,788,22.9,20.7
"proximity","220717",2017-07-22 03:50:48,320.04,640.08,640.08,1158,949,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:49,320.04,642.62,640.08,1635,935,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:49,320.04,132.08,642.62,1741,609,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:49,320.04,322.58,642.62,1833,1043,747,892,794,783,22.8,20.6
"proximity","220717",2017-07-22 03:50:50,320.04,581.66,640.08,2084,961,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:50,320.04,139.7,640.08,2075,683,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:50,320.04,322.58,640.08,2093,943,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:50,320.04,419.1,640.08,2059,1298,855,734,825,784,22.8,20.6
"proximity","220717",2017-07-22 03:50:51,320.04,134.62,640.08,2071,941,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:51,640.08,411.48,642.62,2090,1412,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:51,640.08,139.7,640.08,2053,1369,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:52,640.08,142.24,640.08,2678,862,1029,452,912,789,22.7,20.5
"proximity","220717",2017-07-22 03:50:52,640.08,322.58,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:52,640.08,322.58,642.62,1544,161,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:53,640.08,162.56,640.08,2035,789,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:53,640.08,304.8,640.08,2048,636,788,788,747,783,22.8,20.6
"proximity","220717",2017-07-22 03:50:53,640.08,134.62,640.08,1699,677,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:53,640.08,408.94,640.08,1613,704,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:54,640.08,144.78,642.62,1757,425,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:54,640.08,294.64,640.08,1,428,1215,359,1039,786,22.8,20.6
"proximity","220717",2017-07-22 03:50:55,640.08,424.18,642.62,1,149,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:55,640.08,152.4,640.08,1,1396,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:55,642.62,281.94,642.62,1,163,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:55,640.08,160.02,640.08,1,1428,779,847,766,782,22.8,20.6
"proximity","220717",2017-07-22 03:50:56,640.08,416.56,640.08,2404,1406,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:56,640.08,411.48,640.08,2410,1121,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:56,640.08,414.02,640.08,2026,771,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:57,642.62,642.62,645.16,1,159,925,679,870,783,22.8,20.6
"proximity","220717",2017-07-22 03:50:57,640.08,642.62,640.08,1459,699,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:57,642.62,642.62,642.62,1,721,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:57,640.08,124.46,640.08,2260,712,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:58,637.54,322.58,642.62,2216,920,366,1042,528,782,22.9,20.7
"proximity","220717",2017-07-22 03:50:58,640.08,127,640.08,2350,891,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:58,640.08,322.58,640.08,2327,141,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:59,640.08,322.58,640.08,1,1507,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:50:59,642.62,287.02,642.62,2057,1297,751,817,726,782,22.9,20.7
"proximity","220717",2017-07-22 03:50:59,640.08,139.7,640.08,1,1363,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:00,640.08,223.52,640.08,1,1305,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:00,640.08,144.78,640.08,2040,1353,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:00,640.08,322.58,640.08,1128,1351,1250,329,1025,789,22.9,20.7
"proximity","220717",2017-07-22 03:51:00,640.08,144.78,640.08,2039,1328,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:01,640.08,124.46,640.08,1,1296,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:01,640.08,365.76,640.08,2082,1330,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:01,640.08,386.08,640.08,1,985,716,907,765,784,22.8,20.6
"proximity","220717",2017-07-22 03:51:02,640.08,642.62,642.62,1463,1729,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:02,640.08,642.62,640.08,1,1656,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:02,640.08,642.62,640.08,1,3005,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:03,640.08,640.08,640.08,1,8458,932,650,854,783,22.8,20.6
"proximity","220717",2017-07-22 03:51:03,640.08,543.56,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:03,640.08,474.98,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:03,637.54,640.08,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:04,640.08,642.62,642.62,1176,1285,988,499,908,788,22.8,20.6
"proximity","220717",2017-07-22 03:51:04,637.54,284.48,640.08,1,1219,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:04,640.08,322.58,640.08,1990,1214,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:05,640.08,322.58,642.62,2008,1240,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:05,640.08,358.14,642.62,2011,871,816,774,769,783,22.9,20.7
"proximity","220717",2017-07-22 03:51:05,640.08,640.08,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:06,185.42,642.62,640.08,210,717,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:06,157.48,642.62,640.08,181,707,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:06,162.56,642.62,640.08,1755,1,1060,428,918,785,23,20.7
"proximity","220717",2017-07-22 03:51:07,320.04,645.16,640.08,1783,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:07,320.04,642.62,642.62,2505,721,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:07,320.04,642.62,640.08,1,1583,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:08,320.04,640.08,640.08,1285,1,936,728,887,784,23,20.7
"proximity","220717",2017-07-22 03:51:08,320.04,640.08,640.08,2363,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:08,320.04,279.4,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:08,320.04,322.58,640.08,2400,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:09,320.04,144.78,640.08,2154,813,884,707,903,783,23,20.7
"proximity","220717",2017-07-22 03:51:09,320.04,198.12,640.08,1,201,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:09,320.04,142.24,640.08,2351,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:10,320.04,264.16,640.08,1,791,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:10,320.04,142.24,640.08,1,1307,429,1020,578,781,23,20.7
"proximity","220717",2017-07-22 03:51:10,320.04,139.7,640.08,1,1283,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:11,320.04,137.16,640.08,1,1291,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:11,538.48,210.82,640.08,2080,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:11,640.08,187.96,640.08,1930,1242,856,755,831,783,23,20.7
"proximity","220717",2017-07-22 03:51:11,640.08,223.52,640.08,1941,1213,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:12,640.08,203.2,640.08,1954,1170,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:12,640.08,137.16,640.08,1166,192,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:12,640.08,322.58,640.08,2061,1194,1109,389,934,787,23,20.7
"proximity","220717",2017-07-22 03:51:13,640.08,322.58,640.08,1863,1104,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:13,640.08,322.58,640.08,1947,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:13,640.08,320.04,640.08,1958,1161,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:13,640.08,322.58,640.08,1950,1136,873,783,844,784,22.9,20.6
"proximity","220717",2017-07-22 03:51:14,640.08,322.58,640.08,1972,1135,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:14,640.08,477.52,640.08,1,1151,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:15,640.08,147.32,640.08,1,1138,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:15,642.62,114.3,642.62,1140,629,833,779,870,782,22.6,20.3
"proximity","220717",2017-07-22 03:51:15,642.62,149.86,642.62,1250,629,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:15,640.08,142.24,642.62,1524,576,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:16,640.08,129.54,640.08,1753,572,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:16,640.08,322.58,642.62,2636,444,449,990,593,782,22.7,20.4
"proximity","220717",2017-07-22 03:51:16,642.62,322.58,642.62,1,505,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:17,640.08,198.12,642.62,1,639,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:17,640.08,129.54,642.62,1,402,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:17,640.08,264.16,640.08,2013,592,806,780,770,781,22.8,20.5
"proximity","220717",2017-07-22 03:51:18,640.08,121.92,642.62,1,716,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:18,640.08,322.58,640.08,1,547,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:18,640.08,172.72,640.08,1,412,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:18,640.08,154.94,640.08,1,391,1061,429,927,785,22.9,20.6
"proximity","220717",2017-07-22 03:51:19,640.08,243.84,642.62,1,517,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:19,640.08,198.12,642.62,1,462,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:19,642.62,114.3,642.62,1,883,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:20,640.08,116.84,642.62,1,1004,937,716,853,783,22.9,20.6
"proximity","220717",2017-07-22 03:51:20,640.08,198.12,640.08,1,839,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:20,642.62,132.08,640.08,1567,937,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:21,642.62,322.58,640.08,1479,1068,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 03:51:21,640.08,322.58,640.08,1647,1040,1331,313,1084,786,22.9,20.6
"proximity","220717",2017-07-22 03:51:21,640.08,251.46,640.08,1774,1085,NA,NA,NA,NA,NA,NA
