"results.sensor","date","time","USLeft","USRight","USRear","LidarLeft","LidarRight","O3","SO","NO","CO","P10","P25"
"proximity","220717",2017-07-22 11:06:00,640.08,322.58,640.08,1,651,1049,397,908,838,43.9,39.3
"proximity","220717",2017-07-22 11:06:01,640.08,322.58,640.08,1,661,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:01,640.08,322.58,640.08,1,692,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:01,640.08,322.58,640.08,1,699,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:02,640.08,322.58,640.08,1,688,858,770,802,826,43.8,39.2
"proximity","220717",2017-07-22 11:06:02,640.08,322.58,640.08,3301,667,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:02,640.08,322.58,640.08,1,677,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:03,640.08,322.58,640.08,1,695,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:03,640.08,322.58,640.08,1,687,979,636,898,814,43.8,39.2
"proximity","220717",2017-07-22 11:06:03,640.08,322.58,640.08,1,676,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:03,640.08,322.58,640.08,1,662,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:04,640.08,322.58,640.08,1,659,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:04,640.08,322.58,640.08,1,652,516,1148,617,819,43.7,39.1
"proximity","220717",2017-07-22 11:06:04,640.08,322.58,640.08,1,649,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:05,640.08,322.58,640.08,1,652,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:05,640.08,322.58,640.08,1,652,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:05,640.08,322.58,640.08,1,648,801,775,781,814,43.7,39.1
"proximity","220717",2017-07-22 11:06:06,640.08,322.58,640.08,1,642,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:06,640.08,322.58,640.08,1,637,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:06,640.08,322.58,640.08,1,639,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:06,640.08,322.58,640.08,1,642,968,520,854,837,43.7,39.1
"proximity","220717",2017-07-22 11:06:07,640.08,322.58,640.08,1,638,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:07,640.08,322.58,640.08,1,646,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:07,640.08,322.58,640.08,1,651,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:08,640.08,322.58,640.08,1,656,870,802,823,834,43.6,39
"proximity","220717",2017-07-22 11:06:08,640.08,322.58,640.08,1,663,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:08,640.08,322.58,640.08,1,676,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:09,640.08,322.58,640.08,1,692,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:09,640.08,322.58,640.08,1,713,1311,393,1079,840,43.5,38.9
"proximity","220717",2017-07-22 11:06:09,640.08,322.58,640.08,1,718,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:09,640.08,322.58,640.08,1,737,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:10,640.08,322.58,640.08,1,734,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:10,640.08,322.58,640.08,1,727,558,1119,661,834,43.4,38.8
"proximity","220717",2017-07-22 11:06:10,640.08,322.58,640.08,1,731,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:11,640.08,322.58,640.08,1,728,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:11,640.08,322.58,640.08,1,740,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:11,640.08,322.58,637.54,1,761,814,849,799,825,43.3,38.7
"proximity","220717",2017-07-22 11:06:12,640.08,322.58,640.08,1,731,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:12,640.08,322.58,640.08,1,740,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:12,640.08,322.58,640.08,1,753,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:12,640.08,322.58,640.08,1,745,1057,433,928,826,43.1,38.6
"proximity","220717",2017-07-22 11:06:13,640.08,322.58,640.08,1,755,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:13,640.08,322.58,640.08,1,754,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:13,640.08,322.58,640.08,1,757,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:14,640.08,322.58,640.08,1,764,892,772,827,826,42.9,38.4
"proximity","220717",2017-07-22 11:06:14,640.08,322.58,640.08,1,751,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:14,640.08,322.58,640.08,1,750,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:14,640.08,322.58,640.08,1,770,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:15,640.08,322.58,640.08,1,857,934,687,898,829,42.6,38.1
"proximity","220717",2017-07-22 11:06:15,640.08,322.58,640.08,1,657,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:15,640.08,322.58,640.08,1,620,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:16,640.08,322.58,640.08,1,621,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:16,640.08,322.58,640.08,1,567,658,1032,732,819,42.6,38.1
"proximity","220717",2017-07-22 11:06:16,640.08,322.58,640.08,1,588,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:17,640.08,322.58,640.08,1,657,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:17,640.08,322.58,640.08,1,638,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:17,640.08,322.58,640.08,1,594,857,747,793,819,42.6,38.1
"proximity","220717",2017-07-22 11:06:18,640.08,322.58,640.08,1,615,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:18,640.08,322.58,640.08,1,602,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:18,640.08,322.58,640.08,1,600,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:19,640.08,322.58,640.08,1,586,995,525,890,808,42.6,38.1
"proximity","220717",2017-07-22 11:06:19,640.08,322.58,637.54,1,627,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:19,640.08,322.58,640.08,1,298,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:19,640.08,322.58,640.08,1,580,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:20,640.08,322.58,640.08,1,612,857,778,820,802,42.4,37.9
"proximity","220717",2017-07-22 11:06:20,640.08,322.58,640.08,1,653,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:20,640.08,322.58,640.08,1,660,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:21,640.08,322.58,640.08,2021,794,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:21,640.08,322.58,637.54,1,931,1383,275,1097,813,41.7,37.3
"proximity","220717",2017-07-22 11:06:21,640.08,322.58,640.08,1,300,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:22,640.08,322.58,640.08,1,293,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:22,640.08,322.58,640.08,1,298,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:22,640.08,322.58,640.08,1,299,627,1008,686,819,41.8,37.4
"proximity","220717",2017-07-22 11:06:22,640.08,322.58,640.08,1,294,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:23,640.08,322.58,640.08,1,293,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:23,640.08,322.58,640.08,1,299,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:23,640.08,322.58,640.08,1,297,855,803,826,832,41.8,37.4
"proximity","220717",2017-07-22 11:06:24,640.08,322.58,640.08,1,294,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:24,640.08,322.58,640.08,1,293,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:24,640.08,322.58,640.08,1,297,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:24,640.08,322.58,640.08,1,297,1046,477,921,818,41.8,37.4
"proximity","220717",2017-07-22 11:06:25,640.08,322.58,640.08,1,297,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:25,640.08,322.58,640.08,1,294,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:25,640.08,322.58,640.08,1,296,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:26,640.08,322.58,637.54,1,297,876,746,808,812,41.6,37.2
"proximity","220717",2017-07-22 11:06:26,640.08,322.58,640.08,1,297,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:26,640.08,322.58,640.08,1,296,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:27,640.08,322.58,637.54,1,298,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:27,640.08,322.58,640.08,1,294,1286,445,1104,820,41.5,37.1
"proximity","220717",2017-07-22 11:06:27,640.08,322.58,640.08,1,297,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:28,640.08,322.58,640.08,1,295,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:28,640.08,322.58,640.08,1,660,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:28,640.08,322.58,640.08,1,665,638,1016,679,825,41.7,37.3
"proximity","220717",2017-07-22 11:06:28,640.08,322.58,640.08,1,259,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:29,640.08,322.58,640.08,1,715,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:29,640.08,322.58,637.54,2055,740,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:29,640.08,322.58,640.08,1,740,866,744,818,822,41.8,37.4
"proximity","220717",2017-07-22 11:06:29,640.08,322.58,640.08,1,783,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:30,640.08,322.58,640.08,2031,753,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:30,640.08,322.58,640.08,1,745,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:31,640.08,322.58,637.54,1,689,1054,456,931,818,42,37.5
"proximity","220717",2017-07-22 11:06:31,640.08,322.58,640.08,1,629,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:31,640.08,322.58,637.54,1340,729,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:31,640.08,322.58,640.08,2057,972,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:32,640.08,91.44,640.08,1,93,889,742,804,810,42,37.5
"proximity","220717",2017-07-22 11:06:32,640.08,78.74,640.08,1323,1272,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:32,637.54,99.06,637.54,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:33,637.54,322.58,640.08,2021,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:33,640.08,322.58,640.08,1320,1019,1014,692,986,790,42,37.5
"proximity","220717",2017-07-22 11:06:33,637.54,322.58,637.54,1,1401,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:34,640.08,322.58,637.54,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:34,640.08,322.58,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:34,640.08,322.58,640.08,1,1,661,999,680,769,41.9,37.4
"proximity","220717",2017-07-22 11:06:34,637.54,322.58,637.54,413,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:35,637.54,322.58,637.54,444,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:35,640.08,322.58,640.08,478,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:35,632.46,322.58,637.54,539,1,879,709,838,763,41.8,37.3
"proximity","220717",2017-07-22 11:06:36,640.08,322.58,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:36,637.54,322.58,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:36,637.54,322.58,637.54,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:37,637.54,322.58,637.54,1,1,1024,467,886,776,41.7,37.3
"proximity","220717",2017-07-22 11:06:37,637.54,322.58,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:37,637.54,322.58,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:37,637.54,322.58,637.54,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:38,637.54,322.58,640.08,1,1,876,747,816,769,41.9,37.4
"proximity","220717",2017-07-22 11:06:38,637.54,322.58,637.54,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:38,637.54,322.58,640.08,1,839,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:39,637.54,322.58,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:39,637.54,322.58,640.08,1,164,912,690,845,771,42.2,37.7
"proximity","220717",2017-07-22 11:06:39,637.54,322.58,640.08,1,197,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:39,637.54,322.58,640.08,1,568,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:40,637.54,322.58,640.08,1,341,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:40,637.54,322.58,640.08,1,154,524,1078,635,775,42.2,37.7
"proximity","220717",2017-07-22 11:06:40,637.54,322.58,640.08,1,552,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:41,637.54,322.58,637.54,1,793,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:41,637.54,322.58,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:41,637.54,322.58,640.08,1,1,862,739,787,780,42.1,37.6
"proximity","220717",2017-07-22 11:06:42,637.54,322.58,637.54,1,536,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:42,637.54,322.58,637.54,1,1620,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:42,637.54,322.58,637.54,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:42,637.54,322.58,640.08,1,1,1113,392,960,784,42.1,37.6
"proximity","220717",2017-07-22 11:06:43,637.54,322.58,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:43,637.54,322.58,640.08,1,873,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:43,637.54,322.58,640.08,1,825,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:44,637.54,322.58,640.08,1,796,902,738,839,780,42.1,37.6
"proximity","220717",2017-07-22 11:06:44,637.54,393.7,637.54,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:44,637.54,640.08,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:44,637.54,640.08,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:45,637.54,640.08,640.08,1,893,917,640,823,783,42.3,37.8
"proximity","220717",2017-07-22 11:06:45,637.54,640.08,640.08,1,1562,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:45,637.54,640.08,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:46,637.54,640.08,637.54,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:46,637.54,640.08,640.08,1,1,462,976,578,792,42.3,37.8
"proximity","220717",2017-07-22 11:06:46,637.54,640.08,637.54,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:47,637.54,640.08,640.08,1,1057,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:47,637.54,640.08,640.08,1,1059,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:47,637.54,640.08,637.54,1,1122,809,786,784,785,42.4,37.9
"proximity","220717",2017-07-22 11:06:48,637.54,642.62,640.08,1,985,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:48,637.54,640.08,640.08,2204,192,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:48,637.54,640.08,640.08,1,475,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:48,637.54,640.08,640.08,1,466,1027,446,905,788,42.4,37.9
"proximity","220717",2017-07-22 11:06:49,637.54,640.08,640.08,1,459,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:49,637.54,640.08,640.08,1,470,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:49,637.54,640.08,640.08,1,558,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:49,637.54,640.08,640.08,1,549,756,933,785,786,42.4,37.9
"proximity","220717",2017-07-22 11:06:50,637.54,640.08,640.08,1,452,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:50,637.54,640.08,640.08,1,463,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:50,637.54,640.08,640.08,1,472,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:06:51,561.34,640.08,640.08,1,440,806,756,778,789,42.4,37.9
